observation_date,CANPIEAMP01GPM
1956-02-01,0.0000000000
1956-03-01,0.7518797083
1956-04-01,0.0000000000
1956-05-01,0.0000000000
1956-06-01,0.7462685956
1956-07-01,-0.7407406806
1956-08-01,0.7462685956
1956-09-01,0.0000000000
1956-10-01,0.0000000000
1956-11-01,0.7407407500
1956-12-01,0.0000000000
1957-01-01,0.7352941268
1957-02-01,0.0000000000
1957-03-01,0.0000000000
1957-04-01,0.0000000000
1957-05-01,0.0000000000
1957-06-01,0.0000000000
1957-07-01,0.0000000000
1957-08-01,0.0000000000
1957-09-01,0.0000000000
1957-10-01,0.0000000000
1957-11-01,0.0000000000
1957-12-01,0.0000000000
1958-01-01,0.0000000000
1958-02-01,0.0000000000
1958-03-01,0.0000000000
1958-04-01,0.0000000000
1958-05-01,0.0000000000
1958-06-01,0.0000000000
1958-07-01,0.0000000000
1958-08-01,0.0000000000
1958-09-01,0.0000000000
1958-10-01,0.0000000000
1958-11-01,0.7299270163
1958-12-01,0.0000000000
1959-01-01,0.0000000000
1959-02-01,0.0000000000
1959-03-01,0.0000000000
1959-04-01,0.0000000000
1959-05-01,0.0000000000
1959-06-01,0.0000000000
1959-07-01,0.0000000000
1959-08-01,0.0000000000
1959-09-01,0.7246376900
1959-10-01,-0.7194244692
1959-11-01,0.0000000000
1959-12-01,0.0000000000
1960-01-01,0.7246376900
1960-02-01,-0.7194244692
1960-03-01,0.0000000000
1960-04-01,0.7246376900
1960-05-01,-0.7194244692
1960-06-01,0.7246376900
1960-07-01,0.0000000000
1960-08-01,0.0000000000
1960-09-01,0.0000000000
1960-10-01,0.0000000000
1960-11-01,-0.7194244692
1960-12-01,0.7246376900
1961-01-01,0.0000000000
1961-02-01,0.0000000000
1961-03-01,-0.7194244692
1961-04-01,0.7246376900
1961-05-01,-0.7194244692
1961-06-01,1.4492753800
1961-07-01,-0.7142857229
1961-08-01,0.0000000000
1961-09-01,0.0000000000
1961-10-01,0.0000000000
1961-11-01,0.0000000000
1961-12-01,0.7194244692
1962-01-01,0.0000000000
1962-02-01,0.0000000000
1962-03-01,0.0000000000
1962-04-01,0.0000000000
1962-05-01,0.7142857229
1962-06-01,0.0000000000
1962-07-01,0.7092198666
1962-08-01,0.0000000000
1962-09-01,0.0000000000
1962-10-01,0.0000000000
1962-11-01,0.0000000000
1962-12-01,0.0000000000
1963-01-01,0.0000000000
1963-02-01,0.0000000000
1963-03-01,0.0000000000
1963-04-01,0.0000000000
1963-05-01,0.0000000000
1963-06-01,0.7042252945
1963-07-01,0.0000000000
1963-08-01,0.0000000000
1963-09-01,0.0000000000
1963-10-01,0.0000000000
1963-11-01,0.6993007080
1963-12-01,-0.6944444530
1964-01-01,0.6993007080
1964-02-01,0.0000000000
1964-03-01,0.0000000000
1964-04-01,0.0000000000
1964-05-01,0.0000000000
1964-06-01,0.0000000000
1964-07-01,0.0000000000
1964-08-01,0.0000000000
1964-09-01,0.0000000000
1964-10-01,0.0000000000
1964-11-01,0.0000000000
1964-12-01,0.0000000000
1965-01-01,0.0000000000
1965-02-01,0.6944444530
1965-03-01,0.0000000000
1965-04-01,0.0000000000
1965-05-01,0.0000000000
1965-06-01,1.3793103618
1965-07-01,0.0000000000
1965-08-01,0.0000000000
1965-09-01,0.0000000000
1965-10-01,0.0000000000
1965-11-01,0.0000000000
1965-12-01,0.0000000000
1966-01-01,0.6802721171
1966-02-01,0.6756756838
1966-03-01,0.6711408847
1966-04-01,-0.6666666125
1966-05-01,0.6711408847
1966-06-01,0.0000000000
1966-07-01,0.0000000000
1966-08-01,0.0000000000
1966-09-01,0.6666666750
1966-10-01,-0.6622516639
1966-11-01,0.6666666750
1966-12-01,0.0000000000
1967-01-01,0.0000000000
1967-02-01,0.6622516639
1967-03-01,0.6578947450
1967-04-01,0.0000000000
1967-05-01,0.6535947792
1967-06-01,0.0000000000
1967-07-01,0.0000000000
1967-08-01,0.0000000000
1967-09-01,0.0000000000
1967-10-01,0.0000000000
1967-11-01,0.0000000000
1967-12-01,0.0000000000
1968-01-01,0.6493506573
1968-02-01,0.0000000000
1968-03-01,0.6451612981
1968-04-01,-0.6410256487
1968-05-01,0.0000000000
1968-06-01,0.6451612981
1968-07-01,0.0000000000
1968-08-01,0.0000000000
1968-09-01,0.6410256487
1968-10-01,0.0000000000
1968-11-01,0.6369426231
1968-12-01,0.0000000000
1969-01-01,0.6329114003
1969-02-01,1.2578616508
1969-03-01,0.0000000000
1969-04-01,0.0000000000
1969-05-01,0.0000000000
1969-06-01,0.6211180200
1969-07-01,-0.6172839581
1969-08-01,0.0000000000
1969-09-01,0.6211180200
1969-10-01,0.0000000000
1969-11-01,0.6172839581
1969-12-01,0.6134969399
1970-01-01,1.2195121526
1970-02-01,0.6024096460
1970-03-01,0.5988024026
1970-04-01,0.0000000000
1970-05-01,0.0000000000
1970-06-01,-1.1904762051
1970-07-01,-0.6024095896
1970-08-01,-0.6060606133
1970-09-01,0.0000000000
1970-10-01,0.6097561049
1970-11-01,0.0000000000
1970-12-01,0.0000000000
1971-01-01,1.2121211698
1971-02-01,0.5988024026
1971-03-01,0.0000000000
1971-04-01,0.0000000000
1971-05-01,0.0000000000
1971-06-01,0.0000000000
1971-07-01,1.1904762051
1971-08-01,0.0000000000
1971-09-01,0.0000000000
1971-10-01,0.0000000000
1971-11-01,0.0000000000
1971-12-01,0.5882353013
1972-01-01,1.1695906026
1972-02-01,0.5780346893
1972-03-01,0.5747126508
1972-04-01,0.5714285785
1972-05-01,0.0000000000
1972-06-01,0.0000000000
1972-07-01,0.5681818251
1972-08-01,0.0000000000
1972-09-01,0.5649717583
1972-10-01,0.0000000000
1972-11-01,0.5617977596
1972-12-01,1.1173183968
1973-01-01,1.6574585841
1973-02-01,1.0869565350
1973-03-01,1.0752688302
1973-04-01,1.0638297501
1973-05-01,1.5789473879
1973-06-01,1.0362694426
1973-07-01,1.5384615089
1973-08-01,2.5252525563
1973-09-01,-0.4926108434
1973-10-01,0.9900989754
1973-11-01,0.4901960845
1973-12-01,1.4634146522
1974-01-01,3.3653846113
1974-02-01,1.3953488542
1974-03-01,1.3761467626
1974-04-01,2.7149321177
1974-05-01,0.8810572796
1974-06-01,0.8733624561
1974-07-01,2.1645021503
1974-08-01,1.6949152751
1974-09-01,0.8333333044
1974-10-01,1.6528925825
1974-11-01,1.2195122100
1974-12-01,0.0000000000
1975-01-01,1.6064256845
1975-02-01,0.3952569218
1975-03-01,0.0000000000
1975-04-01,0.7874015844
1975-05-01,1.1718749775
1975-06-01,0.0000000000
1975-07-01,0.3861003909
1975-08-01,1.1538461680
1975-09-01,0.3802281415
1975-10-01,0.7575757312
1975-11-01,0.0000000000
1975-12-01,0.3759398543
1976-01-01,0.7490636796
1976-02-01,0.0000000000
1976-03-01,0.0000000000
1976-04-01,0.3717472164
1976-05-01,0.7407407497
1976-06-01,0.3676470288
1976-07-01,0.3663003708
1976-08-01,0.0000000000
1976-09-01,0.7299270163
1976-10-01,0.0000000000
1976-11-01,0.3623188450
1976-12-01,1.0830325042
1977-01-01,1.0714285509
1977-02-01,1.0600706844
1977-03-01,1.0489510289
1977-04-01,1.3840830620
1977-05-01,0.3412969325
1977-06-01,0.0000000000
1977-07-01,1.0204081437
1977-08-01,0.0000000000
1977-09-01,0.6734006817
1977-10-01,0.3344481646
1977-11-01,0.3333333374
1977-12-01,0.6644518353
1978-01-01,1.3201319982
1978-02-01,0.6514658060
1978-03-01,0.9708737679
1978-04-01,1.6025641223
1978-05-01,0.3154574171
1978-06-01,0.6289307957
1978-07-01,0.3125000038
1978-08-01,0.9345794507
1978-09-01,0.9259259082
1978-10-01,2.1406728093
1978-11-01,0.5988023744
1978-12-01,0.2976190513
1979-01-01,2.9673590589
1979-02-01,1.7291066222
1979-03-01,0.8498583673
1979-04-01,1.1235954929
1979-05-01,0.8333333435
1979-06-01,0.5509641682
1979-07-01,1.3698630306
1979-08-01,0.5405405471
1979-09-01,1.6129032201
1979-10-01,1.8518518496
1979-11-01,0.2597402629
1979-12-01,1.0362694184
1980-01-01,3.8461538452
1980-02-01,0.4938271666
1980-03-01,-0.4914004974
1980-04-01,0.7407407498
1980-05-01,0.4901960844
1980-06-01,0.4878048611
1980-07-01,0.9708737983
1980-08-01,1.4423076873
1980-09-01,0.9478673102
1980-10-01,1.4084506993
1980-11-01,0.9259259155
1980-12-01,0.2293578010
1981-01-01,1.1441647523
1981-02-01,0.9049773867
1981-03-01,0.6726457481
1981-04-01,0.8908685868
1981-05-01,0.6622516637
1981-06-01,1.0964912208
1981-07-01,0.6507592270
1981-08-01,0.8620689558
1981-09-01,0.2136752163
1981-10-01,0.8528784552
1981-11-01,-0.2114164733
1981-12-01,0.2118643895
1982-01-01,1.2684989585
1982-02-01,0.6263047897
1982-03-01,0.6224066466
1982-04-01,0.8247422588
1982-05-01,0.4089979600
1982-06-01,0.4073319805
1982-07-01,0.2028397591
1982-08-01,-0.2024291523
1982-09-01,0.8113590172
1982-10-01,0.2012072459
1982-11-01,-0.2008032153
1982-12-01,0.0000000000
1983-01-01,0.0000000000
1983-02-01,0.0000000000
1983-03-01,1.0060362296
1983-04-01,0.3984063607
1983-05-01,0.5952381025
1983-06-01,0.7889546262
1983-07-01,0.1956947186
1983-08-01,0.1953125024
1983-09-01,-0.1949317763
1983-10-01,0.3906250048
1983-11-01,0.0000000000
1983-12-01,0.5836575947
1984-01-01,0.7736943820
1984-02-01,0.3838771640
1984-03-01,0.7648183470
1984-04-01,0.7590132920
1984-05-01,0.0000000000
1984-06-01,0.0000000000
1984-07-01,0.7532956601
1984-08-01,0.0000000000
1984-09-01,-0.1869158901
1984-10-01,0.0000000000
1984-11-01,0.5617977597
1984-12-01,0.1862197416
1985-01-01,0.5576208246
1985-02-01,0.1848428685
1985-03-01,0.5535055419
1985-04-01,0.0000000000
1985-05-01,0.1834862408
1985-06-01,0.0000000000
1985-07-01,0.0000000000
1985-08-01,-0.1831501854
1985-09-01,0.1834862408
1985-10-01,0.3663003708
1985-11-01,0.1824817540
1985-12-01,0.7285974417
1986-01-01,-0.1808318286
1986-02-01,-0.1811594225
1986-03-01,-0.1814882055
1986-04-01,-0.1818181670
1986-05-01,-0.7285974587
1986-06-01,0.3669724815
1986-07-01,0.1828153587
1986-08-01,0.5474452450
1986-09-01,0.1814882055
1986-10-01,0.5434782675
1986-11-01,0.0000000000
1986-12-01,-0.1801801824
1987-01-01,0.5415162352
1987-02-01,-0.3590664149
1987-03-01,0.0000000000
1987-04-01,0.7207207126
1987-05-01,0.8944543938
1987-06-01,0.1773049501
1987-07-01,0.5309734578
1987-08-01,0.5281690205
1987-09-01,0.0000000000
1987-10-01,0.3502626849
1987-11-01,0.6980802878
1987-12-01,0.1733102274
1988-01-01,0.8650518974
1988-02-01,-0.3430531774
1988-03-01,0.3442340834
1988-04-01,0.3430531774
1988-05-01,0.5128205030
1988-06-01,0.3401360586
1988-07-01,0.5084745825
1988-08-01,0.3372681323
1988-09-01,0.0000000000
1988-10-01,0.0000000000
1988-11-01,0.6722689000
1988-12-01,0.0000000000
1989-01-01,0.6677796409
1989-02-01,0.0000000000
1989-03-01,0.3316749470
1989-04-01,-0.1652892582
1989-05-01,0.0000000000
1989-06-01,0.1655629159
1989-07-01,-0.1652892582
1989-08-01,-0.1655629004
1989-09-01,-0.1658374813
1989-10-01,-0.1661129588
1989-11-01,-0.3327787062
1989-12-01,-0.1669449102
1990-01-01,0.0000000000
1990-02-01,0.8361204116
1990-03-01,-0.1658374813
1990-04-01,-0.1661129588
1990-05-01,0.4991680437
1990-06-01,-0.1655629004
1990-07-01,-0.3316749626
1990-08-01,0.1663893531
1990-09-01,0.8305647786
1990-10-01,0.3294892956
1990-11-01,0.3284072136
1990-12-01,0.1636661231
1991-01-01,0.0000000000
1991-02-01,-0.4901960691
1991-03-01,-0.8210180724
1991-04-01,-0.4966887323
1991-05-01,-0.4991680593
1991-06-01,0.0000000000
1991-07-01,-0.3344481646
1991-08-01,-0.5033556951
1991-09-01,-0.1686340661
1991-10-01,0.0000000000
1991-11-01,0.0000000000
1991-12-01,-0.1689189210
1992-01-01,-0.5076142194
1992-02-01,1.0204081758
1992-03-01,0.1683501704
1992-04-01,-0.1680672289
1992-05-01,0.6734006658
1992-06-01,0.3344481646
1992-07-01,0.1666666687
1992-08-01,0.1663893531
1992-09-01,0.4983388609
1992-10-01,0.6611570329
1992-11-01,0.4926108280
1992-12-01,0.1633986948
1993-01-01,0.9787928189
1993-02-01,0.0000000000
1993-03-01,0.3231017810
1993-04-01,-0.1610305978
1993-05-01,-0.1612903246
1993-06-01,-0.3231017659
1993-07-01,0.1620745563
1993-08-01,0.8090614833
1993-09-01,0.1605136456
1993-10-01,0.6410256338
1993-11-01,0.3184713415
1993-12-01,0.6349206278
1994-01-01,0.3154574171
1994-02-01,1.1006289295
1994-03-01,0.4665629917
1994-04-01,0.4643962905
1994-05-01,0.6163328128
1994-06-01,1.0719754964
1994-07-01,0.4545454601
1994-08-01,1.0558069369
1994-09-01,-0.4477611995
1994-10-01,0.7496251966
1994-11-01,1.1904761770
1994-12-01,0.8823529520
1995-01-01,2.3323615171
1995-02-01,0.2849002750
1995-03-01,0.5681818251
1995-04-01,-0.4237288187
1995-05-01,0.0000000000
1995-06-01,0.7092198668
1995-07-01,0.4225352032
1995-08-01,-0.1402524561
1995-09-01,0.4213483198
1995-10-01,-0.4195804247
1995-11-01,0.1404494399
1995-12-01,0.2805049123
1996-01-01,-0.1398601416
1996-02-01,0.0000000000
1996-03-01,-0.7002801075
1996-04-01,-0.1410437253
1996-05-01,0.9887005638
1996-06-01,-0.6993006947
1996-07-01,0.0000000000
1996-08-01,0.7042253475
1996-09-01,0.1398601416
1996-10-01,-0.4189944185
1996-11-01,-0.1402524561
1996-12-01,0.4213483198
1997-01-01,-0.1398601416
1997-02-01,0.0000000000
1997-03-01,0.1400560241
1997-04-01,0.8391608363
1997-05-01,-0.1386962569
1997-06-01,-0.4166666587
1997-07-01,-0.2789400313
1997-08-01,0.6993006947
1997-09-01,-0.2777777682
1997-10-01,-0.1392757677
1997-11-01,0.5578800495
1997-12-01,-0.1386962569
1998-01-01,0.0000000000
1998-02-01,-0.1388888906
1998-03-01,-1.2517385150
1998-04-01,0.9859154917
1998-05-01,0.0000000000
1998-06-01,0.1394700156
1998-07-01,0.4178272901
1998-08-01,0.5547850276
1998-09-01,-0.5517241446
1998-10-01,0.8321775284
1998-11-01,0.0000000000
1998-12-01,-0.8253094883
1999-01-01,0.0000000000
1999-02-01,-0.5547850146
1999-03-01,1.1157601121
1999-04-01,0.0000000000
1999-05-01,0.1379310232
1999-06-01,0.1377410485
1999-07-01,1.5130674059
1999-08-01,0.1355013567
1999-09-01,0.5412719831
1999-10-01,0.0000000000
1999-11-01,0.1345895037
1999-12-01,0.5376344152
2000-01-01,0.0000000000
2000-02-01,0.9358288758
2000-03-01,0.7947019840
2000-04-01,0.0000000000
2000-05-01,0.3942181388
2000-06-01,0.0000000000
2000-07-01,0.0000000000
2000-08-01,0.0000000000
2000-09-01,0.3926701496
2000-10-01,0.9126466743
2000-11-01,0.6459948399
2000-12-01,-0.5134788252
2001-01-01,-0.5161290265
2001-02-01,0.5188067386
2001-03-01,0.3870967789
2001-04-01,0.5141388117
2001-05-01,0.3836317182
2001-06-01,-1.2738853539
2001-07-01,-0.7741935457
2001-08-01,0.0000000000
2001-09-01,0.7802340675
2001-10-01,-1.4193548319
2001-11-01,-0.1308900539
2001-12-01,-1.0484927921
2002-01-01,0.9271523167
2002-02-01,0.5249343773
2002-03-01,0.6527415223
2002-04-01,0.2594033632
2002-05-01,-0.6468305262
2002-06-01,-0.2604166698
2002-07-01,0.2610966089
2002-08-01,0.7812499973
2002-09-01,0.7751937958
2002-10-01,0.2564102596
2002-11-01,-0.3836317063
2002-12-01,-0.2567394126
2003-01-01,0.5148005090
2003-02-01,0.8962868108
2003-03-01,-0.3807106527
2003-04-01,-1.7834394883
2003-05-01,-2.2049286666
2003-06-01,-0.7957559654
2003-07-01,1.2032085457
2003-08-01,0.5284015917
2003-09-01,0.0000000000
2003-10-01,-1.3140604505
2003-11-01,-0.3994673692
2003-12-01,0.2673796699
2004-01-01,0.8000000098
2004-02-01,2.2486772388
2004-03-01,0.6468305383
2004-04-01,1.2853470352
2004-05-01,2.0304568539
2004-06-01,-0.4975124322
2004-07-01,-0.2500000030
2004-08-01,0.5012531390
2004-09-01,-0.4987531233
2004-10-01,-0.6265664119
2004-11-01,-1.8915510713
2004-12-01,0.1285347059
2005-01-01,0.8985879321
2005-02-01,1.2722646227
2005-03-01,0.5025125690
2005-04-01,0.3749999929
2005-05-01,-0.1245329911
2005-06-01,-0.2493765616
2005-07-01,-0.2500000030
2005-08-01,0.3759398542
2005-09-01,0.7490636678
2005-10-01,0.1239157388
2005-11-01,-0.7425742549
2005-12-01,-0.2493765616
2006-01-01,0.7499999974
2006-02-01,-0.4962779101
2006-03-01,0.9975062349
2006-04-01,1.2345678931
2006-05-01,0.2439024420
2006-06-01,-0.1216545027
2006-07-01,1.7052375132
2006-08-01,-0.7185628718
2006-09-01,-1.5681543994
2006-10-01,-0.1225490211
2006-11-01,0.1226993880
2006-12-01,1.3480392091
2007-01-01,0.2418379715
2007-02-01,0.9650180946
2007-03-01,1.4336917514
2007-04-01,0.2355712632
2007-05-01,-0.3525264328
2007-06-01,-1.1792452863
2007-07-01,-0.5966587073
2007-08-01,-0.9603841541
2007-09-01,-0.8484848474
2007-10-01,-1.2224938909
2007-11-01,0.6188118771
2007-12-01,1.2300123036
2008-01-01,1.0935601477
2008-02-01,0.0000000000
2008-03-01,2.0432692218
2008-04-01,1.6489988313
2008-05-01,1.0428736874
2008-06-01,1.8348623863
2008-07-01,0.9009009014
2008-08-01,0.2232142884
2008-09-01,-1.1135857493
2008-10-01,-0.1126126034
2008-11-01,-2.9312288652
2008-12-01,-2.5551684073
2009-01-01,0.0000000000
2009-02-01,0.4767580399
2009-03-01,0.3558718905
2009-04-01,-0.3546099334
2009-05-01,-1.1862396127
2009-06-01,0.4801920714
2009-07-01,-0.5973715612
2009-08-01,0.4807692254
2009-09-01,-0.4784688942
2009-10-01,-0.3605769275
2009-11-01,0.8443908313
2009-12-01,0.0000000000
2010-01-01,0.5980861317
2010-02-01,0.0000000000
2010-03-01,0.0000000000
2010-04-01,0.4756242515
2010-05-01,0.3550295901
2010-06-01,-0.7075471784
2010-07-01,-0.1187648359
2010-08-01,0.3567181858
2010-09-01,0.8293838853
2010-10-01,0.8225616912
2010-11-01,0.9324009329
2010-12-01,0.9237875293
2011-01-01,0.6864988535
2011-02-01,1.1363636396
2011-03-01,1.6853932580
2011-04-01,0.9944751399
2011-05-01,-0.4376367566
2011-06-01,0.0000000000
2011-07-01,0.0000000000
2011-08-01,0.7692307683
2011-09-01,0.4362050114
2011-10-01,-0.6514657958
2011-11-01,0.3278688565
2011-12-01,-0.9803921586
2012-01-01,0.5500550019
2012-02-01,0.7658643317
2012-03-01,0.5428881615
2012-04-01,0.1079913620
2012-05-01,-0.7551240552
2012-06-01,-0.5434782573
2012-07-01,-0.4371584753
2012-08-01,0.1097694854
2012-09-01,1.0964912312
2012-10-01,-0.2169197423
2012-11-01,-0.3260869503
2012-12-01,-0.3271537662
2013-01-01,0.4376367668
2013-02-01,1.4161220011
2013-03-01,-0.2148227738
2013-04-01,-1.0764262679
2013-05-01,-0.1088139193
2013-06-01,0.2178649162
2013-07-01,0.1086956535
2013-08-01,0.4343105373
2013-09-01,-0.3243243283
2013-10-01,-0.4338394745
2013-11-01,0.1089324530
2013-12-01,0.7616974964
2014-01-01,1.5118790581
2014-02-01,1.1702127603
2014-03-01,0.5257623618
2014-04-01,-0.2092050235
2014-05-01,-0.6289308154
2014-06-01,0.1054852235
2014-07-01,-0.2107481487
2014-08-01,0.2111932345
2014-09-01,-0.3161222279
2014-10-01,-0.6342494693
2014-11-01,-0.3191489401
2014-12-01,-1.6008537882
2015-01-01,-0.2169197423
2015-02-01,1.9565217427
2015-03-01,0.2132196188
2015-04-01,-0.8510638302
2015-05-01,0.5364806832
2015-06-01,0.5336179261
2015-07-01,0.7430997868
2015-08-01,-0.4214963072
2015-09-01,-0.4232804185
2015-10-01,-0.4250797076
2015-11-01,-0.3201707616
2015-12-01,-0.2141327549
2016-01-01,0.4291845445
2016-02-01,-0.9615384633
2016-03-01,-0.6472491887
2016-04-01,-0.4343105272
2016-05-01,1.0905125337
2016-06-01,0.8629989217
2016-07-01,0.3208556189
2016-08-01,-0.3198294282
2016-09-01,0.3208556189
2016-10-01,0.8528784652
2016-11-01,0.4228329762
2016-12-01,0.2105263184
2017-01-01,0.7352941168
2017-02-01,0.2085505761
2017-03-01,0.8324661815
2017-04-01,0.5159958686
2017-05-01,0.2053388115
2017-06-01,-1.1270491845
2017-07-01,-1.4507772004
2017-08-01,0.3154574171
2017-09-01,-0.3144654126
2017-10-01,1.0515247138
2017-11-01,1.5608740890
2017-12-01,-0.1024590176
2018-01-01,0.6153846133
2018-02-01,0.2038736009
2018-03-01,0.9155645998
2018-04-01,0.6048387076
2018-05-01,1.2024048149
2018-06-01,0.5940594039
2018-07-01,-0.2952755941
2018-08-01,-0.4935834124
2018-09-01,0.1984127008
2018-10-01,0.0990098929
2018-11-01,-0.8902077075
2018-12-01,-0.6986028029
2019-01-01,-0.4020100458
2019-02-01,0.3027245244
2019-03-01,1.2072434566
2019-04-01,0.8946322084
2019-05-01,-0.0985221687
2019-06-01,-1.4792899404
2019-07-01,-0.3003003040
2019-08-01,0.2008032153
2019-09-01,-0.1002004020
2019-10-01,0.0000000000
2019-11-01,0.1003009039
2019-12-01,0.2004008040
2020-01-01,0.0000000000
2020-02-01,0.0000000000
2020-03-01,-1.1000000040
2020-04-01,-1.9211324521
2020-05-01,0.9278350532
2020-06-01,0.1021450376
2020-07-01,1.1224489838
2020-08-01,1.0090817385
2020-09-01,0.6993006984
2020-10-01,0.0992063504
2020-11-01,-0.3964321158
2020-12-01,1.5920398018
2021-01-01,2.1547502436
2021-02-01,2.9721955900
2021-03-01,1.6759776567
2021-04-01,2.1062271061
2021-05-01,2.9596412581
2021-06-01,0.1742160218
2021-07-01,0.0000000000
2021-08-01,-0.3478260831
2021-09-01,1.2216404872
2021-10-01,1.3793103455
2021-11-01,0.0000000000
2021-12-01,0.5102040799
2022-01-01,2.6226734352
2022-02-01,2.7205276198
2022-03-01,3.5313001584
2022-04-01,1.1627906973
