observation_date,EA19PIEAMP01GPM
2018-04-01,0.3917727717923608
2018-05-01,0.7804878048780496
2018-06-01,0.2904162633107564
2018-07-01,0.0000000000000000
2018-08-01,0.0965250965251073
2018-09-01,0.1928640308582450
2018-10-01,0.0962463907603358
2018-11-01,-0.3846153846153849
2018-12-01,-0.6756756756756656
2019-01-01,0.0971817298347803
2019-02-01,0.2912621359223196
2019-03-01,0.3872216844143490
2019-04-01,0.3857280617164687
2019-05-01,0.0960614793467927
2019-06-01,-0.4798464491362662
2019-07-01,0.0964320154291118
2019-08-01,-0.2890173410404734
2019-09-01,0.2898550724637791
2019-10-01,-0.2890173410404734
2019-11-01,0.0000000000000000
2019-12-01,0.1932367149758670
2020-01-01,0.1928640308582450
2020-02-01,-0.2887391722810503
2020-03-01,-1.4478764478764601
2020-04-01,-1.0773751224289814
2020-05-01,-0.2970297029702863
2020-06-01,0.4965243296921443
2020-07-01,0.1976284584980238
2020-08-01,-0.0986193293885712
2020-09-01,-0.0987166831194363
2020-10-01,0.0988142292490009
2020-11-01,0.0987166831194582
2020-12-01,0.2958579881656917
2021-01-01,0.9832841691248778
2021-02-01,0.9737098344693288
2021-03-01,1.0607521697203373
2021-04-01,0.8587786259541886
2021-05-01,0.8514664143803330
2021-06-01,0.8442776735459565
2021-07-01,1.3023255813953707
2021-08-01,0.6427915518824309
2021-09-01,0.7299270072992911
2021-10-01,1.4492753623188417
2021-11-01,0.8035714285714193
2021-12-01,0.2657218777679463
2022-01-01,2.4734982332155302
2022-02-01,1.3793103448275876
2022-03-01,3.3163265306122574
2022-04-01,2.1399176954732342
2022-05-01,1.4504431909750397
2022-06-01,1.1914217633042019
2022-07-01,0.0784929356358015
2022-08-01,-0.2352941176470677
2022-09-01,0.2358490566037825
2022-10-01,0.8627450980392076
2022-11-01,-0.7776049766718514
2022-12-01,-0.9404388714733550
