time,us_cci_haven_usd
2019-01-31 00:00:00+00:00,-0.0072464365748491355
2019-02-28 00:00:00+00:00,-0.0002685743762229631
2019-03-31 00:00:00+00:00,0.0
2019-04-30 00:00:00+00:00,0.0037703898606864517
2019-05-31 00:00:00+00:00,0.004591378523772782
2019-06-30 00:00:00+00:00,-0.010428591320860381
2019-07-31 00:00:00+00:00,0.00256951020227536
2019-08-31 00:00:00+00:00,0.0
2019-09-30 00:00:00+00:00,0.0
2019-10-31 00:00:00+00:00,0.0
2019-11-30 00:00:00+00:00,0.004694521383616923
2019-12-31 00:00:00+00:00,-0.011913206624385553
2020-01-31 00:00:00+00:00,-0.0022598934803003123
2020-02-29 00:00:00+00:00,0.0
2020-03-31 00:00:00+00:00,0.0
2020-04-30 00:00:00+00:00,0.0
2020-05-31 00:00:00+00:00,0.0
2020-06-30 00:00:00+00:00,-0.004318116908662573
2020-07-31 00:00:00+00:00,-0.019639849157959355
2020-08-31 00:00:00+00:00,-0.005444646379208273
2020-09-30 00:00:00+00:00,0.009335545339416385
2020-10-31 00:00:00+00:00,0.0003796642697815322
2020-11-30 00:00:00+00:00,-0.014760539526828431
2020-12-31 00:00:00+00:00,-0.011826618900461883
2021-01-31 00:00:00+00:00,0.00295973071023381
2021-02-28 00:00:00+00:00,-0.003950799372241409
2021-03-31 00:00:00+00:00,0.01566380936912637
2021-04-30 00:00:00+00:00,-0.013123944810618515
2021-05-31 00:00:00+00:00,-0.003794558602491338
2021-06-30 00:00:00+00:00,0.00042005970510961
2021-07-31 00:00:00+00:00,0.0
2021-08-31 00:00:00+00:00,0.0
2021-09-30 00:00:00+00:00,0.0
2021-10-31 00:00:00+00:00,0.0
2021-11-30 00:00:00+00:00,0.0
2021-12-31 00:00:00+00:00,0.0
2022-01-31 00:00:00+00:00,0.0
2022-02-28 00:00:00+00:00,0.0
2022-03-31 00:00:00+00:00,0.0
2022-04-30 00:00:00+00:00,0.0
2022-05-31 00:00:00+00:00,-0.006623156476694758
2022-06-30 00:00:00+00:00,0.015089870077907408
2022-07-31 00:00:00+00:00,-0.0012217138733002786
2022-08-31 00:00:00+00:00,0.01473615611353507
2022-09-30 00:00:00+00:00,0.01693534476053382
2022-10-31 00:00:00+00:00,-0.0005493074407831866
2022-11-30 00:00:00+00:00,0.0016415353141829847
2022-12-31 00:00:00+00:00,0.0
2023-01-31 00:00:00+00:00,0.0
2023-02-28 00:00:00+00:00,0.0
2023-03-31 00:00:00+00:00,0.0
2023-04-30 00:00:00+00:00,0.0
2023-05-31 00:00:00+00:00,0.0
2023-06-30 00:00:00+00:00,0.0
2023-07-31 00:00:00+00:00,0.0
2023-08-31 00:00:00+00:00,0.0
2023-09-30 00:00:00+00:00,0.0
2023-10-31 00:00:00+00:00,0.0
2023-11-30 00:00:00+00:00,0.0
2023-12-31 00:00:00+00:00,0.0
2024-01-31 00:00:00+00:00,0.0
2024-02-29 00:00:00+00:00,0.0
2024-03-31 00:00:00+00:00,0.0
2024-04-30 00:00:00+00:00,0.0
2024-05-31 00:00:00+00:00,0.0
2024-06-30 00:00:00+00:00,0.0
2024-07-31 00:00:00+00:00,0.0
2024-08-31 00:00:00+00:00,0.0
2024-09-30 00:00:00+00:00,0.0
2024-10-31 00:00:00+00:00,0.0
2024-11-30 00:00:00+00:00,0.0
2024-12-31 00:00:00+00:00,0.0
2025-01-31 00:00:00+00:00,0.0
2025-02-28 00:00:00+00:00,0.0
2025-03-31 00:00:00+00:00,0.0
2025-04-30 00:00:00+00:00,0.0
2025-05-31 00:00:00+00:00,0.0
2025-06-30 00:00:00+00:00,-0.01028205151403283
2025-07-31 00:00:00+00:00,0.015704045926872245
2025-08-31 00:00:00+00:00,-0.005178168843450237
2025-09-30 00:00:00+00:00,0.0
2025-10-31 00:00:00+00:00,0.0
2025-11-30 00:00:00+00:00,0.0
2025-12-31 00:00:00+00:00,0.0
2026-01-31 00:00:00+00:00,0.0
2026-02-28 00:00:00+00:00,0.000424021365904359
2026-03-31 00:00:00+00:00,0.011835441490729348
2026-04-30 00:00:00+00:00,-0.0008744123573636298
2026-05-31 00:00:00+00:00,0.0
2026-06-30 00:00:00+00:00,0.0
2026-07-31 00:00:00+00:00,0.0
2026-08-31 00:00:00+00:00,0.0
2026-09-30 00:00:00+00:00,0.0
