time,low_wage_growth_xs
2011-10-31 00:00:00+00:00,0.004060515609791482
2011-11-30 00:00:00+00:00,-0.00879765031027524
2011-12-31 00:00:00+00:00,-0.004771890782613419
2012-01-31 00:00:00+00:00,-0.008127050987158047
2012-02-29 00:00:00+00:00,0.002759102688084436
2012-03-31 00:00:00+00:00,0.0012386590903887829
2012-04-30 00:00:00+00:00,-0.00454066549677179
2012-05-31 00:00:00+00:00,0.023992178615258375
2012-06-30 00:00:00+00:00,-0.009460751356846986
2012-07-31 00:00:00+00:00,-0.015533498321658512
2012-08-31 00:00:00+00:00,-0.007741657119334611
2012-09-30 00:00:00+00:00,0.009738008090927286
2012-10-31 00:00:00+00:00,-0.004581024055406058
2012-11-30 00:00:00+00:00,-0.0014205434305274434
2012-12-31 00:00:00+00:00,-0.00039914887728365045
2013-01-31 00:00:00+00:00,-0.0010701550361899015
2013-02-28 00:00:00+00:00,0.008390947318202002
2013-03-31 00:00:00+00:00,-0.0034074186952323116
2013-04-30 00:00:00+00:00,0.003547279031886452
2013-05-31 00:00:00+00:00,0.015615258305500923
2013-06-30 00:00:00+00:00,0.017232103829214473
2013-07-31 00:00:00+00:00,0.010806284392503862
2013-08-31 00:00:00+00:00,-0.005999260578499532
2013-09-30 00:00:00+00:00,-0.017165924572218216
2013-10-31 00:00:00+00:00,0.0025006604317405756
2013-11-30 00:00:00+00:00,-0.006575594165976639
2013-12-31 00:00:00+00:00,0.0020900682764690703
2014-01-31 00:00:00+00:00,-0.010043932088732
2014-02-28 00:00:00+00:00,-0.005212795668853687
2014-03-31 00:00:00+00:00,-0.005333250359726649
2014-04-30 00:00:00+00:00,0.0007343539845368063
2014-05-31 00:00:00+00:00,-0.00039713963607590497
2014-06-30 00:00:00+00:00,-0.007458695019910255
2014-07-31 00:00:00+00:00,-0.005445232379090115
2014-08-31 00:00:00+00:00,-0.008827834818228686
2014-09-30 00:00:00+00:00,-0.002072871881020788
2014-10-31 00:00:00+00:00,0.0010095444096238637
2014-11-30 00:00:00+00:00,0.004213457915772656
2014-12-31 00:00:00+00:00,0.002948534965483196
2015-01-31 00:00:00+00:00,-0.01872892074303234
2015-02-28 00:00:00+00:00,0.004448305333621283
2015-03-31 00:00:00+00:00,0.0030450673962081343
2015-04-30 00:00:00+00:00,-0.0014626237911975482
2015-05-31 00:00:00+00:00,0.005969445073488622
2015-06-30 00:00:00+00:00,-0.006796365745440736
2015-07-31 00:00:00+00:00,0.0029955088736732804
2015-08-31 00:00:00+00:00,0.00991522799125688
2015-09-30 00:00:00+00:00,0.002489449903963159
2015-10-31 00:00:00+00:00,-0.0037248010508769136
2015-11-30 00:00:00+00:00,-0.007364826130397906
2015-12-31 00:00:00+00:00,-0.009987904272865222
2016-01-31 00:00:00+00:00,0.002244677677605278
2016-02-29 00:00:00+00:00,0.003264142308546214
2016-03-31 00:00:00+00:00,0.018521238868685286
