time,ust_premium_haven_usd
2011-10-31 00:00:00+00:00,0.0
2011-11-30 00:00:00+00:00,0.0
2011-12-31 00:00:00+00:00,0.0
2012-01-31 00:00:00+00:00,0.0
2012-02-29 00:00:00+00:00,0.0
2012-03-31 00:00:00+00:00,0.0
2012-04-30 00:00:00+00:00,0.0
2012-05-31 00:00:00+00:00,0.02702120619864057
2012-06-30 00:00:00+00:00,0.0011981412035826366
2012-07-31 00:00:00+00:00,0.0
2012-08-31 00:00:00+00:00,0.0
2012-09-30 00:00:00+00:00,0.0
2012-10-31 00:00:00+00:00,0.0
2012-11-30 00:00:00+00:00,-0.0009407786172719312
2012-12-31 00:00:00+00:00,-0.0017790442807150697
2013-01-31 00:00:00+00:00,-0.0008840463195629589
2013-02-28 00:00:00+00:00,0.0
2013-03-31 00:00:00+00:00,0.0
2013-04-30 00:00:00+00:00,0.0
2013-05-31 00:00:00+00:00,0.0
2013-06-30 00:00:00+00:00,0.0
2013-07-31 00:00:00+00:00,0.0
2013-08-31 00:00:00+00:00,0.0
2013-09-30 00:00:00+00:00,0.0
2013-10-31 00:00:00+00:00,0.0
2013-11-30 00:00:00+00:00,0.0
2013-12-31 00:00:00+00:00,-0.0020238199386719558
2014-01-31 00:00:00+00:00,0.007206058065671206
2014-02-28 00:00:00+00:00,-0.005973936049941009
2014-03-31 00:00:00+00:00,-0.006063300965369334
2014-04-30 00:00:00+00:00,-0.001886271071686152
2014-05-31 00:00:00+00:00,0.0033504532543791044
2014-06-30 00:00:00+00:00,-0.0072198906406020225
2014-07-31 00:00:00+00:00,0.008915074004840262
2014-08-31 00:00:00+00:00,0.004359431542698244
2014-09-30 00:00:00+00:00,0.018898007796044114
2014-10-31 00:00:00+00:00,-7.25177914400188e-05
2014-11-30 00:00:00+00:00,0.0
2014-12-31 00:00:00+00:00,0.005895211909762832
2015-01-31 00:00:00+00:00,0.0011285654868180561
2015-02-28 00:00:00+00:00,-0.0026157143353381374
2015-03-31 00:00:00+00:00,0.0005416447467658791
2015-04-30 00:00:00+00:00,0.0
2015-05-31 00:00:00+00:00,0.0
2015-06-30 00:00:00+00:00,0.0
2015-07-31 00:00:00+00:00,0.0
2015-08-31 00:00:00+00:00,0.0
2015-09-30 00:00:00+00:00,0.0
2015-10-31 00:00:00+00:00,0.0
2015-11-30 00:00:00+00:00,0.011579619275964514
2015-12-31 00:00:00+00:00,-0.0015669679247061197
2016-01-31 00:00:00+00:00,0.0
2016-02-29 00:00:00+00:00,-0.005042547131271613
2016-03-31 00:00:00+00:00,-0.00044553837741112545
2016-04-30 00:00:00+00:00,0.0
2016-05-31 00:00:00+00:00,0.0
2016-06-30 00:00:00+00:00,0.0
2016-07-31 00:00:00+00:00,0.0
2016-08-31 00:00:00+00:00,0.0
2016-09-30 00:00:00+00:00,0.0
2016-10-31 00:00:00+00:00,0.0
2016-11-30 00:00:00+00:00,0.0
2016-12-31 00:00:00+00:00,0.0
2017-01-31 00:00:00+00:00,0.0
2017-02-28 00:00:00+00:00,0.0
2017-03-31 00:00:00+00:00,0.0
2017-04-30 00:00:00+00:00,0.0
2017-05-31 00:00:00+00:00,0.0
2017-06-30 00:00:00+00:00,0.0
2017-07-31 00:00:00+00:00,0.0
2017-08-31 00:00:00+00:00,0.0
2017-09-30 00:00:00+00:00,0.0
2017-10-31 00:00:00+00:00,0.0
2017-11-30 00:00:00+00:00,0.0
2017-12-31 00:00:00+00:00,0.0
2018-01-31 00:00:00+00:00,0.0
2018-02-28 00:00:00+00:00,0.008383176621154398
2018-03-31 00:00:00+00:00,0.0016598177715014817
2018-04-30 00:00:00+00:00,0.0
2018-05-31 00:00:00+00:00,0.0
2018-06-30 00:00:00+00:00,0.0
2018-07-31 00:00:00+00:00,-0.00021055060488217592
