time,us_fiscal_twin_fx
2018-01-31 00:00:00+00:00,0.0
2018-02-28 00:00:00+00:00,0.0
2018-03-31 00:00:00+00:00,0.0
2018-04-30 00:00:00+00:00,0.0
2018-05-31 00:00:00+00:00,0.0
2018-06-30 00:00:00+00:00,0.0
2018-07-31 00:00:00+00:00,0.0
2018-08-31 00:00:00+00:00,0.0
2018-09-30 00:00:00+00:00,0.0
2018-10-31 00:00:00+00:00,0.0
2018-11-30 00:00:00+00:00,0.0
2018-12-31 00:00:00+00:00,0.0
2019-01-31 00:00:00+00:00,0.0
2019-02-28 00:00:00+00:00,0.0
2019-03-31 00:00:00+00:00,0.0
2019-04-30 00:00:00+00:00,0.0
2019-05-31 00:00:00+00:00,-0.003773518212729199
2019-06-30 00:00:00+00:00,0.010489461102606512
2019-07-31 00:00:00+00:00,-0.010454798891388006
2019-08-31 00:00:00+00:00,-0.0019808480682648177
2019-09-30 00:00:00+00:00,-0.002606618372955838
2019-10-31 00:00:00+00:00,0.00891615039961402
2019-11-30 00:00:00+00:00,-0.0038250477771863967
2019-12-31 00:00:00+00:00,0.012018833211058677
2020-01-31 00:00:00+00:00,-0.007820412423537926
2020-02-29 00:00:00+00:00,-0.005991770863655321
2020-03-31 00:00:00+00:00,-0.013199961938054061
2020-04-30 00:00:00+00:00,0.007013392512056349
2020-05-31 00:00:00+00:00,0.0035951141061578706
2020-06-30 00:00:00+00:00,0.008404885139758012
2020-07-31 00:00:00+00:00,0.019972062021223813
2020-08-31 00:00:00+00:00,0.0053672907232922284
2020-09-30 00:00:00+00:00,-0.00932223902154461
2020-10-31 00:00:00+00:00,-0.000434194385086184
2020-11-30 00:00:00+00:00,0.014892439855653361
2020-12-31 00:00:00+00:00,0.011912916202542645
2021-01-31 00:00:00+00:00,-0.0030324392336336103
2021-02-28 00:00:00+00:00,0.003909514622586263
2021-03-31 00:00:00+00:00,-0.015518352475172859
2021-04-30 00:00:00+00:00,0.013245250513820972
2021-05-31 00:00:00+00:00,0.003725724359247451
2021-06-30 00:00:00+00:00,-0.014345304991335128
2021-07-31 00:00:00+00:00,0.00236720634426546
2021-08-31 00:00:00+00:00,-0.004051255579654023
2021-09-30 00:00:00+00:00,-0.00795605827760515
2021-10-31 00:00:00+00:00,0.01058085502328221
2021-11-30 00:00:00+00:00,-0.015557740151387667
2021-12-31 00:00:00+00:00,0.002107812597085479
2022-01-31 00:00:00+00:00,-0.008629098053601791
2022-02-28 00:00:00+00:00,0.003635473122867383
2022-03-31 00:00:00+00:00,0.001611864751859704
2022-04-30 00:00:00+00:00,-0.02618995391593415
2022-05-31 00:00:00+00:00,0.00642837238539995
2022-06-30 00:00:00+00:00,-0.01503864508112951
2022-07-31 00:00:00+00:00,0.0011177995399656027
2022-08-31 00:00:00+00:00,-0.01473728987161338
2022-09-30 00:00:00+00:00,-0.016932070589530723
2022-10-31 00:00:00+00:00,0.0002812884782619207
2022-11-30 00:00:00+00:00,-0.0017915353141830792
2022-12-31 00:00:00+00:00,0.0
2023-01-31 00:00:00+00:00,0.0
2023-02-28 00:00:00+00:00,0.0
2023-03-31 00:00:00+00:00,0.0
2023-04-30 00:00:00+00:00,0.0
2023-05-31 00:00:00+00:00,0.0
2023-06-30 00:00:00+00:00,0.0
2023-07-31 00:00:00+00:00,0.0
2023-08-31 00:00:00+00:00,0.0
2023-09-30 00:00:00+00:00,0.0
2023-10-31 00:00:00+00:00,0.0
2023-11-30 00:00:00+00:00,0.0
2023-12-31 00:00:00+00:00,0.0
2024-01-31 00:00:00+00:00,0.0
2024-02-29 00:00:00+00:00,0.0
2024-03-31 00:00:00+00:00,0.0
2024-04-30 00:00:00+00:00,0.0
2024-05-31 00:00:00+00:00,0.0
2024-06-30 00:00:00+00:00,0.0
2024-07-31 00:00:00+00:00,0.0
2024-08-31 00:00:00+00:00,0.0
2024-09-30 00:00:00+00:00,0.0
2024-10-31 00:00:00+00:00,0.0
2024-11-30 00:00:00+00:00,0.0
2024-12-31 00:00:00+00:00,0.0
2025-01-31 00:00:00+00:00,0.0
2025-02-28 00:00:00+00:00,0.0
2025-03-31 00:00:00+00:00,0.0
2025-04-30 00:00:00+00:00,0.0
2025-05-31 00:00:00+00:00,0.0
2025-06-30 00:00:00+00:00,0.0
2025-07-31 00:00:00+00:00,0.0
2025-08-31 00:00:00+00:00,0.0
2025-09-30 00:00:00+00:00,0.0
2025-10-31 00:00:00+00:00,0.0
2025-11-30 00:00:00+00:00,0.0
2025-12-31 00:00:00+00:00,0.0
2026-01-31 00:00:00+00:00,0.0
2026-02-28 00:00:00+00:00,0.0
2026-03-31 00:00:00+00:00,0.0
2026-04-30 00:00:00+00:00,0.0
2026-05-31 00:00:00+00:00,0.0
2026-06-30 00:00:00+00:00,0.0
2026-07-31 00:00:00+00:00,0.0
2026-08-31 00:00:00+00:00,0.0
2026-09-30 00:00:00+00:00,0.0
