time,value_high_vix
2018-10-31 00:00:00+00:00,0.002847238672536001
2018-11-30 00:00:00+00:00,0.0036988762551795062
2018-12-31 00:00:00+00:00,-0.01195837464863303
2019-01-31 00:00:00+00:00,0.0033644449005889587
2019-02-28 00:00:00+00:00,0.0
2019-03-31 00:00:00+00:00,0.0
2019-04-30 00:00:00+00:00,0.0
2019-05-31 00:00:00+00:00,0.0
2019-06-30 00:00:00+00:00,0.0
2019-07-31 00:00:00+00:00,0.0
2019-08-31 00:00:00+00:00,0.003155080998010762
2019-09-30 00:00:00+00:00,0.0
2019-10-31 00:00:00+00:00,0.0
2019-11-30 00:00:00+00:00,0.0
2019-12-31 00:00:00+00:00,0.0
2020-01-31 00:00:00+00:00,-0.0015173506501179324
2020-02-29 00:00:00+00:00,0.00014369105160128015
2020-03-31 00:00:00+00:00,-0.03740920935791603
2020-04-30 00:00:00+00:00,0.02152547928377868
2020-05-31 00:00:00+00:00,-0.0039055966164689426
2020-06-30 00:00:00+00:00,-0.0035973722941756714
2020-07-31 00:00:00+00:00,0.0
2020-08-31 00:00:00+00:00,0.0
2020-09-30 00:00:00+00:00,0.0
2020-10-31 00:00:00+00:00,0.0
2020-11-30 00:00:00+00:00,0.0
2020-12-31 00:00:00+00:00,0.0
2021-01-31 00:00:00+00:00,0.0
2021-02-28 00:00:00+00:00,0.0
2021-03-31 00:00:00+00:00,0.0
2021-04-30 00:00:00+00:00,0.0
2021-05-31 00:00:00+00:00,0.0
2021-06-30 00:00:00+00:00,0.0
2021-07-31 00:00:00+00:00,0.0
2021-08-31 00:00:00+00:00,0.0
2021-09-30 00:00:00+00:00,0.0
2021-10-31 00:00:00+00:00,0.0
2021-11-30 00:00:00+00:00,-0.00014999999999998348
2021-12-31 00:00:00+00:00,-0.0020519652120792875
2022-01-31 00:00:00+00:00,-0.007195175140693788
2022-02-28 00:00:00+00:00,0.0007531168479775197
2022-03-31 00:00:00+00:00,0.009103466888978007
2022-04-30 00:00:00+00:00,-0.002172600253112944
2022-05-31 00:00:00+00:00,-0.005156983706734453
2022-06-30 00:00:00+00:00,-0.012139125550991947
2022-07-31 00:00:00+00:00,-0.003526453210934144
2022-08-31 00:00:00+00:00,0.0
2022-09-30 00:00:00+00:00,0.011053101220439121
2022-10-31 00:00:00+00:00,0.012103167379234891
2022-11-30 00:00:00+00:00,0.0
2022-12-31 00:00:00+00:00,0.0
2023-01-31 00:00:00+00:00,0.0
2023-02-28 00:00:00+00:00,0.0
2023-03-31 00:00:00+00:00,0.0
2023-04-30 00:00:00+00:00,0.0
2023-05-31 00:00:00+00:00,0.0
2023-06-30 00:00:00+00:00,0.0
2023-07-31 00:00:00+00:00,0.0
2023-08-31 00:00:00+00:00,0.0
2023-09-30 00:00:00+00:00,0.0
2023-10-31 00:00:00+00:00,-0.002937598559948129
2023-11-30 00:00:00+00:00,0.0
2023-12-31 00:00:00+00:00,0.0
2024-01-31 00:00:00+00:00,0.0
2024-02-29 00:00:00+00:00,0.0
2024-03-31 00:00:00+00:00,0.0
2024-04-30 00:00:00+00:00,0.0032692319584246565
2024-05-31 00:00:00+00:00,0.0
2024-06-30 00:00:00+00:00,0.0
2024-07-31 00:00:00+00:00,-0.005014010312654249
2024-08-31 00:00:00+00:00,-0.00017955829777793753
2024-09-30 00:00:00+00:00,-0.002394802135957441
2024-10-31 00:00:00+00:00,-0.009211107974867794
2024-11-30 00:00:00+00:00,0.004181549261358608
2024-12-31 00:00:00+00:00,0.00017912672778286343
2025-01-31 00:00:00+00:00,0.00020677666905766223
2025-02-28 00:00:00+00:00,-0.0021469482084544023
2025-03-31 00:00:00+00:00,-0.004380047135995269
2025-04-30 00:00:00+00:00,-0.007018356283068128
2025-05-31 00:00:00+00:00,0.001649182262619675
2025-06-30 00:00:00+00:00,0.0
2025-07-31 00:00:00+00:00,0.0
2025-08-31 00:00:00+00:00,0.0
2025-09-30 00:00:00+00:00,0.0
2025-10-31 00:00:00+00:00,0.0014900939638087252
2025-11-30 00:00:00+00:00,-0.001231475933425319
2025-12-31 00:00:00+00:00,0.0
2026-01-31 00:00:00+00:00,0.0
2026-02-28 00:00:00+00:00,0.0
2026-03-31 00:00:00+00:00,-0.0033910870700241125
2026-04-30 00:00:00+00:00,-0.0005004005686992663
2026-05-31 00:00:00+00:00,0.0
2026-06-30 00:00:00+00:00,-0.0010411625828198323
2026-07-31 00:00:00+00:00,0.0
2026-08-31 00:00:00+00:00,0.0
2026-09-30 00:00:00+00:00,0.0
