time,gepu_usd
2011-10-31 00:00:00+00:00,0.0
2011-11-30 00:00:00+00:00,0.0
2011-12-31 00:00:00+00:00,0.0
2012-01-31 00:00:00+00:00,0.0
2012-02-29 00:00:00+00:00,0.0
2012-03-31 00:00:00+00:00,0.0
2012-04-30 00:00:00+00:00,0.0
2012-05-31 00:00:00+00:00,0.0
2012-06-30 00:00:00+00:00,0.0
2012-07-31 00:00:00+00:00,0.0
2012-08-31 00:00:00+00:00,0.0
2012-09-30 00:00:00+00:00,0.0
2012-10-31 00:00:00+00:00,0.0
2012-11-30 00:00:00+00:00,0.0
2012-12-31 00:00:00+00:00,0.0
2013-01-31 00:00:00+00:00,-0.00024230265812519303
2013-02-28 00:00:00+00:00,-0.00047726275339143864
2013-03-31 00:00:00+00:00,0.0
2013-04-30 00:00:00+00:00,0.0
2013-05-31 00:00:00+00:00,0.0
2013-06-30 00:00:00+00:00,0.0
2013-07-31 00:00:00+00:00,0.0
2013-08-31 00:00:00+00:00,0.0
2013-09-30 00:00:00+00:00,0.0
2013-10-31 00:00:00+00:00,0.0
2013-11-30 00:00:00+00:00,0.0007035838141464801
2013-12-31 00:00:00+00:00,-5.361263293612861e-05
2014-01-31 00:00:00+00:00,0.0
2014-02-28 00:00:00+00:00,0.0
2014-03-31 00:00:00+00:00,0.0
2014-04-30 00:00:00+00:00,0.0
2014-05-31 00:00:00+00:00,0.0
2014-06-30 00:00:00+00:00,0.0
2014-07-31 00:00:00+00:00,0.0
2014-08-31 00:00:00+00:00,0.0
2014-09-30 00:00:00+00:00,0.0
2014-10-31 00:00:00+00:00,0.0
2014-11-30 00:00:00+00:00,0.0
2014-12-31 00:00:00+00:00,0.00261404323722636
2015-01-31 00:00:00+00:00,0.00036278494976937914
2015-02-28 00:00:00+00:00,-0.0005807470615115662
2015-03-31 00:00:00+00:00,0.0005335319277737227
2015-04-30 00:00:00+00:00,0.0
2015-05-31 00:00:00+00:00,0.0
2015-06-30 00:00:00+00:00,0.0
2015-07-31 00:00:00+00:00,0.0
2015-08-31 00:00:00+00:00,0.0008441126190239512
2015-09-30 00:00:00+00:00,0.0005037772570806176
2015-10-31 00:00:00+00:00,-0.0003704652940142994
2015-11-30 00:00:00+00:00,-0.0007257831870564058
2015-12-31 00:00:00+00:00,0.0
2016-01-31 00:00:00+00:00,0.0
2016-02-29 00:00:00+00:00,-0.0005691231542641617
2016-03-31 00:00:00+00:00,-0.005960799298229458
2016-04-30 00:00:00+00:00,-0.0009910627121511029
2016-05-31 00:00:00+00:00,-0.0010074043844794378
2016-06-30 00:00:00+00:00,0.0
2016-07-31 00:00:00+00:00,0.0001842288660371949
2016-08-31 00:00:00+00:00,0.0005478339487974271
2016-09-30 00:00:00+00:00,-0.0008294371082198104
2016-10-31 00:00:00+00:00,0.0
2016-11-30 00:00:00+00:00,0.0
2016-12-31 00:00:00+00:00,0.002438470911560353
2017-01-31 00:00:00+00:00,0.0007744293415545833
2017-02-28 00:00:00+00:00,0.001133489762820572
2017-03-31 00:00:00+00:00,0.0011746159174366166
2017-04-30 00:00:00+00:00,-8.961693106612767e-05
2017-05-31 00:00:00+00:00,-0.0003793718539464308
2017-06-30 00:00:00+00:00,0.0
2017-07-31 00:00:00+00:00,0.0
2017-08-31 00:00:00+00:00,0.0
2017-09-30 00:00:00+00:00,0.0
2017-10-31 00:00:00+00:00,0.0
2017-11-30 00:00:00+00:00,0.0
2017-12-31 00:00:00+00:00,0.0
2018-01-31 00:00:00+00:00,0.0
2018-02-28 00:00:00+00:00,0.0
2018-03-31 00:00:00+00:00,0.0
2018-04-30 00:00:00+00:00,0.0031732589262647437
2018-05-31 00:00:00+00:00,0.0011517345446530047
2018-06-30 00:00:00+00:00,0.0
2018-07-31 00:00:00+00:00,0.0
