time,funding_ew
2011-10-31 00:00:00+00:00,0.0
2011-11-30 00:00:00+00:00,0.0
2011-12-31 00:00:00+00:00,4.635830062582613e-05
2012-01-31 00:00:00+00:00,-0.000387683172038078
2012-02-29 00:00:00+00:00,-0.00027534516108473905
2012-03-31 00:00:00+00:00,0.0
2012-04-30 00:00:00+00:00,-0.001007556918687591
2012-05-31 00:00:00+00:00,0.009211192936149581
2012-06-30 00:00:00+00:00,-0.004905301502312387
2012-07-31 00:00:00+00:00,0.0008016018979473127
2012-08-31 00:00:00+00:00,0.0
2012-09-30 00:00:00+00:00,0.0
2012-10-31 00:00:00+00:00,7.05756414287606e-05
2012-11-30 00:00:00+00:00,0.0
2012-12-31 00:00:00+00:00,0.0
2013-01-31 00:00:00+00:00,-0.00018527250576516607
2013-02-28 00:00:00+00:00,-1.7886253204757452e-05
2013-03-31 00:00:00+00:00,0.0
2013-04-30 00:00:00+00:00,0.0
2013-05-31 00:00:00+00:00,-0.000838735642522126
2013-06-30 00:00:00+00:00,0.0019965000414352563
2013-07-31 00:00:00+00:00,0.0027443370603335016
2013-08-31 00:00:00+00:00,0.0
2013-09-30 00:00:00+00:00,-2.5000000000052758e-05
2013-10-31 00:00:00+00:00,-0.0003515827183010467
2013-11-30 00:00:00+00:00,0.0
2013-12-31 00:00:00+00:00,-0.00018021217684227597
2014-01-31 00:00:00+00:00,-0.0006869670662145166
2014-02-28 00:00:00+00:00,-0.0025989841656407497
2014-03-31 00:00:00+00:00,-0.0003844111035746778
2014-04-30 00:00:00+00:00,-5.712444159755581e-05
2014-05-31 00:00:00+00:00,0.0
2014-06-30 00:00:00+00:00,-2.500000000016378e-05
2014-07-31 00:00:00+00:00,0.0030850178824839425
2014-08-31 00:00:00+00:00,0.000250442659188721
2014-09-30 00:00:00+00:00,0.009386049080748471
2014-10-31 00:00:00+00:00,-0.0005968241684578546
2014-11-30 00:00:00+00:00,0.001158482385492654
2014-12-31 00:00:00+00:00,0.005131883401781279
2015-01-31 00:00:00+00:00,0.013920019757028612
2015-02-28 00:00:00+00:00,-0.0005927600229754804
2015-03-31 00:00:00+00:00,0.0029034422247875558
2015-04-30 00:00:00+00:00,-0.006815337857776993
2015-05-31 00:00:00+00:00,-0.00252348029911742
2015-06-30 00:00:00+00:00,-0.00046572030842451095
2015-07-31 00:00:00+00:00,0.0029987463117757684
2015-08-31 00:00:00+00:00,0.0037904888129332015
2015-09-30 00:00:00+00:00,0.0021707409972866465
2015-10-31 00:00:00+00:00,-0.0020417611722216567
2015-11-30 00:00:00+00:00,0.005397920707729487
2015-12-31 00:00:00+00:00,-0.001142600495370405
2016-01-31 00:00:00+00:00,0.01322641033971017
2016-02-29 00:00:00+00:00,-0.0009578263530880538
2016-03-31 00:00:00+00:00,-0.0059841000612487205
2016-04-30 00:00:00+00:00,0.0
2016-05-31 00:00:00+00:00,-0.0009946518814101246
2016-06-30 00:00:00+00:00,-0.0018286025929988847
2016-07-31 00:00:00+00:00,0.0004907410551937552
2016-08-31 00:00:00+00:00,0.0006383611146956181
2016-09-30 00:00:00+00:00,-0.0010487323156497252
2016-10-31 00:00:00+00:00,0.0027886538264818572
2016-11-30 00:00:00+00:00,-0.00020617350051588268
2016-12-31 00:00:00+00:00,0.00207406035689095
2017-01-31 00:00:00+00:00,0.0
2017-02-28 00:00:00+00:00,-0.00025566242365759884
2017-03-31 00:00:00+00:00,-0.0025510404682873578
2017-04-30 00:00:00+00:00,0.0
2017-05-31 00:00:00+00:00,0.0
2017-06-30 00:00:00+00:00,0.0
2017-07-31 00:00:00+00:00,0.0
2017-08-31 00:00:00+00:00,-0.0008972194539271783
2017-09-30 00:00:00+00:00,-0.0008655776500621215
2017-10-31 00:00:00+00:00,0.0
