time,bs_gdp_pb_fx
2011-10-31 00:00:00+00:00,0.0
2011-11-30 00:00:00+00:00,0.0
2011-12-31 00:00:00+00:00,-0.0007254839865532547
2012-01-31 00:00:00+00:00,0.0010246076520072922
2012-02-29 00:00:00+00:00,0.0075132660599159795
2012-03-31 00:00:00+00:00,-0.008567860755721135
2012-04-30 00:00:00+00:00,0.0
2012-05-31 00:00:00+00:00,0.0
2012-06-30 00:00:00+00:00,0.0
2012-07-31 00:00:00+00:00,0.0
2012-08-31 00:00:00+00:00,0.0
2012-09-30 00:00:00+00:00,0.0
2012-10-31 00:00:00+00:00,0.0
2012-11-30 00:00:00+00:00,0.0
2012-12-31 00:00:00+00:00,0.0
2013-01-31 00:00:00+00:00,-7.500000000004725e-05
2013-02-28 00:00:00+00:00,-0.010031259500935197
2013-03-31 00:00:00+00:00,-0.0007265026534887253
2013-04-30 00:00:00+00:00,0.007252376337484101
2013-05-31 00:00:00+00:00,-0.014600312039916186
2013-06-30 00:00:00+00:00,-0.008254829497456706
2013-07-31 00:00:00+00:00,0.005139095871848021
2013-08-31 00:00:00+00:00,-0.0029211818363245046
2013-09-30 00:00:00+00:00,0.016116981528072616
2013-10-31 00:00:00+00:00,0.00045353093314570714
2013-11-30 00:00:00+00:00,-0.004530234703277847
2013-12-31 00:00:00+00:00,0.002441685608333133
2014-01-31 00:00:00+00:00,-0.007182630858630468
2014-02-28 00:00:00+00:00,0.005984019894566206
2014-03-31 00:00:00+00:00,0.006063963886655532
2014-04-30 00:00:00+00:00,0.0018696547568768374
2014-05-31 00:00:00+00:00,-0.0033570336963466563
2014-06-30 00:00:00+00:00,0.007250497393592736
2014-07-31 00:00:00+00:00,-0.008852037472585117
2014-08-31 00:00:00+00:00,-0.0043580355688951355
2014-09-30 00:00:00+00:00,-0.018616132099258498
2014-10-31 00:00:00+00:00,0.0015614731163575701
2014-11-30 00:00:00+00:00,0.0
2014-12-31 00:00:00+00:00,0.0
2015-01-31 00:00:00+00:00,0.0
2015-02-28 00:00:00+00:00,0.0
2015-03-31 00:00:00+00:00,0.0
2015-04-30 00:00:00+00:00,0.0
2015-05-31 00:00:00+00:00,0.0
2015-06-30 00:00:00+00:00,0.0
2015-07-31 00:00:00+00:00,0.0
2015-08-31 00:00:00+00:00,0.0
2015-09-30 00:00:00+00:00,0.0
2015-10-31 00:00:00+00:00,0.0
2015-11-30 00:00:00+00:00,0.0
2015-12-31 00:00:00+00:00,0.0
2016-01-31 00:00:00+00:00,0.0
2016-02-29 00:00:00+00:00,0.0
2016-03-31 00:00:00+00:00,0.0
2016-04-30 00:00:00+00:00,0.0
2016-05-31 00:00:00+00:00,0.0
2016-06-30 00:00:00+00:00,0.0
2016-07-31 00:00:00+00:00,0.0
2016-08-31 00:00:00+00:00,0.0
2016-09-30 00:00:00+00:00,0.0
2016-10-31 00:00:00+00:00,0.0
2016-11-30 00:00:00+00:00,0.0
2016-12-31 00:00:00+00:00,0.0
2017-01-31 00:00:00+00:00,0.0
2017-02-28 00:00:00+00:00,0.0
2017-03-31 00:00:00+00:00,0.0
2017-04-30 00:00:00+00:00,0.0
2017-05-31 00:00:00+00:00,0.0
2017-06-30 00:00:00+00:00,0.0
2017-07-31 00:00:00+00:00,0.0
2017-08-31 00:00:00+00:00,0.0
2017-09-30 00:00:00+00:00,0.0
2017-10-31 00:00:00+00:00,0.0
2017-11-30 00:00:00+00:00,0.0
2017-12-31 00:00:00+00:00,0.0
2018-01-31 00:00:00+00:00,0.0
2018-02-28 00:00:00+00:00,0.0
2018-03-31 00:00:00+00:00,0.0
2018-04-30 00:00:00+00:00,0.0
2018-05-31 00:00:00+00:00,0.0
2018-06-30 00:00:00+00:00,0.0
2018-07-31 00:00:00+00:00,0.0
