time,acm_tp_stress_fx
2011-10-31 00:00:00+00:00,0.0
2011-11-30 00:00:00+00:00,0.0
2011-12-31 00:00:00+00:00,0.0
2012-01-31 00:00:00+00:00,0.0
2012-02-29 00:00:00+00:00,0.0
2012-03-31 00:00:00+00:00,0.002310059569771594
2012-04-30 00:00:00+00:00,-0.0024457800340164093
2012-05-31 00:00:00+00:00,0.0
2012-06-30 00:00:00+00:00,0.0
2012-07-31 00:00:00+00:00,0.0
2012-08-31 00:00:00+00:00,0.0
2012-09-30 00:00:00+00:00,0.0
2012-10-31 00:00:00+00:00,0.0
2012-11-30 00:00:00+00:00,0.0
2012-12-31 00:00:00+00:00,0.0
2013-01-31 00:00:00+00:00,-7.500000000004725e-05
2013-02-28 00:00:00+00:00,-0.004086313446284073
2013-03-31 00:00:00+00:00,0.001338342819364513
2013-04-30 00:00:00+00:00,0.0
2013-05-31 00:00:00+00:00,-0.0025168487693547625
2013-06-30 00:00:00+00:00,-0.008254829497456706
2013-07-31 00:00:00+00:00,0.005139095871847799
2013-08-31 00:00:00+00:00,-0.0029211818363243935
2013-09-30 00:00:00+00:00,0.016116981528072616
2013-10-31 00:00:00+00:00,0.004543567271083626
2013-11-30 00:00:00+00:00,-0.0013017543699923584
2013-12-31 00:00:00+00:00,0.002441685608333133
2014-01-31 00:00:00+00:00,-0.005659209545144428
2014-02-28 00:00:00+00:00,0.0
2014-03-31 00:00:00+00:00,0.0
2014-04-30 00:00:00+00:00,0.0
2014-05-31 00:00:00+00:00,0.0
2014-06-30 00:00:00+00:00,0.0
2014-07-31 00:00:00+00:00,0.0
2014-08-31 00:00:00+00:00,0.0
2014-09-30 00:00:00+00:00,0.0
2014-10-31 00:00:00+00:00,0.0
2014-11-30 00:00:00+00:00,0.0
2014-12-31 00:00:00+00:00,0.0
2015-01-31 00:00:00+00:00,0.0
2015-02-28 00:00:00+00:00,0.0
2015-03-31 00:00:00+00:00,0.0
2015-04-30 00:00:00+00:00,0.0
2015-05-31 00:00:00+00:00,0.0
2015-06-30 00:00:00+00:00,-0.0015332286223741498
2015-07-31 00:00:00+00:00,-0.004087323589340497
2015-08-31 00:00:00+00:00,0.0
2015-09-30 00:00:00+00:00,0.0
2015-10-31 00:00:00+00:00,0.0
2015-11-30 00:00:00+00:00,0.0008728299699378717
2015-12-31 00:00:00+00:00,0.0
2016-01-31 00:00:00+00:00,0.0
2016-02-29 00:00:00+00:00,0.0
2016-03-31 00:00:00+00:00,0.0
2016-04-30 00:00:00+00:00,0.0
2016-05-31 00:00:00+00:00,0.0
2016-06-30 00:00:00+00:00,0.0
2016-07-31 00:00:00+00:00,0.0
2016-08-31 00:00:00+00:00,0.0
2016-09-30 00:00:00+00:00,0.0
2016-10-31 00:00:00+00:00,0.0
2016-11-30 00:00:00+00:00,-0.003475437189691566
2016-12-31 00:00:00+00:00,-0.00872360678247508
2017-01-31 00:00:00+00:00,0.013864206787265188
2017-02-28 00:00:00+00:00,-0.002194475452577782
2017-03-31 00:00:00+00:00,0.0011607605101573437
2017-04-30 00:00:00+00:00,0.0
2017-05-31 00:00:00+00:00,0.0
2017-06-30 00:00:00+00:00,0.0
2017-07-31 00:00:00+00:00,0.0
2017-08-31 00:00:00+00:00,0.0
2017-09-30 00:00:00+00:00,0.0
2017-10-31 00:00:00+00:00,0.0
2017-11-30 00:00:00+00:00,0.0
2017-12-31 00:00:00+00:00,0.0
2018-01-31 00:00:00+00:00,0.006909090466757917
2018-02-28 00:00:00+00:00,-0.008052196834340442
2018-03-31 00:00:00+00:00,-0.0012806658261934611
2018-04-30 00:00:00+00:00,-0.008158407131129142
2018-05-31 00:00:00+00:00,-0.0047998216224509616
2018-06-30 00:00:00+00:00,-0.009111007879317845
