time,us_real_usd
2011-10-31 00:00:00+00:00,0.0
2011-11-30 00:00:00+00:00,0.0
2011-12-31 00:00:00+00:00,0.0
2012-01-31 00:00:00+00:00,0.0
2012-02-29 00:00:00+00:00,0.0
2012-03-31 00:00:00+00:00,0.0
2012-04-30 00:00:00+00:00,0.0
2012-05-31 00:00:00+00:00,0.0
2012-06-30 00:00:00+00:00,0.0
2012-07-31 00:00:00+00:00,0.0
2012-08-31 00:00:00+00:00,0.0
2012-09-30 00:00:00+00:00,0.0
2012-10-31 00:00:00+00:00,0.0
2012-11-30 00:00:00+00:00,0.0
2012-12-31 00:00:00+00:00,0.0
2013-01-31 00:00:00+00:00,0.0
2013-02-28 00:00:00+00:00,0.0
2013-03-31 00:00:00+00:00,0.0
2013-04-30 00:00:00+00:00,0.0
2013-05-31 00:00:00+00:00,0.012254276088890848
2013-06-30 00:00:00+00:00,0.008206345140623128
2013-07-31 00:00:00+00:00,-0.005284852487727143
2013-08-31 00:00:00+00:00,0.002880038800780582
2013-09-30 00:00:00+00:00,-0.01594111888619565
2013-10-31 00:00:00+00:00,-0.004705876439245027
2013-11-30 00:00:00+00:00,0.0034336699872732357
2013-12-31 00:00:00+00:00,-0.0024664841958659256
2014-01-31 00:00:00+00:00,0.002036074467754334
2014-02-28 00:00:00+00:00,0.0
2014-03-31 00:00:00+00:00,0.0
2014-04-30 00:00:00+00:00,0.0
2014-05-31 00:00:00+00:00,0.0
2014-06-30 00:00:00+00:00,0.0
2014-07-31 00:00:00+00:00,0.0
2014-08-31 00:00:00+00:00,0.0
2014-09-30 00:00:00+00:00,0.0
2014-10-31 00:00:00+00:00,0.0
2014-11-30 00:00:00+00:00,0.0
2014-12-31 00:00:00+00:00,-0.0012066748588497322
2015-01-31 00:00:00+00:00,0.0011286557609999637
2015-02-28 00:00:00+00:00,0.0
2015-03-31 00:00:00+00:00,0.0
2015-04-30 00:00:00+00:00,0.0
2015-05-31 00:00:00+00:00,0.0
2015-06-30 00:00:00+00:00,-0.0019963053280906973
2015-07-31 00:00:00+00:00,0.008040383701517939
2015-08-31 00:00:00+00:00,7.472783156714513e-07
2015-09-30 00:00:00+00:00,0.0035262865079948025
2015-10-31 00:00:00+00:00,-0.0020897033422254685
2015-11-30 00:00:00+00:00,0.006037657818686926
2015-12-31 00:00:00+00:00,0.0021689049771835833
2016-01-31 00:00:00+00:00,0.008019580171491514
2016-02-29 00:00:00+00:00,0.0
2016-03-31 00:00:00+00:00,0.0
2016-04-30 00:00:00+00:00,0.0
2016-05-31 00:00:00+00:00,0.0
2016-06-30 00:00:00+00:00,0.0
2016-07-31 00:00:00+00:00,0.0
2016-08-31 00:00:00+00:00,0.0
2016-09-30 00:00:00+00:00,0.0
2016-10-31 00:00:00+00:00,0.0
2016-11-30 00:00:00+00:00,0.0
2016-12-31 00:00:00+00:00,0.01133092005827474
2017-01-31 00:00:00+00:00,-0.0044690472602575415
2017-02-28 00:00:00+00:00,0.0010413053161510977
2017-03-31 00:00:00+00:00,-0.0076687476457881765
2017-04-30 00:00:00+00:00,-0.00032390999571008106
2017-05-31 00:00:00+00:00,-0.007055653109634963
2017-06-30 00:00:00+00:00,-0.0006562892066392934
2017-07-31 00:00:00+00:00,-0.009568384114884032
2017-08-31 00:00:00+00:00,0.0
2017-09-30 00:00:00+00:00,0.0
2017-10-31 00:00:00+00:00,-0.002516418062024628
2017-11-30 00:00:00+00:00,0.0005951341450796122
2017-12-31 00:00:00+00:00,-0.0056767206734431586
2018-01-31 00:00:00+00:00,-0.008977107120554328
2018-02-28 00:00:00+00:00,0.008014829287012581
2018-03-31 00:00:00+00:00,0.001201888989526223
2018-04-30 00:00:00+00:00,0.010075191601170763
2018-05-31 00:00:00+00:00,0.004612549334178873
