time,slope_x_carry
2011-10-31 00:00:00+00:00,-0.014799201742535462
2011-11-30 00:00:00+00:00,0.002918250853955362
2011-12-31 00:00:00+00:00,-0.011220341745092122
2012-01-31 00:00:00+00:00,-0.018894360063768545
2012-02-29 00:00:00+00:00,-0.0020791437547078573
2012-03-31 00:00:00+00:00,-0.00044949488594681064
2012-04-30 00:00:00+00:00,0.003022773644879795
2012-05-31 00:00:00+00:00,0.020591128110728718
2012-06-30 00:00:00+00:00,-0.006285598329191289
2012-07-31 00:00:00+00:00,0.007369744919406118
2012-08-31 00:00:00+00:00,-0.005905863877397333
2012-09-30 00:00:00+00:00,-0.013292740337948694
2012-10-31 00:00:00+00:00,-0.0011027228514984833
2012-11-30 00:00:00+00:00,0.0006067801843128162
2012-12-31 00:00:00+00:00,-0.004811889712832862
2013-01-31 00:00:00+00:00,-0.00801586581222613
2013-02-28 00:00:00+00:00,0.007427881730420083
2013-03-31 00:00:00+00:00,0.0016526975684463263
2013-04-30 00:00:00+00:00,0.00100122300615757
2013-05-31 00:00:00+00:00,0.01181166575944581
2013-06-30 00:00:00+00:00,0.013261283907799237
2013-07-31 00:00:00+00:00,0.0039743614353442425
2013-08-31 00:00:00+00:00,-0.005536454858578677
2013-09-30 00:00:00+00:00,0.0012593350471348241
2013-10-31 00:00:00+00:00,-0.004133436437708249
2013-11-30 00:00:00+00:00,0.014331729092348588
2013-12-31 00:00:00+00:00,0.008134031140195175
2014-01-31 00:00:00+00:00,0.0008080798978145065
2014-02-28 00:00:00+00:00,0.0021907191491856715
2014-03-31 00:00:00+00:00,-0.006090947277137215
2014-04-30 00:00:00+00:00,0.0009639900259004186
2014-05-31 00:00:00+00:00,-0.010601617578348543
2014-06-30 00:00:00+00:00,-0.0064524014170889155
2014-07-31 00:00:00+00:00,-0.0009268278340057723
2014-08-31 00:00:00+00:00,-0.004138807172870185
2014-09-30 00:00:00+00:00,0.013724949885373539
2014-10-31 00:00:00+00:00,-0.0011921837733528395
2014-11-30 00:00:00+00:00,0.002471574048787284
2014-12-31 00:00:00+00:00,-0.0015480675470627148
2015-01-31 00:00:00+00:00,0.02618383184220674
2015-02-28 00:00:00+00:00,-0.02023768228436318
2015-03-31 00:00:00+00:00,-0.012023883662796386
2015-04-30 00:00:00+00:00,0.004190688436989554
