time,cpff_usd
2018-02-28 00:00:00+00:00,0.013224047281202411
2018-03-31 00:00:00+00:00,0.0016120694110013378
2018-04-30 00:00:00+00:00,0.0065652662185202715
2018-05-31 00:00:00+00:00,-0.003873906563089724
2018-06-30 00:00:00+00:00,0.005948438231818454
2018-07-31 00:00:00+00:00,0.0
2018-08-31 00:00:00+00:00,0.0
2018-09-30 00:00:00+00:00,0.0
2018-10-31 00:00:00+00:00,0.0
2018-11-30 00:00:00+00:00,-0.0006083842550754781
2018-12-31 00:00:00+00:00,0.0026573692471631993
2019-01-31 00:00:00+00:00,0.0
2019-02-28 00:00:00+00:00,0.0
2019-03-31 00:00:00+00:00,0.0
2019-04-30 00:00:00+00:00,0.0
2019-05-31 00:00:00+00:00,0.0
2019-06-30 00:00:00+00:00,0.0
2019-07-31 00:00:00+00:00,0.0
2019-08-31 00:00:00+00:00,0.0
2019-09-30 00:00:00+00:00,0.0
2019-10-31 00:00:00+00:00,0.0
2019-11-30 00:00:00+00:00,0.0001861752470115885
2019-12-31 00:00:00+00:00,-0.013363375567941538
2020-01-31 00:00:00+00:00,0.0018046350736207195
2020-02-29 00:00:00+00:00,0.0
2020-03-31 00:00:00+00:00,-0.0045922559954788555
2020-04-30 00:00:00+00:00,-0.007091027779446368
2020-05-31 00:00:00+00:00,0.0037900573578673047
2020-06-30 00:00:00+00:00,0.0
2020-07-31 00:00:00+00:00,0.0
2020-08-31 00:00:00+00:00,0.0
2020-09-30 00:00:00+00:00,0.0
2020-10-31 00:00:00+00:00,0.0
2020-11-30 00:00:00+00:00,0.0
2020-12-31 00:00:00+00:00,0.0
2021-01-31 00:00:00+00:00,0.0
2021-02-28 00:00:00+00:00,0.0
2021-03-31 00:00:00+00:00,0.0
2021-04-30 00:00:00+00:00,0.0
2021-05-31 00:00:00+00:00,0.0
2021-06-30 00:00:00+00:00,0.0
2021-07-31 00:00:00+00:00,0.0
2021-08-31 00:00:00+00:00,0.0
2021-09-30 00:00:00+00:00,0.0
2021-10-31 00:00:00+00:00,0.0
2021-11-30 00:00:00+00:00,0.003567291151662433
2021-12-31 00:00:00+00:00,-0.005533019459521116
2022-01-31 00:00:00+00:00,0.004361147876874805
2022-02-28 00:00:00+00:00,-0.003676283665489777
2022-03-31 00:00:00+00:00,-0.0016967989677280082
2022-04-30 00:00:00+00:00,0.02680379788897813
2022-05-31 00:00:00+00:00,-0.005539516449635018
2022-06-30 00:00:00+00:00,0.01612264666828578
2022-07-31 00:00:00+00:00,-0.0016472116304175888
2022-08-31 00:00:00+00:00,-0.0031469343607440914
2022-09-30 00:00:00+00:00,0.021253727251232313
2022-10-31 00:00:00+00:00,-0.00962288588328386
2022-11-30 00:00:00+00:00,0.0014882479271420834
2022-12-31 00:00:00+00:00,0.0
2023-01-31 00:00:00+00:00,0.0
2023-02-28 00:00:00+00:00,0.0
2023-03-31 00:00:00+00:00,0.0
2023-04-30 00:00:00+00:00,0.0
2023-05-31 00:00:00+00:00,0.0
2023-06-30 00:00:00+00:00,0.0
2023-07-31 00:00:00+00:00,0.0
2023-08-31 00:00:00+00:00,0.0
2023-09-30 00:00:00+00:00,0.0
2023-10-31 00:00:00+00:00,0.0
2023-11-30 00:00:00+00:00,0.0
2023-12-31 00:00:00+00:00,0.0
2024-01-31 00:00:00+00:00,0.0
2024-02-29 00:00:00+00:00,0.0
2024-03-31 00:00:00+00:00,0.0
2024-04-30 00:00:00+00:00,0.0
2024-05-31 00:00:00+00:00,0.0
2024-06-30 00:00:00+00:00,0.0
2024-07-31 00:00:00+00:00,0.0
2024-08-31 00:00:00+00:00,0.0
2024-09-30 00:00:00+00:00,0.0
2024-10-31 00:00:00+00:00,0.0
2024-11-30 00:00:00+00:00,0.0
2024-12-31 00:00:00+00:00,0.0017209391304191524
2025-01-31 00:00:00+00:00,0.0034393744134735282
2025-02-28 00:00:00+00:00,-0.015137647881749539
2025-03-31 00:00:00+00:00,-0.00757966431524737
2025-04-30 00:00:00+00:00,0.008302866342052129
2025-05-31 00:00:00+00:00,0.0014507306047544244
2025-06-30 00:00:00+00:00,-2.0746658295545117e-05
2025-07-31 00:00:00+00:00,0.0
2025-08-31 00:00:00+00:00,0.0
2025-09-30 00:00:00+00:00,0.0
2025-10-31 00:00:00+00:00,0.0
2025-11-30 00:00:00+00:00,-0.0004706718803570986
2025-12-31 00:00:00+00:00,-0.005762998409541642
2026-01-31 00:00:00+00:00,-0.00224984691981589
2026-02-28 00:00:00+00:00,0.0011874731064096533
2026-03-31 00:00:00+00:00,0.0052865203658667426
2026-04-30 00:00:00+00:00,-0.011475434555682007
2026-05-31 00:00:00+00:00,-0.0044725575771918935
2026-06-30 00:00:00+00:00,0.014102333821737423
2026-07-31 00:00:00+00:00,-0.007847220173200942
2026-08-31 00:00:00+00:00,4.18084574727029e-05
2026-09-30 00:00:00+00:00,0.002896204236718658
