time,reer_low_epu
2011-10-31 00:00:00+00:00,0.0
2011-11-30 00:00:00+00:00,0.0
2011-12-31 00:00:00+00:00,0.0
2012-01-31 00:00:00+00:00,0.0
2012-02-29 00:00:00+00:00,0.0
2012-03-31 00:00:00+00:00,0.0
2012-04-30 00:00:00+00:00,0.0
2012-05-31 00:00:00+00:00,0.0
2012-06-30 00:00:00+00:00,-0.0073415122501111485
2012-07-31 00:00:00+00:00,-0.00832410146016993
2012-08-31 00:00:00+00:00,-0.001750101169066265
2012-09-30 00:00:00+00:00,0.0
2012-10-31 00:00:00+00:00,0.0
2012-11-30 00:00:00+00:00,0.0
2012-12-31 00:00:00+00:00,0.0
2013-01-31 00:00:00+00:00,0.0
2013-02-28 00:00:00+00:00,0.0
2013-03-31 00:00:00+00:00,0.0
2013-04-30 00:00:00+00:00,0.0
2013-05-31 00:00:00+00:00,0.02539477198974649
2013-06-30 00:00:00+00:00,0.02459186948886405
2013-07-31 00:00:00+00:00,0.002913332425997117
2013-08-31 00:00:00+00:00,0.005449748223994355
2013-09-30 00:00:00+00:00,-0.022108584811937004
2013-10-31 00:00:00+00:00,0.0012609845408857456
2013-11-30 00:00:00+00:00,0.003568386863788575
2013-12-31 00:00:00+00:00,-0.0011738459026736647
2014-01-31 00:00:00+00:00,-0.002659720971388335
2014-02-28 00:00:00+00:00,-0.012027337553635609
2014-03-31 00:00:00+00:00,-0.007235410191667957
2014-04-30 00:00:00+00:00,0.0006365612268692811
2014-05-31 00:00:00+00:00,0.008493969684682856
2014-06-30 00:00:00+00:00,-0.009630560352919426
2014-07-31 00:00:00+00:00,0.005154585345309881
2014-08-31 00:00:00+00:00,0.009564280219957366
2014-09-30 00:00:00+00:00,0.01502508101565403
2014-10-31 00:00:00+00:00,0.002045028707981622
2014-11-30 00:00:00+00:00,0.00034982613144296515
2014-12-31 00:00:00+00:00,-0.0028669635048081954
2015-01-31 00:00:00+00:00,0.004971562486076442
2015-02-28 00:00:00+00:00,-0.012250773147130078
2015-03-31 00:00:00+00:00,0.008561649485361533
2015-04-30 00:00:00+00:00,0.007605949874780027
2015-05-31 00:00:00+00:00,-0.00940153572843827
2015-06-30 00:00:00+00:00,-0.004291971876694056
2015-07-31 00:00:00+00:00,-0.004617054288837408
2015-08-31 00:00:00+00:00,0.007062009533980618
2015-09-30 00:00:00+00:00,0.0017636463820212
2015-10-31 00:00:00+00:00,-0.000522972027125812
2015-11-30 00:00:00+00:00,0.0134406873807833
2015-12-31 00:00:00+00:00,0.001258166087451773
2016-01-31 00:00:00+00:00,-0.010324120954424476
2016-02-29 00:00:00+00:00,0.013354391754099915
2016-03-31 00:00:00+00:00,0.0037256415716788727
2016-04-30 00:00:00+00:00,0.004665324291812878
2016-05-31 00:00:00+00:00,-0.014432561793715881
2016-06-30 00:00:00+00:00,0.02528507049764639
2016-07-31 00:00:00+00:00,-0.0008436770710876784
2016-08-31 00:00:00+00:00,0.0061394350296446465
2016-09-30 00:00:00+00:00,-0.0018977424140935728
2016-10-31 00:00:00+00:00,0.004556598174766613
2016-11-30 00:00:00+00:00,0.029750374564225135
2016-12-31 00:00:00+00:00,0.004827463356406492
2017-01-31 00:00:00+00:00,-0.005897900059717354
2017-02-28 00:00:00+00:00,0.0015922282728479953
2017-03-31 00:00:00+00:00,0.0058799997150784655
2017-04-30 00:00:00+00:00,0.0016157068109727835
2017-05-31 00:00:00+00:00,0.0
2017-06-30 00:00:00+00:00,0.0
2017-07-31 00:00:00+00:00,0.0
2017-08-31 00:00:00+00:00,-0.005910692309107013
2017-09-30 00:00:00+00:00,0.018391812629962034
2017-10-31 00:00:00+00:00,0.006580959606701686
2017-11-30 00:00:00+00:00,0.00042946621807082863
2017-12-31 00:00:00+00:00,-0.0024935427275887267
