time,us_tb_haven_usd
2018-11-30 00:00:00+00:00,-0.0058631308208462185
2018-12-31 00:00:00+00:00,0.0035839966995021566
2019-01-31 00:00:00+00:00,-0.009543830395996267
2019-02-28 00:00:00+00:00,0.002794122854118841
2019-03-31 00:00:00+00:00,0.003952598867608792
2019-04-30 00:00:00+00:00,0.004507404482361421
2019-05-31 00:00:00+00:00,0.00459137852377256
2019-06-30 00:00:00+00:00,-0.010428591320859826
2019-07-31 00:00:00+00:00,0.010504312121110582
2019-08-31 00:00:00+00:00,0.001960529734837735
2019-09-30 00:00:00+00:00,0.002571775129388998
2019-10-31 00:00:00+00:00,-0.008866182714503013
2019-11-30 00:00:00+00:00,0.0038253371097580757
2019-12-31 00:00:00+00:00,-0.01191320662438533
2020-01-31 00:00:00+00:00,-0.0022598934803003123
2020-02-29 00:00:00+00:00,0.0
2020-03-31 00:00:00+00:00,0.0
2020-04-30 00:00:00+00:00,0.0
2020-05-31 00:00:00+00:00,0.0
2020-06-30 00:00:00+00:00,0.0
2020-07-31 00:00:00+00:00,0.0
2020-08-31 00:00:00+00:00,-0.008418005464304712
2020-09-30 00:00:00+00:00,0.009335545339416385
2020-10-31 00:00:00+00:00,0.0003796642697815322
2020-11-30 00:00:00+00:00,-0.01476053952682821
2020-12-31 00:00:00+00:00,-0.01182661890046166
2021-01-31 00:00:00+00:00,0.00295973071023381
2021-02-28 00:00:00+00:00,-0.003950799372241298
2021-03-31 00:00:00+00:00,0.015663809369126813
2021-04-30 00:00:00+00:00,-0.013123944810618293
2021-05-31 00:00:00+00:00,-0.003794558602491005
2021-06-30 00:00:00+00:00,0.014478691296250679
2021-07-31 00:00:00+00:00,-0.0024174358537185636
2021-08-31 00:00:00+00:00,0.003985905998654671
2021-09-30 00:00:00+00:00,0.007952568936262283
2021-10-31 00:00:00+00:00,-0.010500554141186447
2021-11-30 00:00:00+00:00,0.015733531597535766
2021-12-31 00:00:00+00:00,-0.0021423785866244716
2022-01-31 00:00:00+00:00,0.008632458066634818
2022-02-28 00:00:00+00:00,-0.0036762836654892217
2022-03-31 00:00:00+00:00,-0.0016967989677283413
2022-04-30 00:00:00+00:00,0.026803797888978798
2022-05-31 00:00:00+00:00,-0.006538217362768606
2022-06-30 00:00:00+00:00,0.015089870077907186
2022-07-31 00:00:00+00:00,-0.0012217138733003896
2022-08-31 00:00:00+00:00,0.014736156113535293
2022-09-30 00:00:00+00:00,0.01693534476053382
2022-10-31 00:00:00+00:00,-0.0005493074407834087
2022-11-30 00:00:00+00:00,0.0016415353141832068
2022-12-31 00:00:00+00:00,0.0
2023-01-31 00:00:00+00:00,0.0
2023-02-28 00:00:00+00:00,0.015550055267767426
2023-03-31 00:00:00+00:00,0.0010548609660658848
2023-04-30 00:00:00+00:00,0.0
2023-05-31 00:00:00+00:00,0.0
2023-06-30 00:00:00+00:00,0.0
2023-07-31 00:00:00+00:00,0.0
2023-08-31 00:00:00+00:00,0.0
2023-09-30 00:00:00+00:00,0.0
2023-10-31 00:00:00+00:00,0.0
2023-11-30 00:00:00+00:00,0.0
2023-12-31 00:00:00+00:00,0.0
2024-01-31 00:00:00+00:00,0.0
2024-02-29 00:00:00+00:00,0.0
2024-03-31 00:00:00+00:00,0.0
2024-04-30 00:00:00+00:00,0.0
2024-05-31 00:00:00+00:00,0.0
2024-06-30 00:00:00+00:00,0.0
2024-07-31 00:00:00+00:00,0.0
2024-08-31 00:00:00+00:00,0.0
2024-09-30 00:00:00+00:00,0.0
2024-10-31 00:00:00+00:00,0.0
2024-11-30 00:00:00+00:00,0.006281868562756143
2024-12-31 00:00:00+00:00,-0.0006492476549219139
2025-01-31 00:00:00+00:00,-0.001584468376809367
2025-02-28 00:00:00+00:00,0.005521557221746409
2025-03-31 00:00:00+00:00,-0.007845335180091784
2025-04-30 00:00:00+00:00,-0.022036763613452193
2025-05-31 00:00:00+00:00,-0.0020928934949366873
2025-06-30 00:00:00+00:00,-0.010153825540731076
2025-07-31 00:00:00+00:00,0.015704045926872245
2025-08-31 00:00:00+00:00,-0.005178168843450459
2025-09-30 00:00:00+00:00,0.0
2025-10-31 00:00:00+00:00,0.0
2025-11-30 00:00:00+00:00,0.0
2025-12-31 00:00:00+00:00,0.0
2026-01-31 00:00:00+00:00,0.0
2026-02-28 00:00:00+00:00,0.0
2026-03-31 00:00:00+00:00,0.0
2026-04-30 00:00:00+00:00,0.0
2026-05-31 00:00:00+00:00,0.0
2026-06-30 00:00:00+00:00,0.0
2026-07-31 00:00:00+00:00,0.0
2026-08-31 00:00:00+00:00,0.0
2026-09-30 00:00:00+00:00,0.0
