time,us_wui_stress_fx
2018-11-30 00:00:00+00:00,0.0
2018-12-31 00:00:00+00:00,0.0
2019-01-31 00:00:00+00:00,0.0
2019-02-28 00:00:00+00:00,0.0
2019-03-31 00:00:00+00:00,0.0
2019-04-30 00:00:00+00:00,0.0
2019-05-31 00:00:00+00:00,0.0
2019-06-30 00:00:00+00:00,0.008110151673850874
2019-07-31 00:00:00+00:00,-0.01045479889138834
2019-08-31 00:00:00+00:00,-0.001980848068265373
2019-09-30 00:00:00+00:00,-0.002606618372955505
2019-10-31 00:00:00+00:00,0.008916150399614464
2019-11-30 00:00:00+00:00,-0.0038250477771862856
2019-12-31 00:00:00+00:00,0.012018833211058677
2020-01-31 00:00:00+00:00,-0.007820412423538259
2020-02-29 00:00:00+00:00,-0.005991770863655321
2020-03-31 00:00:00+00:00,-0.013199961938054283
2020-04-30 00:00:00+00:00,0.007013392512056127
2020-05-31 00:00:00+00:00,0.0035951141061576486
2020-06-30 00:00:00+00:00,0.008404885139758012
2020-07-31 00:00:00+00:00,0.01997206202122337
2020-08-31 00:00:00+00:00,0.0053672907232922284
2020-09-30 00:00:00+00:00,-8.331422592700033e-05
2020-10-31 00:00:00+00:00,0.0
2020-11-30 00:00:00+00:00,0.0
2020-12-31 00:00:00+00:00,0.0
2021-01-31 00:00:00+00:00,0.0
2021-02-28 00:00:00+00:00,0.0
2021-03-31 00:00:00+00:00,0.0
2021-04-30 00:00:00+00:00,0.0
2021-05-31 00:00:00+00:00,0.0
2021-06-30 00:00:00+00:00,0.0
2021-07-31 00:00:00+00:00,0.0
2021-08-31 00:00:00+00:00,0.0
2021-09-30 00:00:00+00:00,0.0
2021-10-31 00:00:00+00:00,0.0
2021-11-30 00:00:00+00:00,0.0
2021-12-31 00:00:00+00:00,0.0
2022-01-31 00:00:00+00:00,0.0
2022-02-28 00:00:00+00:00,0.0
2022-03-31 00:00:00+00:00,0.0
2022-04-30 00:00:00+00:00,0.0
2022-05-31 00:00:00+00:00,0.0
2022-06-30 00:00:00+00:00,0.0
2022-07-31 00:00:00+00:00,0.0
2022-08-31 00:00:00+00:00,0.0
2022-09-30 00:00:00+00:00,0.0
2022-10-31 00:00:00+00:00,0.0
2022-11-30 00:00:00+00:00,0.0
2022-12-31 00:00:00+00:00,0.0
2023-01-31 00:00:00+00:00,0.0
2023-02-28 00:00:00+00:00,0.0
2023-03-31 00:00:00+00:00,0.0
2023-04-30 00:00:00+00:00,0.0
2023-05-31 00:00:00+00:00,0.0
2023-06-30 00:00:00+00:00,0.0
2023-07-31 00:00:00+00:00,0.0
2023-08-31 00:00:00+00:00,0.0
2023-09-30 00:00:00+00:00,-0.007089867127461735
2023-10-31 00:00:00+00:00,-0.0026443299552336708
2023-11-30 00:00:00+00:00,0.01661257455144649
2023-12-31 00:00:00+00:00,-0.0014802451596084287
2024-01-31 00:00:00+00:00,0.0
2024-02-29 00:00:00+00:00,0.0
2024-03-31 00:00:00+00:00,0.0
2024-04-30 00:00:00+00:00,0.0
2024-05-31 00:00:00+00:00,0.0
2024-06-30 00:00:00+00:00,0.0
2024-07-31 00:00:00+00:00,0.0
2024-08-31 00:00:00+00:00,0.0
2024-09-30 00:00:00+00:00,0.0
2024-10-31 00:00:00+00:00,0.0
2024-11-30 00:00:00+00:00,0.0
2024-12-31 00:00:00+00:00,0.0
2025-01-31 00:00:00+00:00,0.0
2025-02-28 00:00:00+00:00,0.0
2025-03-31 00:00:00+00:00,0.0
2025-04-30 00:00:00+00:00,0.0
2025-05-31 00:00:00+00:00,0.0
2025-06-30 00:00:00+00:00,0.010156407596890293
2025-07-31 00:00:00+00:00,-0.015532921516309472
2025-08-31 00:00:00+00:00,0.00814035269454183
2025-09-30 00:00:00+00:00,-0.0015598145418219689
2025-10-31 00:00:00+00:00,-0.0072871595421374336
2025-11-30 00:00:00+00:00,-0.001412162509191961
2025-12-31 00:00:00+00:00,0.0074237556257312765
2026-01-31 00:00:00+00:00,0.015279258855829037
2026-02-28 00:00:00+00:00,-0.006225658074148099
2026-03-31 00:00:00+00:00,-0.011826839394624256
2026-04-30 00:00:00+00:00,0.011483967814239993
2026-05-31 00:00:00+00:00,-0.002811956946155214
2026-06-30 00:00:00+00:00,-0.014827869819455386
2026-07-31 00:00:00+00:00,0.007772418488092292
2026-08-31 00:00:00+00:00,0.0038841231401125498
2026-09-30 00:00:00+00:00,-0.002917121123441224
