known_date,EUR,GBP,JPY,CAD,CHF,AUD,NZD
1992-01-18 00:00:00+00:00,,,,,,,
1992-02-03 00:00:00+00:00,,,,,,,
1992-02-17 00:00:00+00:00,,,,,,,
1992-03-02 00:00:00+00:00,,,,,,,
1992-03-16 00:00:00+00:00,,,,,,,
1992-04-03 00:00:00+00:00,,,,,,,
1992-04-18 00:00:00+00:00,,,,,,,
1992-05-03 00:00:00+00:00,,,,,,,
1992-05-18 00:00:00+00:00,,,,,,,
1992-06-01 00:00:00+00:00,,,,,,,
1992-06-18 00:00:00+00:00,,,,,,,
1992-07-03 00:00:00+00:00,,,,,,,
1992-07-18 00:00:00+00:00,,,,,,,
1992-08-03 00:00:00+00:00,,,,,,,
1992-08-17 00:00:00+00:00,,,,,,,
1992-09-03 00:00:00+00:00,,,,,,,
1992-09-18 00:00:00+00:00,,,,,,,
1992-10-03 00:00:00+00:00,,,,,,,
1992-10-09 00:00:00+00:00,,,,,,,
1992-10-16 00:00:00+00:00,,,,,,,
1992-10-23 00:00:00+00:00,,,,,,,
1992-10-30 00:00:00+00:00,,,,,,,
1992-11-06 00:00:00+00:00,,,,,,,
1992-11-13 00:00:00+00:00,,,,,,,
1992-11-20 00:00:00+00:00,,,,,,,
1992-11-27 00:00:00+00:00,,,,,,,
1992-12-04 00:00:00+00:00,,,,,,,
1992-12-11 00:00:00+00:00,,,,,,,
1992-12-18 00:00:00+00:00,,,,,,,
1992-12-25 00:00:00+00:00,,,,,,,
1993-01-01 00:00:00+00:00,,,,,,,
1993-01-08 00:00:00+00:00,,,,,,,
1993-01-15 00:00:00+00:00,,,,,,,
1993-01-22 00:00:00+00:00,,,,,,,
1993-01-29 00:00:00+00:00,,,,,,,
1993-02-05 00:00:00+00:00,,,,,,,
1993-02-12 00:00:00+00:00,,,,,,,
1993-02-19 00:00:00+00:00,,,,,,,
1993-02-26 00:00:00+00:00,,,,,,,
1993-03-05 00:00:00+00:00,,,,,,,
1993-03-12 00:00:00+00:00,,,,,,,
1993-03-19 00:00:00+00:00,,,,,,,
1993-03-26 00:00:00+00:00,,,,,,,
1993-04-02 00:00:00+00:00,,,,,,,
1993-04-09 00:00:00+00:00,,,,,,,
1993-04-16 00:00:00+00:00,,,,,,,
1993-04-23 00:00:00+00:00,,,,,,,
1993-04-30 00:00:00+00:00,,,,,,,
1993-05-07 00:00:00+00:00,,,,,,,
1993-05-14 00:00:00+00:00,,,,,,,
1993-05-21 00:00:00+00:00,,,,,,,
1993-05-28 00:00:00+00:00,,,,,,,
1993-06-04 00:00:00+00:00,,,,,,,
1993-06-11 00:00:00+00:00,,,,,,,
1993-06-18 00:00:00+00:00,,,,,,,
1993-06-25 00:00:00+00:00,,,,,,,
1993-07-02 00:00:00+00:00,,,,,,,
1993-07-09 00:00:00+00:00,,,,,,,
1993-07-16 00:00:00+00:00,,,,,,,
1993-07-23 00:00:00+00:00,,,,,,,
1993-07-30 00:00:00+00:00,,,,,,,
1993-08-06 00:00:00+00:00,,,,,,,
1993-08-13 00:00:00+00:00,,,,,,,
1993-08-20 00:00:00+00:00,,,,,,,
1993-08-27 00:00:00+00:00,,,,,,,
1993-09-03 00:00:00+00:00,,,,,,,
1993-09-10 00:00:00+00:00,,,,,,,
1993-09-17 00:00:00+00:00,,,,,,,
1993-09-24 00:00:00+00:00,,,,,,,
1993-10-01 00:00:00+00:00,,,,,,,
1993-10-08 00:00:00+00:00,,,,,,,
1993-10-15 00:00:00+00:00,,,,,,,
1993-10-22 00:00:00+00:00,,,,,,,
1993-10-29 00:00:00+00:00,,,,,,,
1993-11-05 00:00:00+00:00,,,,,,,
1993-11-12 00:00:00+00:00,,,,,,,
1993-11-19 00:00:00+00:00,,,,,,,
1993-11-26 00:00:00+00:00,,,,,,,
1993-12-03 00:00:00+00:00,,,,,,,
1993-12-10 00:00:00+00:00,,,,,,,
1993-12-17 00:00:00+00:00,,,,,,,
1993-12-24 00:00:00+00:00,,,,,,,
1993-12-31 00:00:00+00:00,,,,,,,
1994-01-07 00:00:00+00:00,,,,,,,
1994-01-14 00:00:00+00:00,,,,,,,
1994-01-21 00:00:00+00:00,,,,,,,
1994-01-28 00:00:00+00:00,,,,,,,
1994-02-04 00:00:00+00:00,,,,,,,
1994-02-11 00:00:00+00:00,,,,,,,
1994-02-18 00:00:00+00:00,,,,,,,
1994-02-25 00:00:00+00:00,,,,,,,
1994-03-04 00:00:00+00:00,,,,,,,
1994-03-11 00:00:00+00:00,,,,,,,
1994-03-18 00:00:00+00:00,,,,,,,
1994-03-25 00:00:00+00:00,,,,,,,
1994-04-01 00:00:00+00:00,,,,,,,
1994-04-08 00:00:00+00:00,,,,,,,
1994-04-15 00:00:00+00:00,,,,,,,
1994-04-22 00:00:00+00:00,,,,,,,
1994-04-29 00:00:00+00:00,,,,,,,
1994-05-06 00:00:00+00:00,,,,,,,
1994-05-13 00:00:00+00:00,,,,,,,
1994-05-20 00:00:00+00:00,,,,,,,
1994-05-27 00:00:00+00:00,,,,,,,
1994-06-03 00:00:00+00:00,,,,,,,
1994-06-10 00:00:00+00:00,,,,,,,
1994-06-17 00:00:00+00:00,,,,,,,
1994-06-24 00:00:00+00:00,,,,,,,
1994-07-01 00:00:00+00:00,,,,,,,
1994-07-08 00:00:00+00:00,,,,,,,
1994-07-15 00:00:00+00:00,,,,,,,
1994-07-22 00:00:00+00:00,,,,,,,
1994-07-29 00:00:00+00:00,,,,,,,
1994-08-05 00:00:00+00:00,,,,,,,
1994-08-12 00:00:00+00:00,,,,,,,
1994-08-19 00:00:00+00:00,,,,,,,
1994-08-26 00:00:00+00:00,,,,,,,
1994-09-02 00:00:00+00:00,,,,,,,
1994-09-09 00:00:00+00:00,,,,,,,
1994-09-16 00:00:00+00:00,,,,,,,
1994-09-23 00:00:00+00:00,,,,,,,
1994-09-30 00:00:00+00:00,,,,,,,
1994-10-07 00:00:00+00:00,,,,,,,
1994-10-14 00:00:00+00:00,,,,,,,
1994-10-21 00:00:00+00:00,,,,,,,
1994-10-28 00:00:00+00:00,,,,,,,
1994-11-04 00:00:00+00:00,,,,,,,
1994-11-11 00:00:00+00:00,,,,,,,
1994-11-18 00:00:00+00:00,,,,,,,
1994-11-25 00:00:00+00:00,,,,,,,
1994-12-02 00:00:00+00:00,,,,,,,
1994-12-09 00:00:00+00:00,,,,,,,
1994-12-16 00:00:00+00:00,,,,,,,
1994-12-23 00:00:00+00:00,,,,,,,
1994-12-30 00:00:00+00:00,,,,,,,
1995-01-06 00:00:00+00:00,,,,,,,
1995-01-13 00:00:00+00:00,,,,,,,
1995-01-20 00:00:00+00:00,,,,,,,
1995-01-27 00:00:00+00:00,,,,,,,
1995-02-03 00:00:00+00:00,,,,,,,
1995-02-10 00:00:00+00:00,,,,,,,
1995-02-17 00:00:00+00:00,,,,,,,
1995-02-24 00:00:00+00:00,,,,,,,
1995-03-03 00:00:00+00:00,,,,,,,
1995-03-10 00:00:00+00:00,,,,,,,
1995-03-17 00:00:00+00:00,,,,,,,
1995-03-24 00:00:00+00:00,,,,,,,
1995-03-31 00:00:00+00:00,,,,,,,
1995-04-07 00:00:00+00:00,,,,,,,
1995-04-14 00:00:00+00:00,,,,,,,
1995-04-21 00:00:00+00:00,,,,,,,
1995-04-28 00:00:00+00:00,,,,,,,
1995-05-05 00:00:00+00:00,,,,,,,
1995-05-12 00:00:00+00:00,,,,,,,
1995-05-19 00:00:00+00:00,,,,,,,
1995-05-26 00:00:00+00:00,,,,,,,
1995-06-02 00:00:00+00:00,,,,,,,
1995-06-09 00:00:00+00:00,,,,,,,
1995-06-16 00:00:00+00:00,,,,,,,
1995-06-23 00:00:00+00:00,,,,,,,
1995-06-30 00:00:00+00:00,,,,,,,
1995-07-06 00:00:00+00:00,,,,,,,
1995-07-14 00:00:00+00:00,,,,,,,
1995-07-21 00:00:00+00:00,,,,,,,
1995-07-28 00:00:00+00:00,,,,,,,
1995-08-04 00:00:00+00:00,,,,,,,
1995-08-11 00:00:00+00:00,,,,,,,
1995-08-18 00:00:00+00:00,,,,,,,
1995-08-25 00:00:00+00:00,,,,,,,
1995-09-01 00:00:00+00:00,,,,,,,
1995-09-08 00:00:00+00:00,,,,,,,
1995-09-15 00:00:00+00:00,,,,,,,
1995-09-22 00:00:00+00:00,,,,,,,
1995-09-29 00:00:00+00:00,,,,,,,
1995-10-06 00:00:00+00:00,,,,,,,
1995-10-13 00:00:00+00:00,,,,,,,
1995-10-20 00:00:00+00:00,,,,,,,
1995-10-27 00:00:00+00:00,,,,,,,
1995-11-03 00:00:00+00:00,,,,,,,
1995-11-10 00:00:00+00:00,,,,,,,
1995-11-17 00:00:00+00:00,,,,,,,
1995-11-24 00:00:00+00:00,,,,,,,
1995-12-01 00:00:00+00:00,,,,,,,
1995-12-08 00:00:00+00:00,,,,,,,
1995-12-15 00:00:00+00:00,,,,,,,
1995-12-22 00:00:00+00:00,,,,,,,
1995-12-29 00:00:00+00:00,,,,,,,
1996-01-05 00:00:00+00:00,,,,,,,
1996-01-12 00:00:00+00:00,,,,,,,
1996-01-19 00:00:00+00:00,,,,,,,
1996-01-26 00:00:00+00:00,,,,,,,
1996-02-02 00:00:00+00:00,,,,,,,
1996-02-09 00:00:00+00:00,,,,,,,
1996-02-16 00:00:00+00:00,,,,,,,
1996-02-23 00:00:00+00:00,,,,,,,
1996-03-01 00:00:00+00:00,,,,,,,
1996-03-08 00:00:00+00:00,,,,,,,
1996-03-15 00:00:00+00:00,,,,,,,
1996-03-22 00:00:00+00:00,,,,,,,
1996-03-29 00:00:00+00:00,,,,,,,
1996-04-05 00:00:00+00:00,,,,,,,
1996-04-12 00:00:00+00:00,,,,,,,
1996-04-19 00:00:00+00:00,,,,,,,
1996-04-26 00:00:00+00:00,,,,,,,
1996-05-03 00:00:00+00:00,,,,,,,
1996-05-10 00:00:00+00:00,,,,,,,
1996-05-17 00:00:00+00:00,,,,,,,
1996-05-24 00:00:00+00:00,,,,,,,
1996-05-31 00:00:00+00:00,,,,,,,
1996-06-07 00:00:00+00:00,,,,,,,
1996-06-14 00:00:00+00:00,,,,,,,
1996-06-21 00:00:00+00:00,,,,,,,
1996-06-28 00:00:00+00:00,,,,,,,
1996-07-05 00:00:00+00:00,,,,,,,
1996-07-12 00:00:00+00:00,,,,,,,
1996-07-19 00:00:00+00:00,,,,,,,
1996-07-26 00:00:00+00:00,,,,,,,
1996-08-02 00:00:00+00:00,,,,,,,
1996-08-09 00:00:00+00:00,,,,,,,
1996-08-16 00:00:00+00:00,,,,,,,
1996-08-23 00:00:00+00:00,,,,,,,
1996-08-30 00:00:00+00:00,,,,,,,
1996-09-06 00:00:00+00:00,,,,,,,
1996-09-13 00:00:00+00:00,,,,,,,
1996-09-20 00:00:00+00:00,,,,,,,
1996-09-27 00:00:00+00:00,,,,,,,
1996-10-04 00:00:00+00:00,,,,,,,
1996-10-11 00:00:00+00:00,,,,,,,
1996-10-18 00:00:00+00:00,,,,,,,
1996-10-25 00:00:00+00:00,,,,,,,
1996-11-01 00:00:00+00:00,,,,,,,
1996-11-08 00:00:00+00:00,,,,,,,
1996-11-15 00:00:00+00:00,,,,,,,
1996-11-22 00:00:00+00:00,,,,,,,
1996-11-29 00:00:00+00:00,,,,,,,
1996-12-06 00:00:00+00:00,,,,,,,
1996-12-13 00:00:00+00:00,,,,,,,
1996-12-20 00:00:00+00:00,,,,,,,
1996-12-27 00:00:00+00:00,,,,,,,
1997-01-03 00:00:00+00:00,,,,,,,
1997-01-10 00:00:00+00:00,,,,,,,
1997-01-17 00:00:00+00:00,,,,,,,
1997-01-24 00:00:00+00:00,,,,,,,
1997-01-31 00:00:00+00:00,,,,,,,
1997-02-07 00:00:00+00:00,,,,,,,
1997-02-14 00:00:00+00:00,,,,,,,
1997-02-21 00:00:00+00:00,,,,,,,
1997-02-28 00:00:00+00:00,,,,,,,
1997-03-07 00:00:00+00:00,,,,,,,
1997-03-14 00:00:00+00:00,,,,,,,
1997-03-21 00:00:00+00:00,,,,,,,
1997-03-28 00:00:00+00:00,,,,,,,
1997-04-04 00:00:00+00:00,,,,,,,
1997-04-11 00:00:00+00:00,,,,,,,
1997-04-18 00:00:00+00:00,,,,,,,
1997-04-25 00:00:00+00:00,,,,,,,
1997-05-02 00:00:00+00:00,,,,,,,
1997-05-09 00:00:00+00:00,,,,,,,
1997-05-16 00:00:00+00:00,,,,,,,
1997-05-23 00:00:00+00:00,,,,,,,
1997-05-30 00:00:00+00:00,,,,,,,
1997-06-06 00:00:00+00:00,,,,,,,
1997-06-13 00:00:00+00:00,,,,,,,
1997-06-20 00:00:00+00:00,,,,,,,
1997-06-27 00:00:00+00:00,,,,,,,
1997-07-04 00:00:00+00:00,,,,,,,
1997-07-11 00:00:00+00:00,,,,,,,
1997-07-18 00:00:00+00:00,,,,,,,
1997-07-25 00:00:00+00:00,,,,,,,
1997-08-01 00:00:00+00:00,,,,,,,
1997-08-08 00:00:00+00:00,,,,,,,
1997-08-15 00:00:00+00:00,,,,,,,
1997-08-22 00:00:00+00:00,,,,,,,
1997-08-29 00:00:00+00:00,,,,,,,
1997-09-05 00:00:00+00:00,,,,,,,
1997-09-12 00:00:00+00:00,,,,,,,
1997-09-19 00:00:00+00:00,,,,,,,
1997-09-26 00:00:00+00:00,,,,,,,
1997-10-03 00:00:00+00:00,,,,,,,
1997-10-10 00:00:00+00:00,,,,,,,
1997-10-17 00:00:00+00:00,,,,,,,
1997-10-24 00:00:00+00:00,,,,,,,
1997-10-31 00:00:00+00:00,,,,,,,
1997-11-07 00:00:00+00:00,,,,,,,
1997-11-14 00:00:00+00:00,,,,,,,
1997-11-21 00:00:00+00:00,,,,,,,
1997-11-28 00:00:00+00:00,,,,,,,
1997-12-05 00:00:00+00:00,,,,,,,
1997-12-12 00:00:00+00:00,,,,,,,
1997-12-19 00:00:00+00:00,,,,,,,
1997-12-22 00:00:00+00:00,,,,,,,
1997-12-26 00:00:00+00:00,,,,,,,
1998-01-02 00:00:00+00:00,,,,,,,
1998-01-09 00:00:00+00:00,,,,,,,
1998-01-16 00:00:00+00:00,,,,,,,
1998-01-23 00:00:00+00:00,,,,,,,
1998-01-30 00:00:00+00:00,,,,,,,
1998-02-06 00:00:00+00:00,,,,,,,
1998-02-13 00:00:00+00:00,,,,,,,
1998-02-20 00:00:00+00:00,,,,,,,
1998-02-27 00:00:00+00:00,,,,,,,
1998-03-06 00:00:00+00:00,,,,,,,
1998-03-13 00:00:00+00:00,,,,,,,
1998-03-20 00:00:00+00:00,,,,,,,
1998-03-27 00:00:00+00:00,,,,,,,
1998-04-03 00:00:00+00:00,,,,,,,
1998-04-10 00:00:00+00:00,,,,,,,
1998-04-17 00:00:00+00:00,,,,,,,
1998-04-24 00:00:00+00:00,,,,,,,
1998-05-01 00:00:00+00:00,,,,,,,
1998-05-08 00:00:00+00:00,,,,,,,
1998-05-15 00:00:00+00:00,,,,,,,
1998-05-22 00:00:00+00:00,,,,,,,
1998-05-29 00:00:00+00:00,,,,,,,
1998-06-05 00:00:00+00:00,,,,,,,
1998-06-12 00:00:00+00:00,,,,,,,
1998-06-19 00:00:00+00:00,,,,,,,
1998-06-26 00:00:00+00:00,,,,,,,
1998-07-03 00:00:00+00:00,,,,,,,
1998-07-10 00:00:00+00:00,,,,,,,
1998-07-17 00:00:00+00:00,,,,,,,
1998-07-24 00:00:00+00:00,,,,,,,
1998-07-31 00:00:00+00:00,,,,,,,
1998-08-07 00:00:00+00:00,,,,,,,
1998-08-14 00:00:00+00:00,,,,,,,
1998-08-21 00:00:00+00:00,,,,,,,
1998-08-28 00:00:00+00:00,,,,,,,
1998-09-04 00:00:00+00:00,,,,,,,
1998-09-11 00:00:00+00:00,,,,,,,
1998-09-18 00:00:00+00:00,,,,,,,
1998-09-25 00:00:00+00:00,,,,,,,
1998-10-02 00:00:00+00:00,,,,,,,
1998-10-09 00:00:00+00:00,,,,,,,
1998-10-16 00:00:00+00:00,,,,,,,
1998-10-23 00:00:00+00:00,,,,,,,
1998-10-30 00:00:00+00:00,,,,,,,
1998-11-06 00:00:00+00:00,,,,,,,
1998-11-13 00:00:00+00:00,,,,,,,
1998-11-20 00:00:00+00:00,,,,,,,
1998-11-27 00:00:00+00:00,,,,,,,
1998-12-04 00:00:00+00:00,,,,,,,
1998-12-11 00:00:00+00:00,,,,,,,
1998-12-18 00:00:00+00:00,,,,,,,
1998-12-25 00:00:00+00:00,,,,,,,
1999-01-01 00:00:00+00:00,,,,,,,
1999-01-08 00:00:00+00:00,,,,,,,
1999-01-15 00:00:00+00:00,,,,,,,
1999-01-22 00:00:00+00:00,,,,,,,
1999-01-29 00:00:00+00:00,,,,,,,
1999-02-05 00:00:00+00:00,,,,,,,
1999-02-12 00:00:00+00:00,,,,,,,
1999-02-19 00:00:00+00:00,,,,,,,
1999-02-26 00:00:00+00:00,,,,,,,
1999-03-05 00:00:00+00:00,,,,,,,
1999-03-12 00:00:00+00:00,,,,,,,
1999-03-19 00:00:00+00:00,,,,,,,
1999-03-26 00:00:00+00:00,,,,,,,
1999-04-02 00:00:00+00:00,,,,,,,
1999-04-09 00:00:00+00:00,,,,,,,
1999-04-16 00:00:00+00:00,,,,,,,
1999-04-23 00:00:00+00:00,,,,,,,
1999-04-30 00:00:00+00:00,,,,,,,
1999-05-07 00:00:00+00:00,,,,,,,
1999-05-14 00:00:00+00:00,,,,,,,
1999-05-21 00:00:00+00:00,,,,,,,
1999-05-28 00:00:00+00:00,,,,,,,
1999-06-04 00:00:00+00:00,,,,,,,
1999-06-11 00:00:00+00:00,,,,,,,
1999-06-18 00:00:00+00:00,,,,,,,
1999-06-25 00:00:00+00:00,,,,,,,
1999-07-02 00:00:00+00:00,,,,,,,
1999-07-09 00:00:00+00:00,,,,,,,
1999-07-16 00:00:00+00:00,,,,,,,
1999-07-23 00:00:00+00:00,,,,,,,
1999-07-30 00:00:00+00:00,,,,,,,
1999-08-06 00:00:00+00:00,,,,,,,
1999-08-13 00:00:00+00:00,,,,,,,
1999-08-20 00:00:00+00:00,,,,,,,
1999-08-27 00:00:00+00:00,,,,,,,
1999-09-03 00:00:00+00:00,,,,,,,
1999-09-10 00:00:00+00:00,,,,,,,
1999-09-17 00:00:00+00:00,,,,,,,
1999-09-24 00:00:00+00:00,,,,,,,
1999-10-01 00:00:00+00:00,,,,,,,
1999-10-08 00:00:00+00:00,,,,,,,
1999-10-15 00:00:00+00:00,,,,,,,
1999-10-22 00:00:00+00:00,,,,,,,
1999-10-29 00:00:00+00:00,,,,,,,
1999-11-05 00:00:00+00:00,,,,,,,
1999-11-12 00:00:00+00:00,,,,,,,
1999-11-19 00:00:00+00:00,,,,,,,
1999-11-26 00:00:00+00:00,,,,,,,
1999-12-03 00:00:00+00:00,,,,,,,
1999-12-10 00:00:00+00:00,,,,,,,
1999-12-17 00:00:00+00:00,,,,,,,
1999-12-24 00:00:00+00:00,,,,,,,
1999-12-31 00:00:00+00:00,,,,,,,
2000-01-07 00:00:00+00:00,,,,,,,
2000-01-14 00:00:00+00:00,,,,,,,
2000-01-21 00:00:00+00:00,,,,,,,
2000-01-28 00:00:00+00:00,,,,,,,
2000-02-04 00:00:00+00:00,,,,,,,
2000-02-11 00:00:00+00:00,,,,,,,
2000-02-18 00:00:00+00:00,,,,,,,
2000-02-25 00:00:00+00:00,,,,,,,
2000-03-03 00:00:00+00:00,,,,,,,
2000-03-10 00:00:00+00:00,,,,,,,
2000-03-17 00:00:00+00:00,,,,,,,
2000-03-24 00:00:00+00:00,,,,,,,
2000-03-31 00:00:00+00:00,,,,,,,
2000-04-07 00:00:00+00:00,,,,,,,
2000-04-14 00:00:00+00:00,,,,,,,
2000-04-21 00:00:00+00:00,,,,,,,
2000-04-28 00:00:00+00:00,,,,,,,
2000-05-05 00:00:00+00:00,,,,,,,
2000-05-12 00:00:00+00:00,,,,,,,
2000-05-19 00:00:00+00:00,,,,,,,
2000-05-26 00:00:00+00:00,,,,,,,
2000-06-02 00:00:00+00:00,,,,,,,
2000-06-09 00:00:00+00:00,,,,,,,
2000-06-16 00:00:00+00:00,,,,,,,
2000-06-23 00:00:00+00:00,,,,,,,
2000-06-30 00:00:00+00:00,,,,,,,
2000-07-08 00:00:00+00:00,,,,,,,
2000-07-14 00:00:00+00:00,,,,,,,
2000-07-21 00:00:00+00:00,,,,,,,
2000-07-28 00:00:00+00:00,,,,,,,
2000-08-04 00:00:00+00:00,,,,,,,
2000-08-11 00:00:00+00:00,,,,,,,
2000-08-18 00:00:00+00:00,,,,,,,
2000-08-25 00:00:00+00:00,,,,,,,
2000-09-01 00:00:00+00:00,,,,,,,
2000-09-08 00:00:00+00:00,,,,,,,
2000-09-15 00:00:00+00:00,,,,,,,
2000-09-22 00:00:00+00:00,,,,,,,
2000-09-29 00:00:00+00:00,,,,,,,
