time,dollar_beta_xs,dollar_beta_xs_36m,dollar_beta_afd,dollar_rx_tsmom,dollar_ew
2011-12-08 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2011-12-09 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2011-12-12 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2011-12-13 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2011-12-14 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2011-12-15 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2011-12-16 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2011-12-19 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2011-12-20 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2011-12-21 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2011-12-22 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2011-12-23 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2011-12-26 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2011-12-27 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2011-12-28 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2011-12-29 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2011-12-30 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2012-01-02 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2012-01-03 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2012-01-04 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2012-01-05 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2012-01-06 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2012-01-09 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2012-01-10 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
2012-01-11 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0
