time,soft_low_cip_stress
2018-09-30 00:00:00+00:00,0.0
2018-10-31 00:00:00+00:00,0.0
2018-11-30 00:00:00+00:00,0.0
2018-12-31 00:00:00+00:00,0.0
2019-01-31 00:00:00+00:00,0.0
2019-02-28 00:00:00+00:00,0.0
2019-03-31 00:00:00+00:00,0.0
2019-04-30 00:00:00+00:00,0.0
2019-05-31 00:00:00+00:00,0.0
2019-06-30 00:00:00+00:00,0.0
2019-07-31 00:00:00+00:00,0.0
2019-08-31 00:00:00+00:00,0.0
2019-09-30 00:00:00+00:00,0.0
2019-10-31 00:00:00+00:00,0.0
2019-11-30 00:00:00+00:00,0.0
2019-12-31 00:00:00+00:00,0.0
2020-01-31 00:00:00+00:00,0.0
2020-02-29 00:00:00+00:00,0.0
2020-03-31 00:00:00+00:00,0.0
2020-04-30 00:00:00+00:00,-0.00017457919841934455
2020-05-31 00:00:00+00:00,0.007718652882311883
2020-06-30 00:00:00+00:00,0.0025668145717527846
2020-07-31 00:00:00+00:00,0.0006179916539057473
2020-08-31 00:00:00+00:00,-0.00027426285419973606
2020-09-30 00:00:00+00:00,-0.004878250908654347
2020-10-31 00:00:00+00:00,-0.0003043386140474391
2020-11-30 00:00:00+00:00,0.0053662448925704265
2020-12-31 00:00:00+00:00,0.0002958237753640791
2021-01-31 00:00:00+00:00,0.006215756399354344
2021-02-28 00:00:00+00:00,0.008467212379585476
2021-03-31 00:00:00+00:00,0.011987951628478655
2021-04-30 00:00:00+00:00,0.0014118553306989856
2021-05-31 00:00:00+00:00,0.00486565208819556
2021-06-30 00:00:00+00:00,0.0016350159913278706
2021-07-31 00:00:00+00:00,-0.00018481414842408395
2021-08-31 00:00:00+00:00,0.0
2021-09-30 00:00:00+00:00,0.0
2021-10-31 00:00:00+00:00,0.0
2021-11-30 00:00:00+00:00,0.0
2021-12-31 00:00:00+00:00,0.0
2022-01-31 00:00:00+00:00,0.0
2022-02-28 00:00:00+00:00,0.0
2022-03-31 00:00:00+00:00,0.0
2022-04-30 00:00:00+00:00,0.0
2022-05-31 00:00:00+00:00,0.0
2022-06-30 00:00:00+00:00,0.0
2022-07-31 00:00:00+00:00,0.0
2022-08-31 00:00:00+00:00,0.0
2022-09-30 00:00:00+00:00,0.0
2022-10-31 00:00:00+00:00,0.0
2022-11-30 00:00:00+00:00,0.0
2022-12-31 00:00:00+00:00,0.0
2023-01-31 00:00:00+00:00,0.0
2023-02-28 00:00:00+00:00,0.0
2023-03-31 00:00:00+00:00,0.0
2023-04-30 00:00:00+00:00,0.0
2023-05-31 00:00:00+00:00,0.0
2023-06-30 00:00:00+00:00,0.0
2023-07-31 00:00:00+00:00,0.0
2023-08-31 00:00:00+00:00,0.0
2023-09-30 00:00:00+00:00,0.0
2023-10-31 00:00:00+00:00,0.0
2023-11-30 00:00:00+00:00,0.0
2023-12-31 00:00:00+00:00,0.0
2024-01-31 00:00:00+00:00,0.0
2024-02-29 00:00:00+00:00,0.0
2024-03-31 00:00:00+00:00,0.0
2024-04-30 00:00:00+00:00,0.0
2024-05-31 00:00:00+00:00,0.0
2024-06-30 00:00:00+00:00,0.0
2024-07-31 00:00:00+00:00,0.0022312646142668147
2024-08-31 00:00:00+00:00,-0.002018425217729436
2024-09-30 00:00:00+00:00,8.77347132361983e-05
2024-10-31 00:00:00+00:00,-0.0008604310891949796
2024-11-30 00:00:00+00:00,-0.003424527470497929
2024-12-31 00:00:00+00:00,-0.0004201383399887737
2025-01-31 00:00:00+00:00,-0.00236963960374037
2025-02-28 00:00:00+00:00,-0.0026727980860179468
2025-03-31 00:00:00+00:00,0.0010898288201686146
2025-04-30 00:00:00+00:00,0.003289555167305336
2025-05-31 00:00:00+00:00,-0.0002021561452804077
2025-06-30 00:00:00+00:00,0.002616963823949936
2025-07-31 00:00:00+00:00,0.001741035292966986
2025-08-31 00:00:00+00:00,0.0010798286772628618
2025-09-30 00:00:00+00:00,0.0004691135047771855
2025-10-31 00:00:00+00:00,-0.001465070818625902
2025-11-30 00:00:00+00:00,0.0007748578452522192
2025-12-31 00:00:00+00:00,-0.001970994461135689
2026-01-31 00:00:00+00:00,-0.0008898801510709431
2026-02-28 00:00:00+00:00,0.00034004145114829853
2026-03-31 00:00:00+00:00,0.0028208180793130033
2026-04-30 00:00:00+00:00,0.00155481213970865
2026-05-31 00:00:00+00:00,0.0004230531788587122
2026-06-30 00:00:00+00:00,5.6377450694089504e-05
2026-07-31 00:00:00+00:00,0.002468738729044073
2026-08-31 00:00:00+00:00,0.0042042861655740005
2026-09-30 00:00:00+00:00,-0.0008968628119541133
