time,us_lfp_haven_usd
2011-10-31 00:00:00+00:00,-0.0220569610086363
2011-11-30 00:00:00+00:00,0.023536196315111724
2011-12-31 00:00:00+00:00,0.0016398349478101704
2012-01-31 00:00:00+00:00,-0.012370840216050394
2012-02-29 00:00:00+00:00,-0.008728208051318354
2012-03-31 00:00:00+00:00,0.006505652999931444
2012-04-30 00:00:00+00:00,-0.0017613233658578809
2012-05-31 00:00:00+00:00,0.027848775230343792
2012-06-30 00:00:00+00:00,-0.006935840803007021
2012-07-31 00:00:00+00:00,-0.0063534515746589415
2012-08-31 00:00:00+00:00,-0.0014890518976314882
2012-09-30 00:00:00+00:00,-0.008186580427376855
2012-10-31 00:00:00+00:00,-2.0461931724669036e-05
2012-11-30 00:00:00+00:00,-0.001243682483522024
2012-12-31 00:00:00+00:00,-0.0017790442807150697
2013-01-31 00:00:00+00:00,-0.0011570364923250143
2013-02-28 00:00:00+00:00,-0.0015601393323803059
2013-03-31 00:00:00+00:00,-0.0013102354175186237
2013-04-30 00:00:00+00:00,-0.0009954302213621702
2013-05-31 00:00:00+00:00,0.01395361047117083
2013-06-30 00:00:00+00:00,0.008206345140623794
2013-07-31 00:00:00+00:00,-0.005284852487727365
2013-08-31 00:00:00+00:00,0.00288003880078036
2013-09-30 00:00:00+00:00,-0.015941118886195427
2013-10-31 00:00:00+00:00,-0.0004926661529364162
2013-11-30 00:00:00+00:00,0.00450511403690701
2013-12-31 00:00:00+00:00,-0.0024664841958660366
2014-01-31 00:00:00+00:00,0.007206058065670762
2014-02-28 00:00:00+00:00,-0.005973936049940676
2014-03-31 00:00:00+00:00,-0.006063300965369334
2014-04-30 00:00:00+00:00,-0.0018862710716859299
2014-05-31 00:00:00+00:00,0.0033504532543788823
2014-06-30 00:00:00+00:00,-0.0072198906406019114
2014-07-31 00:00:00+00:00,-0.0008333797695604384
2014-08-31 00:00:00+00:00,0.004440291090354043
2014-09-30 00:00:00+00:00,0.018898007796044336
2014-10-31 00:00:00+00:00,-0.00015391944722897843
2014-11-30 00:00:00+00:00,0.0059006485457424596
2014-12-31 00:00:00+00:00,0.008916477270984435
2015-01-31 00:00:00+00:00,0.018125034534680617
2015-02-28 00:00:00+00:00,0.0006155144923403189
2015-03-31 00:00:00+00:00,0.0
2015-04-30 00:00:00+00:00,-0.015287123337534458
2015-05-31 00:00:00+00:00,0.002981219248080036
2015-06-30 00:00:00+00:00,-0.0024756686961171503
2015-07-31 00:00:00+00:00,0.012801892501062007
2015-08-31 00:00:00+00:00,0.0003927073942682213
2015-09-30 00:00:00+00:00,0.0
2015-10-31 00:00:00+00:00,-0.0032280005301040804
2015-11-30 00:00:00+00:00,0.009048140042051012
2015-12-31 00:00:00+00:00,-0.006119411020366061
2016-01-31 00:00:00+00:00,0.010714885791756279
2016-02-29 00:00:00+00:00,-0.0029469733982778745
2016-03-31 00:00:00+00:00,-0.0004455383774109034
2016-04-30 00:00:00+00:00,0.0
2016-05-31 00:00:00+00:00,0.0
2016-06-30 00:00:00+00:00,0.0
2016-07-31 00:00:00+00:00,0.0
2016-08-31 00:00:00+00:00,0.0
2016-09-30 00:00:00+00:00,0.0
2016-10-31 00:00:00+00:00,0.0
2016-11-30 00:00:00+00:00,0.0
2016-12-31 00:00:00+00:00,0.0
2017-01-31 00:00:00+00:00,0.0
2017-02-28 00:00:00+00:00,0.0
2017-03-31 00:00:00+00:00,0.0
2017-04-30 00:00:00+00:00,0.0
2017-05-31 00:00:00+00:00,0.0
2017-06-30 00:00:00+00:00,0.0
2017-07-31 00:00:00+00:00,0.0
2017-08-31 00:00:00+00:00,0.0
2017-09-30 00:00:00+00:00,0.0
2017-10-31 00:00:00+00:00,0.0
2017-11-30 00:00:00+00:00,0.0
2017-12-31 00:00:00+00:00,0.0
2018-01-31 00:00:00+00:00,0.0
2018-02-28 00:00:00+00:00,0.0
2018-03-31 00:00:00+00:00,0.0
2018-04-30 00:00:00+00:00,0.0
2018-05-31 00:00:00+00:00,0.0
2018-06-30 00:00:00+00:00,0.0
2018-07-31 00:00:00+00:00,0.0
2018-08-31 00:00:00+00:00,0.0
2018-09-30 00:00:00+00:00,0.0
2018-10-31 00:00:00+00:00,0.0
2018-11-30 00:00:00+00:00,0.0
2018-12-31 00:00:00+00:00,0.0
2019-01-31 00:00:00+00:00,0.0
2019-02-28 00:00:00+00:00,0.0
2019-03-31 00:00:00+00:00,0.0
2019-04-30 00:00:00+00:00,0.0
2019-05-31 00:00:00+00:00,0.0
2019-06-30 00:00:00+00:00,0.0
2019-07-31 00:00:00+00:00,0.0
2019-08-31 00:00:00+00:00,0.0
2019-09-30 00:00:00+00:00,0.0
2019-10-31 00:00:00+00:00,0.0
2019-11-30 00:00:00+00:00,0.0
2019-12-31 00:00:00+00:00,0.0
2020-01-31 00:00:00+00:00,0.0
2020-02-29 00:00:00+00:00,0.0
2020-03-31 00:00:00+00:00,0.0
2020-04-30 00:00:00+00:00,0.0
2020-05-31 00:00:00+00:00,0.0
2020-06-30 00:00:00+00:00,0.0
2020-07-31 00:00:00+00:00,0.0
2020-08-31 00:00:00+00:00,-0.008418005464304934
2020-09-30 00:00:00+00:00,0.00933554533941705
2020-10-31 00:00:00+00:00,0.0003796642697815322
2020-11-30 00:00:00+00:00,-0.01476053952682821
2020-12-31 00:00:00+00:00,0.0012008414683162272
2021-01-31 00:00:00+00:00,0.0
