time,us_gpr_stress_fx
2018-05-31 00:00:00+00:00,-0.001713709486772963
2018-06-30 00:00:00+00:00,-0.010356728161568851
2018-07-31 00:00:00+00:00,0.003235591832258189
2018-08-31 00:00:00+00:00,-0.00028809486763925474
2018-09-30 00:00:00+00:00,0.0
2018-10-31 00:00:00+00:00,0.0
2018-11-30 00:00:00+00:00,0.0
2018-12-31 00:00:00+00:00,0.0
2019-01-31 00:00:00+00:00,0.0
2019-02-28 00:00:00+00:00,0.0
2019-03-31 00:00:00+00:00,0.0
2019-04-30 00:00:00+00:00,0.0
2019-05-31 00:00:00+00:00,0.0
2019-06-30 00:00:00+00:00,0.0
2019-07-31 00:00:00+00:00,0.0
2019-08-31 00:00:00+00:00,0.0
2019-09-30 00:00:00+00:00,0.0
2019-10-31 00:00:00+00:00,0.0
2019-11-30 00:00:00+00:00,0.0
2019-12-31 00:00:00+00:00,0.0
2020-01-31 00:00:00+00:00,0.0
2020-02-29 00:00:00+00:00,0.0
2020-03-31 00:00:00+00:00,-0.013068108895608166
2020-04-30 00:00:00+00:00,-0.0019557637147717966
2020-05-31 00:00:00+00:00,0.0
2020-06-30 00:00:00+00:00,0.0
2020-07-31 00:00:00+00:00,0.0
2020-08-31 00:00:00+00:00,0.0
2020-09-30 00:00:00+00:00,0.0
2020-10-31 00:00:00+00:00,0.0
2020-11-30 00:00:00+00:00,0.0
2020-12-31 00:00:00+00:00,0.0
2021-01-31 00:00:00+00:00,0.0
2021-02-28 00:00:00+00:00,0.0
2021-03-31 00:00:00+00:00,0.0
2021-04-30 00:00:00+00:00,0.0
2021-05-31 00:00:00+00:00,0.0
2021-06-30 00:00:00+00:00,0.0
2021-07-31 00:00:00+00:00,0.0
2021-08-31 00:00:00+00:00,0.0
2021-09-30 00:00:00+00:00,0.0
2021-10-31 00:00:00+00:00,0.0
2021-11-30 00:00:00+00:00,0.0
2021-12-31 00:00:00+00:00,0.0
2022-01-31 00:00:00+00:00,0.0
2022-02-28 00:00:00+00:00,0.0
2022-03-31 00:00:00+00:00,-0.0020161836327688976
2022-04-30 00:00:00+00:00,-0.02618995391593415
2022-05-31 00:00:00+00:00,0.00642837238539995
2022-06-30 00:00:00+00:00,-0.015038645081129287
2022-07-31 00:00:00+00:00,-0.0018470582712286632
2022-08-31 00:00:00+00:00,0.0
2022-09-30 00:00:00+00:00,0.0
2022-10-31 00:00:00+00:00,0.0
2022-11-30 00:00:00+00:00,0.0
2022-12-31 00:00:00+00:00,0.004552031281124691
2023-01-31 00:00:00+00:00,0.0027255771032728138
2023-02-28 00:00:00+00:00,0.0
2023-03-31 00:00:00+00:00,0.0
2023-04-30 00:00:00+00:00,0.0
2023-05-31 00:00:00+00:00,0.0
2023-06-30 00:00:00+00:00,0.0
2023-07-31 00:00:00+00:00,0.0
2023-08-31 00:00:00+00:00,0.0
2023-09-30 00:00:00+00:00,0.0
2023-10-31 00:00:00+00:00,0.0
2023-11-30 00:00:00+00:00,0.0
2023-12-31 00:00:00+00:00,0.013651212268120716
2024-01-31 00:00:00+00:00,-0.011834645474653738
2024-02-29 00:00:00+00:00,-0.005600918779670949
2024-03-31 00:00:00+00:00,-0.0032754283030114184
2024-04-30 00:00:00+00:00,-0.0024649313116495986
2024-05-31 00:00:00+00:00,0.0
2024-06-30 00:00:00+00:00,-0.003640963228234262
2024-07-31 00:00:00+00:00,-0.0015329956984887483
2024-08-31 00:00:00+00:00,0.0
2024-09-30 00:00:00+00:00,0.0
2024-10-31 00:00:00+00:00,0.0
2024-11-30 00:00:00+00:00,0.0
2024-12-31 00:00:00+00:00,0.0
2025-01-31 00:00:00+00:00,0.0
2025-02-28 00:00:00+00:00,0.0
2025-03-31 00:00:00+00:00,0.0
2025-04-30 00:00:00+00:00,0.0
2025-05-31 00:00:00+00:00,0.0046252262463464255
2025-06-30 00:00:00+00:00,-0.00012924927270374642
2025-07-31 00:00:00+00:00,-0.01612544466051702
2025-08-31 00:00:00+00:00,0.008140352694541164
2025-09-30 00:00:00+00:00,0.000566715302908305
2025-10-31 00:00:00+00:00,0.0
2025-11-30 00:00:00+00:00,0.0
2025-12-31 00:00:00+00:00,0.0
2026-01-31 00:00:00+00:00,0.0
2026-02-28 00:00:00+00:00,0.0
2026-03-31 00:00:00+00:00,-0.010520214547903306
2026-04-30 00:00:00+00:00,0.0007244123573633132
2026-05-31 00:00:00+00:00,-0.0029145935781001997
2026-06-30 00:00:00+00:00,-0.014827869819455497
2026-07-31 00:00:00+00:00,0.00777241848809207
2026-08-31 00:00:00+00:00,0.0017460353702463127
2026-09-30 00:00:00+00:00,0.0
