time,ted_usd
2011-10-31 00:00:00+00:00,0.0
2011-11-30 00:00:00+00:00,0.0
2011-12-31 00:00:00+00:00,0.004260564567974967
2012-01-31 00:00:00+00:00,0.0005674837940623512
2012-02-29 00:00:00+00:00,0.0
2012-03-31 00:00:00+00:00,0.0
2012-04-30 00:00:00+00:00,0.0
2012-05-31 00:00:00+00:00,0.0
2012-06-30 00:00:00+00:00,0.0
2012-07-31 00:00:00+00:00,0.0
2012-08-31 00:00:00+00:00,0.0
2012-09-30 00:00:00+00:00,0.0
2012-10-31 00:00:00+00:00,0.0
2012-11-30 00:00:00+00:00,0.0
2012-12-31 00:00:00+00:00,0.0
2013-01-31 00:00:00+00:00,0.0
2013-02-28 00:00:00+00:00,0.0
2013-03-31 00:00:00+00:00,0.0
2013-04-30 00:00:00+00:00,0.0
2013-05-31 00:00:00+00:00,0.0
2013-06-30 00:00:00+00:00,0.0
2013-07-31 00:00:00+00:00,0.0
2013-08-31 00:00:00+00:00,0.0
2013-09-30 00:00:00+00:00,0.0
2013-10-31 00:00:00+00:00,0.0
2013-11-30 00:00:00+00:00,0.0
2013-12-31 00:00:00+00:00,0.0
2014-01-31 00:00:00+00:00,0.0
2014-02-28 00:00:00+00:00,0.0
2014-03-31 00:00:00+00:00,0.0
2014-04-30 00:00:00+00:00,0.0
2014-05-31 00:00:00+00:00,0.0
2014-06-30 00:00:00+00:00,0.0
2014-07-31 00:00:00+00:00,-0.0018728217582525408
2014-08-31 00:00:00+00:00,-0.00023052988668392782
2014-09-30 00:00:00+00:00,0.011330994124445937
2014-10-31 00:00:00+00:00,-0.0002289642595854069
2014-11-30 00:00:00+00:00,0.0011879687023821361
2014-12-31 00:00:00+00:00,-0.00043841899660412853
2015-01-31 00:00:00+00:00,0.01654150211086658
2015-02-28 00:00:00+00:00,-0.0018520438489278979
2015-03-31 00:00:00+00:00,0.012365200104805796
2015-04-30 00:00:00+00:00,-0.01461256721228632
2015-05-31 00:00:00+00:00,0.011974600176931638
2015-06-30 00:00:00+00:00,-0.0007802637981797478
2015-07-31 00:00:00+00:00,0.013169832498374223
2015-08-31 00:00:00+00:00,0.00671499662910624
2015-09-30 00:00:00+00:00,0.001850732479458994
2015-10-31 00:00:00+00:00,-0.004056643508620783
2015-11-30 00:00:00+00:00,0.0039410042101639675
2015-12-31 00:00:00+00:00,-0.0013096166824436706
2016-01-31 00:00:00+00:00,0.014921228515147877
2016-02-29 00:00:00+00:00,-0.000874709822263342
2016-03-31 00:00:00+00:00,-0.011485911496329049
2016-04-30 00:00:00+00:00,-0.003324054531695264
2016-05-31 00:00:00+00:00,0.009873554606552926
2016-06-30 00:00:00+00:00,-0.0030231949639776268
2016-07-31 00:00:00+00:00,-0.01030855579699963
2016-08-31 00:00:00+00:00,0.0018005372832896605
2016-09-30 00:00:00+00:00,-0.0021805650353680095
2016-10-31 00:00:00+00:00,0.012037804637567984
2016-11-30 00:00:00+00:00,-0.005521742285454212
2016-12-31 00:00:00+00:00,0.0
2017-01-31 00:00:00+00:00,-0.0016251125844679581
2017-02-28 00:00:00+00:00,-0.0011982669826469117
2017-03-31 00:00:00+00:00,0.003917969623427275
2017-04-30 00:00:00+00:00,0.0
2017-05-31 00:00:00+00:00,0.0
2017-06-30 00:00:00+00:00,0.0
2017-07-31 00:00:00+00:00,0.0
2017-08-31 00:00:00+00:00,0.0
2017-09-30 00:00:00+00:00,0.0
2017-10-31 00:00:00+00:00,0.0
2017-11-30 00:00:00+00:00,0.0
2017-12-31 00:00:00+00:00,0.0
2018-01-31 00:00:00+00:00,0.0
2018-02-28 00:00:00+00:00,0.0
2018-03-31 00:00:00+00:00,-0.0006070957652225539
2018-04-30 00:00:00+00:00,0.010075191601170763
