time,us_cci_weak_fx
2019-01-31 00:00:00+00:00,0.007064785289530251
2019-02-28 00:00:00+00:00,0.0001185743762228686
2019-03-31 00:00:00+00:00,0.0
2019-04-30 00:00:00+00:00,-0.003937974224589191
2019-05-31 00:00:00+00:00,-0.004588649812655166
2019-06-30 00:00:00+00:00,0.01048946110260629
2019-07-31 00:00:00+00:00,-0.0027195102022753437
2019-08-31 00:00:00+00:00,0.0
2019-09-30 00:00:00+00:00,0.0
2019-10-31 00:00:00+00:00,0.0
2019-11-30 00:00:00+00:00,-0.0048352734810129805
2019-12-31 00:00:00+00:00,0.012018833211059121
2020-01-31 00:00:00+00:00,0.002109893480300107
2020-02-29 00:00:00+00:00,0.0
2020-03-31 00:00:00+00:00,0.0
2020-04-30 00:00:00+00:00,0.0
2020-05-31 00:00:00+00:00,0.0
2020-06-30 00:00:00+00:00,0.004068608641574656
2020-07-31 00:00:00+00:00,0.019972062021223147
2020-08-31 00:00:00+00:00,0.0053672907232922284
2020-09-30 00:00:00+00:00,-0.009322239021544498
2020-10-31 00:00:00+00:00,-0.000434194385086073
2020-11-30 00:00:00+00:00,0.014892439855653361
2020-12-31 00:00:00+00:00,0.011912916202542423
2021-01-31 00:00:00+00:00,-0.0030324392336337214
2021-02-28 00:00:00+00:00,0.003909514622585819
2021-03-31 00:00:00+00:00,-0.015518352475173303
2021-04-30 00:00:00+00:00,0.013245250513821194
2021-05-31 00:00:00+00:00,0.003725724359247451
2021-06-30 00:00:00+00:00,-0.0005700597051097045
2021-07-31 00:00:00+00:00,0.0
2021-08-31 00:00:00+00:00,0.0
2021-09-30 00:00:00+00:00,0.0
2021-10-31 00:00:00+00:00,0.0
2021-11-30 00:00:00+00:00,0.0
2021-12-31 00:00:00+00:00,0.0
2022-01-31 00:00:00+00:00,0.0
2022-02-28 00:00:00+00:00,0.0
2022-03-31 00:00:00+00:00,0.0
2022-04-30 00:00:00+00:00,0.0
2022-05-31 00:00:00+00:00,0.006363455805931562
2022-06-30 00:00:00+00:00,-0.015038645081129176
2022-07-31 00:00:00+00:00,0.0011177995399656027
2022-08-31 00:00:00+00:00,-0.014737289871613268
2022-09-30 00:00:00+00:00,-0.01693207058953039
2022-10-31 00:00:00+00:00,0.0002812884782619207
2022-11-30 00:00:00+00:00,-0.0017915353141829682
2022-12-31 00:00:00+00:00,0.0
2023-01-31 00:00:00+00:00,0.0
2023-02-28 00:00:00+00:00,0.0
2023-03-31 00:00:00+00:00,0.0
2023-04-30 00:00:00+00:00,0.0
2023-05-31 00:00:00+00:00,0.0
2023-06-30 00:00:00+00:00,0.0
2023-07-31 00:00:00+00:00,0.0
2023-08-31 00:00:00+00:00,0.0
2023-09-30 00:00:00+00:00,0.0
2023-10-31 00:00:00+00:00,0.0
2023-11-30 00:00:00+00:00,0.0
2023-12-31 00:00:00+00:00,0.0
2024-01-31 00:00:00+00:00,0.0
2024-02-29 00:00:00+00:00,0.0
2024-03-31 00:00:00+00:00,0.0
2024-04-30 00:00:00+00:00,0.0
2024-05-31 00:00:00+00:00,0.0
2024-06-30 00:00:00+00:00,0.0
2024-07-31 00:00:00+00:00,0.0
2024-08-31 00:00:00+00:00,0.0
2024-09-30 00:00:00+00:00,0.0
2024-10-31 00:00:00+00:00,0.0
2024-11-30 00:00:00+00:00,0.0
2024-12-31 00:00:00+00:00,0.0
2025-01-31 00:00:00+00:00,0.0
2025-02-28 00:00:00+00:00,0.0
2025-03-31 00:00:00+00:00,0.0
2025-04-30 00:00:00+00:00,0.0
2025-05-31 00:00:00+00:00,0.0
2025-06-30 00:00:00+00:00,0.010156407596890071
2025-07-31 00:00:00+00:00,-0.01553292151630925
2025-08-31 00:00:00+00:00,0.005028168843450143
2025-09-30 00:00:00+00:00,0.0
2025-10-31 00:00:00+00:00,0.0
2025-11-30 00:00:00+00:00,0.0
2025-12-31 00:00:00+00:00,0.0
2026-01-31 00:00:00+00:00,0.0
2026-02-28 00:00:00+00:00,-0.0006384252759997766
2026-03-31 00:00:00+00:00,-0.011826839394624589
2026-04-30 00:00:00+00:00,0.0007244123573633132
2026-05-31 00:00:00+00:00,0.0
2026-06-30 00:00:00+00:00,0.0
2026-07-31 00:00:00+00:00,0.0
2026-08-31 00:00:00+00:00,0.0
2026-09-30 00:00:00+00:00,0.0
