time,acm_tp_lvl_usd
2011-10-31 00:00:00+00:00,0.0
2011-11-30 00:00:00+00:00,0.0
2011-12-31 00:00:00+00:00,0.0
2012-01-31 00:00:00+00:00,-0.00020225070867818662
2012-02-29 00:00:00+00:00,0.0
2012-03-31 00:00:00+00:00,-0.0038581357097747793
2012-04-30 00:00:00+00:00,0.002382391221256608
2012-05-31 00:00:00+00:00,0.0
2012-06-30 00:00:00+00:00,0.0
2012-07-31 00:00:00+00:00,0.0
2012-08-31 00:00:00+00:00,0.0
2012-09-30 00:00:00+00:00,0.0
2012-10-31 00:00:00+00:00,0.0
2012-11-30 00:00:00+00:00,0.0
2012-12-31 00:00:00+00:00,0.00012016442292184237
2013-01-31 00:00:00+00:00,-0.0020981189345240514
2013-02-28 00:00:00+00:00,0.010155555822536355
2013-03-31 00:00:00+00:00,-0.0017050915247286413
2013-04-30 00:00:00+00:00,-0.0012795160459310173
2013-05-31 00:00:00+00:00,0.007016236085685135
2013-06-30 00:00:00+00:00,0.00820634514062335
2013-07-31 00:00:00+00:00,-0.005284852487727587
2013-08-31 00:00:00+00:00,0.002880038800780804
2013-09-30 00:00:00+00:00,-0.01594111888619587
2013-10-31 00:00:00+00:00,-0.0009333843365153527
2013-11-30 00:00:00+00:00,0.004292605234388347
2013-12-31 00:00:00+00:00,-0.0024664841958668138
2014-01-31 00:00:00+00:00,0.0070320449905052484
2014-02-28 00:00:00+00:00,-0.003780466766304169
2014-03-31 00:00:00+00:00,-0.004481459046056013
2014-04-30 00:00:00+00:00,-0.0025863494010486265
2014-05-31 00:00:00+00:00,-0.0003133612339220049
2014-06-30 00:00:00+00:00,-0.0002499695387047085
2014-07-31 00:00:00+00:00,-0.00023250155222198643
2014-08-31 00:00:00+00:00,0.0
2014-09-30 00:00:00+00:00,0.004942606319521703
2014-10-31 00:00:00+00:00,0.00019262841439271483
2014-11-30 00:00:00+00:00,0.0
2014-12-31 00:00:00+00:00,0.0
2015-01-31 00:00:00+00:00,0.0
2015-02-28 00:00:00+00:00,0.0
2015-03-31 00:00:00+00:00,0.0
2015-04-30 00:00:00+00:00,0.0
2015-05-31 00:00:00+00:00,0.0004322526869100507
2015-06-30 00:00:00+00:00,-0.0008667943344594642
2015-07-31 00:00:00+00:00,0.008202263111490637
2015-08-31 00:00:00+00:00,6.189916274945695e-05
2015-09-30 00:00:00+00:00,0.0010179032783446118
2015-10-31 00:00:00+00:00,0.0
2015-11-30 00:00:00+00:00,0.0035562523297727466
2015-12-31 00:00:00+00:00,-0.00039809821979963633
2016-01-31 00:00:00+00:00,0.004191681138278058
2016-02-29 00:00:00+00:00,0.0
2016-03-31 00:00:00+00:00,0.0
2016-04-30 00:00:00+00:00,0.0
2016-05-31 00:00:00+00:00,0.0
2016-06-30 00:00:00+00:00,0.0
2016-07-31 00:00:00+00:00,0.0
2016-08-31 00:00:00+00:00,0.0
2016-09-30 00:00:00+00:00,0.0
2016-10-31 00:00:00+00:00,0.0
2016-11-30 00:00:00+00:00,0.007935217150451424
2016-12-31 00:00:00+00:00,0.008681855599093513
2017-01-31 00:00:00+00:00,-0.013835797143510686
2017-02-28 00:00:00+00:00,0.0021627260904142354
2017-03-31 00:00:00+00:00,0.00014953516382609777
2017-04-30 00:00:00+00:00,-0.00015271363758750933
2017-05-31 00:00:00+00:00,-0.0024027277012451664
2017-06-30 00:00:00+00:00,5.4221280051169884e-05
2017-07-31 00:00:00+00:00,-0.0009769013462007647
2017-08-31 00:00:00+00:00,0.0
2017-09-30 00:00:00+00:00,0.0
2017-10-31 00:00:00+00:00,0.0
2017-11-30 00:00:00+00:00,0.0
2017-12-31 00:00:00+00:00,-0.0004078255338617609
2018-01-31 00:00:00+00:00,-0.010619704989511702
