time,acm_tp_usd
2011-10-31 00:00:00+00:00,0.0
2011-11-30 00:00:00+00:00,0.0
2011-12-31 00:00:00+00:00,0.0
2012-01-31 00:00:00+00:00,0.0
2012-02-29 00:00:00+00:00,0.0
2012-03-31 00:00:00+00:00,-0.002483279331080057
2012-04-30 00:00:00+00:00,0.0022834408213505686
2012-05-31 00:00:00+00:00,0.0
2012-06-30 00:00:00+00:00,0.0
2012-07-31 00:00:00+00:00,0.0
2012-08-31 00:00:00+00:00,0.0
2012-09-30 00:00:00+00:00,0.0
2012-10-31 00:00:00+00:00,0.0
2012-11-30 00:00:00+00:00,0.0
2012-12-31 00:00:00+00:00,0.0
2013-01-31 00:00:00+00:00,-7.500000000004725e-05
2013-02-28 00:00:00+00:00,0.0030398940141900255
2013-03-31 00:00:00+00:00,-0.0019572277720365516
2013-04-30 00:00:00+00:00,0.0
2013-05-31 00:00:00+00:00,0.0023023584065902103
2013-06-30 00:00:00+00:00,0.008206345140623572
2013-07-31 00:00:00+00:00,-0.00528485248772792
2013-08-31 00:00:00+00:00,0.00288003880078036
2013-09-30 00:00:00+00:00,-0.01594111888619565
2013-10-31 00:00:00+00:00,-0.004705876439245027
2013-11-30 00:00:00+00:00,0.0005219243317711175
2013-12-31 00:00:00+00:00,-0.0024664841958662587
2014-01-31 00:00:00+00:00,0.005514058519566989
2014-02-28 00:00:00+00:00,0.0
2014-03-31 00:00:00+00:00,0.0
2014-04-30 00:00:00+00:00,0.0
2014-05-31 00:00:00+00:00,0.0
2014-06-30 00:00:00+00:00,0.0
2014-07-31 00:00:00+00:00,0.0
2014-08-31 00:00:00+00:00,0.0
2014-09-30 00:00:00+00:00,0.0
2014-10-31 00:00:00+00:00,0.0
2014-11-30 00:00:00+00:00,0.0
2014-12-31 00:00:00+00:00,0.0
2015-01-31 00:00:00+00:00,0.0
2015-02-28 00:00:00+00:00,0.0
2015-03-31 00:00:00+00:00,0.0
2015-04-30 00:00:00+00:00,0.0
2015-05-31 00:00:00+00:00,0.0
2015-06-30 00:00:00+00:00,0.0010795618055969847
2015-07-31 00:00:00+00:00,0.003937323589340513
2015-08-31 00:00:00+00:00,0.0
2015-09-30 00:00:00+00:00,0.0
2015-10-31 00:00:00+00:00,0.0
2015-11-30 00:00:00+00:00,-0.001172818719937907
2015-12-31 00:00:00+00:00,0.0
2016-01-31 00:00:00+00:00,0.0
2016-02-29 00:00:00+00:00,0.0
2016-03-31 00:00:00+00:00,0.0
2016-04-30 00:00:00+00:00,0.0
2016-05-31 00:00:00+00:00,0.0
2016-06-30 00:00:00+00:00,0.0
2016-07-31 00:00:00+00:00,0.0
2016-08-31 00:00:00+00:00,0.0
2016-09-30 00:00:00+00:00,0.0
2016-10-31 00:00:00+00:00,0.0
2016-11-30 00:00:00+00:00,0.0032795676120755957
2016-12-31 00:00:00+00:00,0.008681855599093957
2017-01-31 00:00:00+00:00,-0.013835797143510242
2017-02-28 00:00:00+00:00,0.0021627260904140133
2017-03-31 00:00:00+00:00,-0.0013807223645103672
2017-04-30 00:00:00+00:00,0.0
2017-05-31 00:00:00+00:00,0.0
2017-06-30 00:00:00+00:00,0.0
2017-07-31 00:00:00+00:00,0.0
2017-08-31 00:00:00+00:00,0.0
2017-09-30 00:00:00+00:00,0.0
2017-10-31 00:00:00+00:00,0.0
2017-11-30 00:00:00+00:00,0.0
2017-12-31 00:00:00+00:00,0.0
2018-01-31 00:00:00+00:00,-0.00704035356130861
2018-02-28 00:00:00+00:00,0.008014829287012581
2018-03-31 00:00:00+00:00,0.0012018889895266671
2018-04-30 00:00:00+00:00,0.007872588095907407
2018-05-31 00:00:00+00:00,0.004612549334179095
2018-06-30 00:00:00+00:00,0.008548037045880807
2018-07-31 00:00:00+00:00,0.0
