time,baa_usd
2018-10-31 00:00:00+00:00,0.0013155310398795805
2018-11-30 00:00:00+00:00,-0.0058631308208463295
2018-12-31 00:00:00+00:00,0.0035839966995019346
2019-01-31 00:00:00+00:00,-0.009543830395996489
2019-02-28 00:00:00+00:00,0.002794122854118619
2019-03-31 00:00:00+00:00,-0.00034008663767226555
2019-04-30 00:00:00+00:00,-0.0003531009110371297
2019-05-31 00:00:00+00:00,0.0018863554837513785
2019-06-30 00:00:00+00:00,-0.01016853962748887
2019-07-31 00:00:00+00:00,0.0
2019-08-31 00:00:00+00:00,0.0
2019-09-30 00:00:00+00:00,0.0
2019-10-31 00:00:00+00:00,0.0
2019-11-30 00:00:00+00:00,0.0
2019-12-31 00:00:00+00:00,0.0
2020-01-31 00:00:00+00:00,0.0
2020-02-29 00:00:00+00:00,0.0
2020-03-31 00:00:00+00:00,0.014044823798510464
2020-04-30 00:00:00+00:00,-0.007091027779446257
2020-05-31 00:00:00+00:00,-0.003690726663121535
2020-06-30 00:00:00+00:00,-0.009057391791200353
2020-07-31 00:00:00+00:00,0.0
2020-08-31 00:00:00+00:00,0.0
2020-09-30 00:00:00+00:00,0.0
2020-10-31 00:00:00+00:00,0.0
2020-11-30 00:00:00+00:00,0.0
2020-12-31 00:00:00+00:00,0.0
2021-01-31 00:00:00+00:00,0.0
2021-02-28 00:00:00+00:00,0.0
2021-03-31 00:00:00+00:00,0.0
2021-04-30 00:00:00+00:00,0.0
2021-05-31 00:00:00+00:00,0.0
2021-06-30 00:00:00+00:00,0.0
2021-07-31 00:00:00+00:00,0.0
2021-08-31 00:00:00+00:00,0.0
2021-09-30 00:00:00+00:00,0.0
2021-10-31 00:00:00+00:00,0.0
2021-11-30 00:00:00+00:00,0.0
2021-12-31 00:00:00+00:00,0.0
2022-01-31 00:00:00+00:00,0.0
2022-02-28 00:00:00+00:00,0.003655998689729989
2022-03-31 00:00:00+00:00,-0.0016078968922181858
2022-04-30 00:00:00+00:00,-7.500000000004725e-05
2022-05-31 00:00:00+00:00,-0.009167141337972584
2022-06-30 00:00:00+00:00,0.002935991043831576
2022-07-31 00:00:00+00:00,-0.0012217138733003896
2022-08-31 00:00:00+00:00,0.01063310899290526
2022-09-30 00:00:00+00:00,-0.0051174972173635425
2022-10-31 00:00:00+00:00,-0.004549826847297989
2022-11-30 00:00:00+00:00,-0.008304658307785817
2022-12-31 00:00:00+00:00,0.0
2023-01-31 00:00:00+00:00,0.0
2023-02-28 00:00:00+00:00,0.0
2023-03-31 00:00:00+00:00,0.0
2023-04-30 00:00:00+00:00,0.0
2023-05-31 00:00:00+00:00,-0.002689401733389274
2023-06-30 00:00:00+00:00,0.0
2023-07-31 00:00:00+00:00,0.0
2023-08-31 00:00:00+00:00,0.0
2023-09-30 00:00:00+00:00,0.0
2023-10-31 00:00:00+00:00,0.0
2023-11-30 00:00:00+00:00,0.0
2023-12-31 00:00:00+00:00,0.0
2024-01-31 00:00:00+00:00,0.0
2024-02-29 00:00:00+00:00,0.0
2024-03-31 00:00:00+00:00,0.0
2024-04-30 00:00:00+00:00,0.0
2024-05-31 00:00:00+00:00,0.0
2024-06-30 00:00:00+00:00,0.0
2024-07-31 00:00:00+00:00,0.0
2024-08-31 00:00:00+00:00,-0.0030581586364207825
2024-09-30 00:00:00+00:00,-0.0018039629519089884
2024-10-31 00:00:00+00:00,0.0
2024-11-30 00:00:00+00:00,0.0
2024-12-31 00:00:00+00:00,0.0
2025-01-31 00:00:00+00:00,0.0
2025-02-28 00:00:00+00:00,0.0
2025-03-31 00:00:00+00:00,-0.0015050463648315082
2025-04-30 00:00:00+00:00,-0.02203676361345175
2025-05-31 00:00:00+00:00,-0.0020928934949366873
2025-06-30 00:00:00+00:00,-0.0026022739635892522
2025-07-31 00:00:00+00:00,0.0
2025-08-31 00:00:00+00:00,0.0
2025-09-30 00:00:00+00:00,-0.002011383573433001
2025-10-31 00:00:00+00:00,0.0
2025-11-30 00:00:00+00:00,0.0
2025-12-31 00:00:00+00:00,0.0
2026-01-31 00:00:00+00:00,0.0
2026-02-28 00:00:00+00:00,0.0
2026-03-31 00:00:00+00:00,-0.000926123741738949
2026-04-30 00:00:00+00:00,0.0
2026-05-31 00:00:00+00:00,0.0
2026-06-30 00:00:00+00:00,0.0
2026-07-31 00:00:00+00:00,0.0
2026-08-31 00:00:00+00:00,0.0
2026-09-30 00:00:00+00:00,0.0
