time,us_tb_gr_fx
2018-10-31 00:00:00+00:00,-0.007754104154711561
2018-11-30 00:00:00+00:00,0.005811821549398299
2018-12-31 00:00:00+00:00,-0.0036068729980573977
2019-01-31 00:00:00+00:00,0.009546369394106469
2019-02-28 00:00:00+00:00,-0.0028264059863486457
2019-03-31 00:00:00+00:00,-0.003978722011402702
2019-04-30 00:00:00+00:00,-0.0045199085029487
2019-05-31 00:00:00+00:00,-0.0045886498126550546
2019-06-30 00:00:00+00:00,0.010489461102606512
2019-07-31 00:00:00+00:00,-0.010454798891387895
2019-08-31 00:00:00+00:00,-0.001980848068265484
2019-09-30 00:00:00+00:00,-0.002606618372955838
2019-10-31 00:00:00+00:00,0.008916150399614242
2019-11-30 00:00:00+00:00,-0.0038250477771863967
2019-12-31 00:00:00+00:00,0.012018833211058677
2020-01-31 00:00:00+00:00,0.002109893480300329
2020-02-29 00:00:00+00:00,0.0
2020-03-31 00:00:00+00:00,0.0
2020-04-30 00:00:00+00:00,0.0
2020-05-31 00:00:00+00:00,0.0
2020-06-30 00:00:00+00:00,0.0
2020-07-31 00:00:00+00:00,0.0
2020-08-31 00:00:00+00:00,0.008239351648132942
2020-09-30 00:00:00+00:00,-0.009322239021544831
2020-10-31 00:00:00+00:00,-0.000434194385086184
2020-11-30 00:00:00+00:00,0.014892439855654027
2020-12-31 00:00:00+00:00,0.0119129162025422
2021-01-31 00:00:00+00:00,-0.0030324392336338324
2021-02-28 00:00:00+00:00,0.003909514622586485
2021-03-31 00:00:00+00:00,-0.015518352475173303
2021-04-30 00:00:00+00:00,0.013245250513821638
2021-05-31 00:00:00+00:00,0.003725724359247229
2021-06-30 00:00:00+00:00,-0.014345304991335461
2021-07-31 00:00:00+00:00,0.002367206344265016
2021-08-31 00:00:00+00:00,-0.004051255579654467
2021-09-30 00:00:00+00:00,-0.007956058277604594
2021-10-31 00:00:00+00:00,0.010580855023281543
2021-11-30 00:00:00+00:00,-0.015557740151387889
2021-12-31 00:00:00+00:00,0.002107812597086145
2022-01-31 00:00:00+00:00,-0.008629098053601791
2022-02-28 00:00:00+00:00,0.003635473122866939
2022-03-31 00:00:00+00:00,0.001611864751859926
2022-04-30 00:00:00+00:00,-0.02618995391593404
2022-05-31 00:00:00+00:00,0.006428372385400172
2022-06-30 00:00:00+00:00,-0.015038645081129065
2022-07-31 00:00:00+00:00,0.0011177995399651586
2022-08-31 00:00:00+00:00,-0.014737289871613046
2022-09-30 00:00:00+00:00,-0.01693207058953039
2022-10-31 00:00:00+00:00,0.00028128847826214276
2022-11-30 00:00:00+00:00,-0.0017915353141831902
2022-12-31 00:00:00+00:00,0.0
2023-01-31 00:00:00+00:00,0.0
2023-02-28 00:00:00+00:00,-0.015620944741909781
2023-03-31 00:00:00+00:00,-0.0012048609660659793
2023-04-30 00:00:00+00:00,0.0
2023-05-31 00:00:00+00:00,0.0
2023-06-30 00:00:00+00:00,0.0
2023-07-31 00:00:00+00:00,0.0
2023-08-31 00:00:00+00:00,0.0
2023-09-30 00:00:00+00:00,0.0
2023-10-31 00:00:00+00:00,0.0
2023-11-30 00:00:00+00:00,0.0
2023-12-31 00:00:00+00:00,0.0
2024-01-31 00:00:00+00:00,0.0
2024-02-29 00:00:00+00:00,0.0
2024-03-31 00:00:00+00:00,0.0
2024-04-30 00:00:00+00:00,0.0
2024-05-31 00:00:00+00:00,0.0
2024-06-30 00:00:00+00:00,0.0
2024-07-31 00:00:00+00:00,0.0
2024-08-31 00:00:00+00:00,0.0
2024-09-30 00:00:00+00:00,0.0
2024-10-31 00:00:00+00:00,0.0
2024-11-30 00:00:00+00:00,-0.006533068890542393
2024-12-31 00:00:00+00:00,0.0004992476549217084
2025-01-31 00:00:00+00:00,0.0013630144854201998
2025-02-28 00:00:00+00:00,-0.005671557221746393
2025-03-31 00:00:00+00:00,0.007694485753291902
2025-04-30 00:00:00+00:00,0.02219170963906003
2025-05-31 00:00:00+00:00,0.001941560267260778
2025-06-30 00:00:00+00:00,0.010177070840654112
2025-07-31 00:00:00+00:00,-0.015532921516309472
2025-08-31 00:00:00+00:00,0.005028168843450143
2025-09-30 00:00:00+00:00,0.0
2025-10-31 00:00:00+00:00,0.0
2025-11-30 00:00:00+00:00,0.0
2025-12-31 00:00:00+00:00,0.0
2026-01-31 00:00:00+00:00,0.0
2026-02-28 00:00:00+00:00,0.0
2026-03-31 00:00:00+00:00,0.0
2026-04-30 00:00:00+00:00,0.0
2026-05-31 00:00:00+00:00,0.0
2026-06-30 00:00:00+00:00,0.0
2026-07-31 00:00:00+00:00,0.0
2026-08-31 00:00:00+00:00,0.0
2026-09-30 00:00:00+00:00,0.0
