time,us_tb_gr_fx
2011-10-31 00:00:00+00:00,0.0
2011-11-30 00:00:00+00:00,0.0
2011-12-31 00:00:00+00:00,0.0
2012-01-31 00:00:00+00:00,0.0
2012-02-29 00:00:00+00:00,0.0
2012-03-31 00:00:00+00:00,0.0
2012-04-30 00:00:00+00:00,0.0
2012-05-31 00:00:00+00:00,0.0
2012-06-30 00:00:00+00:00,0.0
2012-07-31 00:00:00+00:00,0.0
2012-08-31 00:00:00+00:00,0.0
2012-09-30 00:00:00+00:00,0.0
2012-10-31 00:00:00+00:00,0.0
2012-11-30 00:00:00+00:00,0.0
2012-12-31 00:00:00+00:00,0.0
2013-01-31 00:00:00+00:00,0.0
2013-02-28 00:00:00+00:00,0.0
2013-03-31 00:00:00+00:00,0.0
2013-04-30 00:00:00+00:00,0.0
2013-05-31 00:00:00+00:00,0.0
2013-06-30 00:00:00+00:00,0.0
2013-07-31 00:00:00+00:00,0.0
2013-08-31 00:00:00+00:00,0.0
2013-09-30 00:00:00+00:00,0.0
2013-10-31 00:00:00+00:00,0.0
2013-11-30 00:00:00+00:00,0.0
2013-12-31 00:00:00+00:00,0.0
2014-01-31 00:00:00+00:00,0.0
2014-02-28 00:00:00+00:00,0.0
2014-03-31 00:00:00+00:00,0.0
2014-04-30 00:00:00+00:00,0.0
2014-05-31 00:00:00+00:00,0.0
2014-06-30 00:00:00+00:00,0.0
2014-07-31 00:00:00+00:00,0.0
2014-08-31 00:00:00+00:00,0.0
2014-09-30 00:00:00+00:00,0.0
2014-10-31 00:00:00+00:00,0.0
2014-11-30 00:00:00+00:00,0.0
2014-12-31 00:00:00+00:00,0.0
2015-01-31 00:00:00+00:00,0.0
2015-02-28 00:00:00+00:00,0.0
2015-03-31 00:00:00+00:00,0.0
2015-04-30 00:00:00+00:00,0.0
2015-05-31 00:00:00+00:00,0.0
2015-06-30 00:00:00+00:00,0.0
2015-07-31 00:00:00+00:00,-0.008823632006651039
2015-08-31 00:00:00+00:00,-0.0005427073942682048
2015-09-30 00:00:00+00:00,0.0
2015-10-31 00:00:00+00:00,0.0
2015-11-30 00:00:00+00:00,0.0
2015-12-31 00:00:00+00:00,0.0
2016-01-31 00:00:00+00:00,0.0
2016-02-29 00:00:00+00:00,0.0
2016-03-31 00:00:00+00:00,0.0
2016-04-30 00:00:00+00:00,0.0
2016-05-31 00:00:00+00:00,0.0
2016-06-30 00:00:00+00:00,0.0
2016-07-31 00:00:00+00:00,0.0
2016-08-31 00:00:00+00:00,0.0
2016-09-30 00:00:00+00:00,0.0
2016-10-31 00:00:00+00:00,0.0
2016-11-30 00:00:00+00:00,0.0
2016-12-31 00:00:00+00:00,0.0
2017-01-31 00:00:00+00:00,0.0
2017-02-28 00:00:00+00:00,0.0
2017-03-31 00:00:00+00:00,0.0008795560417564907
2017-04-30 00:00:00+00:00,0.00017389132746048475
2017-05-31 00:00:00+00:00,0.0
2017-06-30 00:00:00+00:00,0.0
2017-07-31 00:00:00+00:00,0.0
2017-08-31 00:00:00+00:00,-0.002461335461956926
2017-09-30 00:00:00+00:00,-0.0006712474146044478
2017-10-31 00:00:00+00:00,-0.00029136284459341244
2017-11-30 00:00:00+00:00,0.002876175996381569
2017-12-31 00:00:00+00:00,-0.0002446800896725998
2018-01-31 00:00:00+00:00,0.0
2018-02-28 00:00:00+00:00,0.0
2018-03-31 00:00:00+00:00,0.0003801600757702417
2018-04-30 00:00:00+00:00,-0.010028390124895203
2018-05-31 00:00:00+00:00,-0.0047251986138900914
2018-06-30 00:00:00+00:00,-0.010356728161568851
2018-07-31 00:00:00+00:00,0.0031061152192770614
2018-08-31 00:00:00+00:00,-0.0014926343458759872
2018-09-30 00:00:00+00:00,-0.0025984430308184647
