time,us_ca_haven_usd
2019-03-31 00:00:00+00:00,0.0025671450973470122
2019-04-30 00:00:00+00:00,0.004507404482361421
2019-05-31 00:00:00+00:00,0.004591378523773226
2019-06-30 00:00:00+00:00,-0.010428591320860048
2019-07-31 00:00:00+00:00,0.01050431212111036
2019-08-31 00:00:00+00:00,0.001960529734837513
2019-09-30 00:00:00+00:00,0.0010556027539248003
2019-10-31 00:00:00+00:00,0.0
2019-11-30 00:00:00+00:00,0.0
2019-12-31 00:00:00+00:00,0.0
2020-01-31 00:00:00+00:00,0.0
2020-02-29 00:00:00+00:00,0.0
2020-03-31 00:00:00+00:00,0.0
2020-04-30 00:00:00+00:00,0.0
2020-05-31 00:00:00+00:00,0.0
2020-06-30 00:00:00+00:00,0.0
2020-07-31 00:00:00+00:00,0.0
2020-08-31 00:00:00+00:00,0.0
2020-09-30 00:00:00+00:00,0.0
2020-10-31 00:00:00+00:00,0.0
2020-11-30 00:00:00+00:00,0.0
2020-12-31 00:00:00+00:00,-0.01316010324121264
2021-01-31 00:00:00+00:00,0.00295973071023381
2021-02-28 00:00:00+00:00,-0.003950799372241631
2021-03-31 00:00:00+00:00,0.015663809369127257
2021-04-30 00:00:00+00:00,-0.013123944810618293
2021-05-31 00:00:00+00:00,-0.003794558602491449
2021-06-30 00:00:00+00:00,0.014478691296249346
2021-07-31 00:00:00+00:00,-0.0024174358537180085
2021-08-31 00:00:00+00:00,0.003985905998654893
2021-09-30 00:00:00+00:00,0.007952568936261839
2021-10-31 00:00:00+00:00,-0.010500554141187335
2021-11-30 00:00:00+00:00,0.015733531597535766
2021-12-31 00:00:00+00:00,-0.0021423785866241385
2022-01-31 00:00:00+00:00,0.008632458066635262
2022-02-28 00:00:00+00:00,-0.0036762836654895548
2022-03-31 00:00:00+00:00,-0.0016967989677284523
2022-04-30 00:00:00+00:00,0.026803797888978353
2022-05-31 00:00:00+00:00,-0.006538217362768162
2022-06-30 00:00:00+00:00,0.015089870077907186
2022-07-31 00:00:00+00:00,-0.0012217138732998345
2022-08-31 00:00:00+00:00,0.01473615611353507
2022-09-30 00:00:00+00:00,0.01693534476053382
2022-10-31 00:00:00+00:00,-0.0005493074407831866
2022-11-30 00:00:00+00:00,-0.020408605958084913
2022-12-31 00:00:00+00:00,-0.011179486485232704
2023-01-31 00:00:00+00:00,-0.009497720018005973
2023-02-28 00:00:00+00:00,0.014898774467188014
2023-03-31 00:00:00+00:00,0.0010548609660656627
2023-04-30 00:00:00+00:00,0.0
2023-05-31 00:00:00+00:00,0.0
2023-06-30 00:00:00+00:00,0.0
2023-07-31 00:00:00+00:00,0.0
2023-08-31 00:00:00+00:00,0.0
2023-09-30 00:00:00+00:00,0.0
2023-10-31 00:00:00+00:00,0.0
2023-11-30 00:00:00+00:00,0.0
2023-12-31 00:00:00+00:00,0.0
2024-01-31 00:00:00+00:00,0.0
2024-02-29 00:00:00+00:00,0.0
2024-03-31 00:00:00+00:00,0.0
2024-04-30 00:00:00+00:00,0.0
2024-05-31 00:00:00+00:00,0.0
2024-06-30 00:00:00+00:00,0.0
2024-07-31 00:00:00+00:00,0.0
2024-08-31 00:00:00+00:00,0.0
2024-09-30 00:00:00+00:00,0.0
2024-10-31 00:00:00+00:00,0.0
2024-11-30 00:00:00+00:00,0.0
2024-12-31 00:00:00+00:00,0.0
2025-01-31 00:00:00+00:00,0.0
2025-02-28 00:00:00+00:00,0.0
2025-03-31 00:00:00+00:00,-0.007845335180091784
2025-04-30 00:00:00+00:00,-0.022036763613451527
2025-05-31 00:00:00+00:00,-0.0020928934949370204
2025-06-30 00:00:00+00:00,-0.010153825540730854
2025-07-31 00:00:00+00:00,0.015704045926872245
2025-08-31 00:00:00+00:00,-0.008151258687485341
2025-09-30 00:00:00+00:00,0.001475674772834612
2025-10-31 00:00:00+00:00,0.007304433367411489
2025-11-30 00:00:00+00:00,0.0013798456699236628
2025-12-31 00:00:00+00:00,-0.007408625336656427
2026-01-31 00:00:00+00:00,-0.015156660198304972
2026-02-28 00:00:00+00:00,0.006167268200242271
2026-03-31 00:00:00+00:00,0.01183544149072957
2026-04-30 00:00:00+00:00,-0.011475434555681896
2026-05-31 00:00:00+00:00,0.0027735605589331858
2026-06-30 00:00:00+00:00,0.014997260705738036
2026-07-31 00:00:00+00:00,-0.007772460589681507
2026-08-31 00:00:00+00:00,-0.003918421590592525
2026-09-30 00:00:00+00:00,0.002896204236718658
