time,tpu_us_usd
2011-10-31 00:00:00+00:00,0.0
2011-11-30 00:00:00+00:00,0.0
2011-12-31 00:00:00+00:00,0.0
2012-01-31 00:00:00+00:00,0.0
2012-02-29 00:00:00+00:00,0.0
2012-03-31 00:00:00+00:00,0.0
2012-04-30 00:00:00+00:00,0.0
2012-05-31 00:00:00+00:00,0.0
2012-06-30 00:00:00+00:00,0.0
2012-07-31 00:00:00+00:00,0.0
2012-08-31 00:00:00+00:00,0.0
2012-09-30 00:00:00+00:00,0.0
2012-10-31 00:00:00+00:00,0.0
2012-11-30 00:00:00+00:00,-1.0593743091646957e-05
2012-12-31 00:00:00+00:00,-9.596785292087517e-05
2013-01-31 00:00:00+00:00,0.0
2013-02-28 00:00:00+00:00,0.0
2013-03-31 00:00:00+00:00,0.0
2013-04-30 00:00:00+00:00,0.0
2013-05-31 00:00:00+00:00,0.0
2013-06-30 00:00:00+00:00,0.0
2013-07-31 00:00:00+00:00,-0.00037999611396100086
2013-08-31 00:00:00+00:00,0.0
2013-09-30 00:00:00+00:00,0.0
2013-10-31 00:00:00+00:00,0.00028205387187596465
2013-11-30 00:00:00+00:00,0.0006051307108101422
2013-12-31 00:00:00+00:00,0.0
2014-01-31 00:00:00+00:00,0.0
2014-02-28 00:00:00+00:00,0.0
2014-03-31 00:00:00+00:00,-0.0016998368780831719
2014-04-30 00:00:00+00:00,-0.0005641395604177868
2014-05-31 00:00:00+00:00,-0.00018182509008390912
2014-06-30 00:00:00+00:00,0.0
2014-07-31 00:00:00+00:00,0.0
2014-08-31 00:00:00+00:00,0.0
2014-09-30 00:00:00+00:00,0.0
2014-10-31 00:00:00+00:00,0.0
2014-11-30 00:00:00+00:00,0.0
2014-12-31 00:00:00+00:00,0.0
2015-01-31 00:00:00+00:00,0.0
2015-02-28 00:00:00+00:00,0.0
2015-03-31 00:00:00+00:00,0.0
2015-04-30 00:00:00+00:00,0.0
2015-05-31 00:00:00+00:00,0.0027354482348200815
2015-06-30 00:00:00+00:00,-0.0002229602915140294
2015-07-31 00:00:00+00:00,0.0038327030882663315
2015-08-31 00:00:00+00:00,0.00041565273334120967
2015-09-30 00:00:00+00:00,0.0
2015-10-31 00:00:00+00:00,0.0
2015-11-30 00:00:00+00:00,0.0022556234566339928
2015-12-31 00:00:00+00:00,0.0
2016-01-31 00:00:00+00:00,0.0
2016-02-29 00:00:00+00:00,0.0
2016-03-31 00:00:00+00:00,0.0
2016-04-30 00:00:00+00:00,0.0
2016-05-31 00:00:00+00:00,0.0
2016-06-30 00:00:00+00:00,-0.0005433571848600938
2016-07-31 00:00:00+00:00,-0.0005244564010858932
2016-08-31 00:00:00+00:00,-0.00043632615716848733
2016-09-30 00:00:00+00:00,0.0001390968418044647
2016-10-31 00:00:00+00:00,0.00011095460237742216
2016-11-30 00:00:00+00:00,0.0
2016-12-31 00:00:00+00:00,0.002438470911560353
2017-01-31 00:00:00+00:00,0.0008854909673798872
2017-02-28 00:00:00+00:00,0.001133489762820794
2017-03-31 00:00:00+00:00,0.0011746159174366166
2017-04-30 00:00:00+00:00,0.0
2017-05-31 00:00:00+00:00,0.0
2017-06-30 00:00:00+00:00,0.0
2017-07-31 00:00:00+00:00,0.0
2017-08-31 00:00:00+00:00,0.0
2017-09-30 00:00:00+00:00,0.0
2017-10-31 00:00:00+00:00,0.0
2017-11-30 00:00:00+00:00,0.0
2017-12-31 00:00:00+00:00,0.0
2018-01-31 00:00:00+00:00,0.0
2018-02-28 00:00:00+00:00,0.0029334873112436544
2018-03-31 00:00:00+00:00,6.680802363989713e-06
2018-04-30 00:00:00+00:00,0.0029425168740753183
2018-05-31 00:00:00+00:00,0.0014103235619233878
2018-06-30 00:00:00+00:00,-0.00014063285300691675
