time,us_bci_haven_usd
2019-02-28 00:00:00+00:00,0.0
2019-03-31 00:00:00+00:00,0.0025671450973470122
2019-04-30 00:00:00+00:00,0.0005841876036118965
2019-05-31 00:00:00+00:00,0.0036196434542521416
2019-06-30 00:00:00+00:00,-0.01042859132086027
2019-07-31 00:00:00+00:00,0.010504312121110804
2019-08-31 00:00:00+00:00,0.001960529734837735
2019-09-30 00:00:00+00:00,0.002571775129389664
2019-10-31 00:00:00+00:00,-0.008866182714502346
2019-11-30 00:00:00+00:00,0.0038253371097582978
2019-12-31 00:00:00+00:00,-0.01191320662438533
2020-01-31 00:00:00+00:00,0.007859348487574191
2020-02-29 00:00:00+00:00,0.0059962164308327015
2020-03-31 00:00:00+00:00,0.012828872057067953
2020-04-30 00:00:00+00:00,0.001805763714771702
2020-05-31 00:00:00+00:00,0.0
2020-06-30 00:00:00+00:00,0.0
2020-07-31 00:00:00+00:00,-0.018376332468334478
2020-08-31 00:00:00+00:00,-0.005444646379208606
2020-09-30 00:00:00+00:00,-6.668577407298315e-05
2020-10-31 00:00:00+00:00,0.0
2020-11-30 00:00:00+00:00,0.0
2020-12-31 00:00:00+00:00,0.0
2021-01-31 00:00:00+00:00,0.0
2021-02-28 00:00:00+00:00,0.0
2021-03-31 00:00:00+00:00,0.0
2021-04-30 00:00:00+00:00,0.0
2021-05-31 00:00:00+00:00,0.0
2021-06-30 00:00:00+00:00,0.0
2021-07-31 00:00:00+00:00,0.0
2021-08-31 00:00:00+00:00,0.0
2021-09-30 00:00:00+00:00,0.0
2021-10-31 00:00:00+00:00,0.0
2021-11-30 00:00:00+00:00,0.0
2021-12-31 00:00:00+00:00,0.0
2022-01-31 00:00:00+00:00,0.0
2022-02-28 00:00:00+00:00,0.0
2022-03-31 00:00:00+00:00,0.0
2022-04-30 00:00:00+00:00,0.0
2022-05-31 00:00:00+00:00,0.0
2022-06-30 00:00:00+00:00,0.012043267154636217
2022-07-31 00:00:00+00:00,0.0016970582712283466
2022-08-31 00:00:00+00:00,0.0
2022-09-30 00:00:00+00:00,0.014665483792052347
2022-10-31 00:00:00+00:00,-0.0005493074407829646
2022-11-30 00:00:00+00:00,0.0016415353141827627
2022-12-31 00:00:00+00:00,-0.004820930589713446
2023-01-31 00:00:00+00:00,-0.009497720018006306
2023-02-28 00:00:00+00:00,0.014898774467188014
2023-03-31 00:00:00+00:00,-0.008510883866525654
2023-04-30 00:00:00+00:00,0.0008693085932665046
2023-05-31 00:00:00+00:00,0.008182541702580481
2023-06-30 00:00:00+00:00,-0.003587598805167902
2023-07-31 00:00:00+00:00,-0.002483430941562448
2023-08-31 00:00:00+00:00,0.0
2023-09-30 00:00:00+00:00,0.0
2023-10-31 00:00:00+00:00,0.0
2023-11-30 00:00:00+00:00,0.0
2023-12-31 00:00:00+00:00,0.0
2024-01-31 00:00:00+00:00,0.0
2024-02-29 00:00:00+00:00,0.0
2024-03-31 00:00:00+00:00,0.0
2024-04-30 00:00:00+00:00,0.0
2024-05-31 00:00:00+00:00,0.0
2024-06-30 00:00:00+00:00,0.0
2024-07-31 00:00:00+00:00,0.0
2024-08-31 00:00:00+00:00,0.0
2024-09-30 00:00:00+00:00,0.0
2024-10-31 00:00:00+00:00,0.0
2024-11-30 00:00:00+00:00,0.0
2024-12-31 00:00:00+00:00,0.0
2025-01-31 00:00:00+00:00,0.0
2025-02-28 00:00:00+00:00,0.0
2025-03-31 00:00:00+00:00,0.0
2025-04-30 00:00:00+00:00,0.0
2025-05-31 00:00:00+00:00,0.0
2025-06-30 00:00:00+00:00,0.0
2025-07-31 00:00:00+00:00,0.0
2025-08-31 00:00:00+00:00,0.0
2025-09-30 00:00:00+00:00,0.0
2025-10-31 00:00:00+00:00,0.0
2025-11-30 00:00:00+00:00,0.0
2025-12-31 00:00:00+00:00,0.0
2026-01-31 00:00:00+00:00,0.0
2026-02-28 00:00:00+00:00,0.0
2026-03-31 00:00:00+00:00,0.0
2026-04-30 00:00:00+00:00,0.0
2026-05-31 00:00:00+00:00,0.0
2026-06-30 00:00:00+00:00,0.0
2026-07-31 00:00:00+00:00,0.0
2026-08-31 00:00:00+00:00,0.0
2026-09-30 00:00:00+00:00,0.0
