time,carry_vix_gpr_ew
2011-10-31 00:00:00+00:00,0.014623337112843693
2011-11-30 00:00:00+00:00,-0.008093270333801361
2011-12-31 00:00:00+00:00,0.007619686766293432
2012-01-31 00:00:00+00:00,0.014940005950945467
2012-02-29 00:00:00+00:00,0.0029549572010962866
2012-03-31 00:00:00+00:00,-0.011687383309439081
2012-04-30 00:00:00+00:00,0.0005473298244387248
2012-05-31 00:00:00+00:00,-0.019154489685929588
2012-06-30 00:00:00+00:00,0.012744933480174137
2012-07-31 00:00:00+00:00,0.018513482976809215
2012-08-31 00:00:00+00:00,-0.012181614486035386
2012-09-30 00:00:00+00:00,0.006797942708019367
2012-10-31 00:00:00+00:00,-0.005270778442813873
2012-11-30 00:00:00+00:00,0.0007242481414329038
2012-12-31 00:00:00+00:00,-0.004382348429100902
2013-01-31 00:00:00+00:00,-0.0009187791538434187
2013-02-28 00:00:00+00:00,0.0012970912116476718
2013-03-31 00:00:00+00:00,0.014616762519578996
2013-04-30 00:00:00+00:00,-0.00621732974335143
2013-05-31 00:00:00+00:00,-0.018217191275044398
2013-06-30 00:00:00+00:00,-0.011303220710719208
2013-07-31 00:00:00+00:00,-0.0055449192238468115
2013-08-31 00:00:00+00:00,-0.0010070345335699837
2013-09-30 00:00:00+00:00,0.008556756144483701
2013-10-31 00:00:00+00:00,-0.0057358030156298145
2013-11-30 00:00:00+00:00,-0.010798624436343607
2013-12-31 00:00:00+00:00,-0.008993837497570545
2014-01-31 00:00:00+00:00,-0.0005547889209402967
2014-02-28 00:00:00+00:00,0.001504534242403599
2014-03-31 00:00:00+00:00,0.005261595787775297
2014-04-30 00:00:00+00:00,-0.0004661303689932339
2014-05-31 00:00:00+00:00,0.0019343920222212319
2014-06-30 00:00:00+00:00,0.008607623180247437
2014-07-31 00:00:00+00:00,-0.0036202027255066715
2014-08-31 00:00:00+00:00,-0.0006344298891963751
2014-09-30 00:00:00+00:00,-0.011624479950838817
2014-10-31 00:00:00+00:00,-0.00015876739865416933
2014-11-30 00:00:00+00:00,0.0013529658022359836
2014-12-31 00:00:00+00:00,-0.003064195981588136
2015-01-31 00:00:00+00:00,-0.0007430944867949929
2015-02-28 00:00:00+00:00,0.012122869525979185
2015-03-31 00:00:00+00:00,0.0052945916026894135
2015-04-30 00:00:00+00:00,-0.010249953726884087
2015-05-31 00:00:00+00:00,-0.017197261814301035
2015-06-30 00:00:00+00:00,-0.015202531218375337
2015-07-31 00:00:00+00:00,-3.435667867313086e-06
2015-08-31 00:00:00+00:00,-0.020183514384789047
2015-09-30 00:00:00+00:00,-0.00165528172948759
2015-10-31 00:00:00+00:00,0.017313817561093403
2015-11-30 00:00:00+00:00,0.009684829917976367
2015-12-31 00:00:00+00:00,-0.0014354051708971305
2016-01-31 00:00:00+00:00,-0.006411427693433169
2016-02-29 00:00:00+00:00,-0.0037820355890914037
2016-03-31 00:00:00+00:00,0.005857091470985676
2016-04-30 00:00:00+00:00,0.00549585362191829
2016-05-31 00:00:00+00:00,-0.009118201383887081
2016-06-30 00:00:00+00:00,0.012351855102089138
2016-07-31 00:00:00+00:00,0.0031181720812063496
2016-08-31 00:00:00+00:00,0.0027209227721707308
2016-09-30 00:00:00+00:00,-0.0012121465951191457
2016-10-31 00:00:00+00:00,0.006216119224652816
2016-11-30 00:00:00+00:00,0.007114988853781812
2016-12-31 00:00:00+00:00,-0.006296250394052794
2017-01-31 00:00:00+00:00,0.011133454994694203
2017-02-28 00:00:00+00:00,0.0037898605994686196
2017-03-31 00:00:00+00:00,-0.006053638993379518
2017-04-30 00:00:00+00:00,-0.009853291384906204
2017-05-31 00:00:00+00:00,-0.011233826238732036
2017-06-30 00:00:00+00:00,0.004390951962116363
2017-07-31 00:00:00+00:00,0.013226130134951442
2017-08-31 00:00:00+00:00,-0.012503287955303088
2017-09-30 00:00:00+00:00,0.006280288070357409
2017-10-31 00:00:00+00:00,-0.006740293986928658
2017-11-30 00:00:00+00:00,-0.009301510573752059
