time,anfci_usd
2011-10-31 00:00:00+00:00,0.0
2011-11-30 00:00:00+00:00,0.0
2011-12-31 00:00:00+00:00,0.0
2012-01-31 00:00:00+00:00,0.0
2012-02-29 00:00:00+00:00,0.0
2012-03-31 00:00:00+00:00,0.0
2012-04-30 00:00:00+00:00,0.0
2012-05-31 00:00:00+00:00,0.0
2012-06-30 00:00:00+00:00,0.0
2012-07-31 00:00:00+00:00,0.0
2012-08-31 00:00:00+00:00,0.0
2012-09-30 00:00:00+00:00,0.0
2012-10-31 00:00:00+00:00,0.0
2012-11-30 00:00:00+00:00,0.0
2012-12-31 00:00:00+00:00,0.0
2013-01-31 00:00:00+00:00,0.0
2013-02-28 00:00:00+00:00,0.0
2013-03-31 00:00:00+00:00,0.0
2013-04-30 00:00:00+00:00,0.0
2013-05-31 00:00:00+00:00,0.0
2013-06-30 00:00:00+00:00,0.0
2013-07-31 00:00:00+00:00,0.0
2013-08-31 00:00:00+00:00,0.0
2013-09-30 00:00:00+00:00,0.0
2013-10-31 00:00:00+00:00,0.0
2013-11-30 00:00:00+00:00,0.0
2013-12-31 00:00:00+00:00,0.0
2014-01-31 00:00:00+00:00,0.0
2014-02-28 00:00:00+00:00,0.0
2014-03-31 00:00:00+00:00,0.0
2014-04-30 00:00:00+00:00,0.0
2014-05-31 00:00:00+00:00,0.0
2014-06-30 00:00:00+00:00,0.0
2014-07-31 00:00:00+00:00,0.0
2014-08-31 00:00:00+00:00,0.004420211477562885
2014-09-30 00:00:00+00:00,0.00042983703558174824
2014-10-31 00:00:00+00:00,-0.00015391944722942252
2014-11-30 00:00:00+00:00,0.0059006485457424596
2014-12-31 00:00:00+00:00,0.008916477270984435
2015-01-31 00:00:00+00:00,0.018125034534681284
2015-02-28 00:00:00+00:00,-0.0018520438489273428
2015-03-31 00:00:00+00:00,0.010734130813452092
2015-04-30 00:00:00+00:00,-0.01621414929973608
2015-05-31 00:00:00+00:00,0.011974600176931416
2015-06-30 00:00:00+00:00,-0.005419031870154911
2015-07-31 00:00:00+00:00,0.012922954885975058
2015-08-31 00:00:00+00:00,0.004340251639388448
2015-09-30 00:00:00+00:00,0.0035262865079948025
2015-10-31 00:00:00+00:00,-0.003981846569443781
2015-11-30 00:00:00+00:00,0.0071462718656374324
2015-12-31 00:00:00+00:00,0.0021689049771846935
2016-01-31 00:00:00+00:00,0.010714885791756279
2016-02-29 00:00:00+00:00,-0.0029469733982775415
2016-03-31 00:00:00+00:00,-0.01978269823621115
2016-04-30 00:00:00+00:00,-0.00032912740184798395
2016-05-31 00:00:00+00:00,0.012797335845979418
2016-06-30 00:00:00+00:00,0.004212696399175986
2016-07-31 00:00:00+00:00,-0.001774406048937749
2016-08-31 00:00:00+00:00,0.002474293176578657
2016-09-30 00:00:00+00:00,-0.0021805650353674544
2016-10-31 00:00:00+00:00,0.012037804637568428
2016-11-30 00:00:00+00:00,0.00026073821917393936
2016-12-31 00:00:00+00:00,0.0
2017-01-31 00:00:00+00:00,0.0
2017-02-28 00:00:00+00:00,0.0
2017-03-31 00:00:00+00:00,0.0
2017-04-30 00:00:00+00:00,0.0
2017-05-31 00:00:00+00:00,0.0
2017-06-30 00:00:00+00:00,0.0
2017-07-31 00:00:00+00:00,0.0
2017-08-31 00:00:00+00:00,0.0
2017-09-30 00:00:00+00:00,0.0
2017-10-31 00:00:00+00:00,0.0
2017-11-30 00:00:00+00:00,0.0
2017-12-31 00:00:00+00:00,0.0
2018-01-31 00:00:00+00:00,0.0
2018-02-28 00:00:00+00:00,0.0
2018-03-31 00:00:00+00:00,0.0029496313068224644
2018-04-30 00:00:00+00:00,0.010075191601170541
2018-05-31 00:00:00+00:00,0.0029536740205717837
2018-06-30 00:00:00+00:00,0.0
