time,carry_high_vix
2011-10-31 00:00:00+00:00,0.0
2011-11-30 00:00:00+00:00,0.0
2011-12-31 00:00:00+00:00,0.0
2012-01-31 00:00:00+00:00,0.0
2012-02-29 00:00:00+00:00,0.0
2012-03-31 00:00:00+00:00,0.0
2012-04-30 00:00:00+00:00,0.0
2012-05-31 00:00:00+00:00,0.0
2012-06-30 00:00:00+00:00,0.0
2012-07-31 00:00:00+00:00,0.0
2012-08-31 00:00:00+00:00,0.0
2012-09-30 00:00:00+00:00,0.0
2012-10-31 00:00:00+00:00,0.0
2012-11-30 00:00:00+00:00,0.0
2012-12-31 00:00:00+00:00,0.0
2013-01-31 00:00:00+00:00,0.004484767043987592
2013-02-28 00:00:00+00:00,0.0
2013-03-31 00:00:00+00:00,0.0
2013-04-30 00:00:00+00:00,0.0
2013-05-31 00:00:00+00:00,0.0
2013-06-30 00:00:00+00:00,-0.00412392512343851
2013-07-31 00:00:00+00:00,0.0
2013-08-31 00:00:00+00:00,0.0
2013-09-30 00:00:00+00:00,0.0005207311936326064
2013-10-31 00:00:00+00:00,0.007119667414614783
2013-11-30 00:00:00+00:00,0.0
2013-12-31 00:00:00+00:00,0.0
2014-01-31 00:00:00+00:00,-0.0007211720221371731
2014-02-28 00:00:00+00:00,0.005392759863578567
2014-03-31 00:00:00+00:00,0.0028448735890158616
2014-04-30 00:00:00+00:00,0.0018483244709479596
2014-05-31 00:00:00+00:00,0.0
2014-06-30 00:00:00+00:00,0.0
2014-07-31 00:00:00+00:00,0.0
2014-08-31 00:00:00+00:00,-0.002282920834047686
2014-09-30 00:00:00+00:00,0.004023410219927692
2014-10-31 00:00:00+00:00,-0.0009686121367756817
2014-11-30 00:00:00+00:00,0.0
2014-12-31 00:00:00+00:00,0.001092914432723413
2015-01-31 00:00:00+00:00,-0.026267031237602656
2015-02-28 00:00:00+00:00,0.0013216600803929168
2015-03-31 00:00:00+00:00,0.0
2015-04-30 00:00:00+00:00,0.0
2015-05-31 00:00:00+00:00,0.0
2015-06-30 00:00:00+00:00,0.0
2015-07-31 00:00:00+00:00,-0.002971742318046311
2015-08-31 00:00:00+00:00,0.009887753323470916
2015-09-30 00:00:00+00:00,-0.001130810010908534
2015-10-31 00:00:00+00:00,0.013095674054933948
2015-11-30 00:00:00+00:00,0.0
2015-12-31 00:00:00+00:00,0.0019369528534971536
2016-01-31 00:00:00+00:00,0.009081322275135806
2016-02-29 00:00:00+00:00,0.011093514885533118
2016-03-31 00:00:00+00:00,0.0
2016-04-30 00:00:00+00:00,0.0
2016-05-31 00:00:00+00:00,0.0
2016-06-30 00:00:00+00:00,0.0014355684817157766
2016-07-31 00:00:00+00:00,0.0
2016-08-31 00:00:00+00:00,0.0
2016-09-30 00:00:00+00:00,0.0
2016-10-31 00:00:00+00:00,0.0
2016-11-30 00:00:00+00:00,0.006792708362523658
2016-12-31 00:00:00+00:00,0.0
2017-01-31 00:00:00+00:00,0.0
2017-02-28 00:00:00+00:00,0.0
2017-03-31 00:00:00+00:00,0.0
2017-04-30 00:00:00+00:00,0.0
2017-05-31 00:00:00+00:00,0.0
2017-06-30 00:00:00+00:00,0.0
2017-07-31 00:00:00+00:00,0.0
2017-08-31 00:00:00+00:00,0.0011108205163838925
2017-09-30 00:00:00+00:00,0.0
2017-10-31 00:00:00+00:00,0.0
2017-11-30 00:00:00+00:00,0.0
2017-12-31 00:00:00+00:00,0.0
2018-01-31 00:00:00+00:00,-0.00014999999999998348
2018-02-28 00:00:00+00:00,-0.008157971194388436
2018-03-31 00:00:00+00:00,-0.0007746515809636811
2018-04-30 00:00:00+00:00,0.006518443841336152
2018-05-31 00:00:00+00:00,0.0
2018-06-30 00:00:00+00:00,0.0
2018-07-31 00:00:00+00:00,0.0
