time,acm_tp5_usd
2011-10-31 00:00:00+00:00,0.0
2011-11-30 00:00:00+00:00,0.0
2011-12-31 00:00:00+00:00,0.0
2012-01-31 00:00:00+00:00,0.0
2012-02-29 00:00:00+00:00,0.0
2012-03-31 00:00:00+00:00,-0.002483279331080057
2012-04-30 00:00:00+00:00,0.0022834408213505686
2012-05-31 00:00:00+00:00,0.0
2012-06-30 00:00:00+00:00,0.0
2012-07-31 00:00:00+00:00,0.0
2012-08-31 00:00:00+00:00,0.0
2012-09-30 00:00:00+00:00,0.0
2012-10-31 00:00:00+00:00,0.0
2012-11-30 00:00:00+00:00,0.0
2012-12-31 00:00:00+00:00,0.0
2013-01-31 00:00:00+00:00,-7.500000000004725e-05
2013-02-28 00:00:00+00:00,-0.0015602507261845977
2013-03-31 00:00:00+00:00,-0.0005491399598189783
2013-04-30 00:00:00+00:00,0.0
2013-05-31 00:00:00+00:00,0.0048540896224733565
2013-06-30 00:00:00+00:00,0.008206345140623572
2013-07-31 00:00:00+00:00,-0.005284852487727365
2013-08-31 00:00:00+00:00,0.002880038800780138
2013-09-30 00:00:00+00:00,-0.015941118886195094
2013-10-31 00:00:00+00:00,-0.004888718374794654
2013-11-30 00:00:00+00:00,6.432686674107124e-05
2013-12-31 00:00:00+00:00,-0.0021968959002767185
2014-01-31 00:00:00+00:00,0.005514058519566989
2014-02-28 00:00:00+00:00,0.0
2014-03-31 00:00:00+00:00,-0.0037240162676461797
2014-04-30 00:00:00+00:00,-0.004936269164801943
2014-05-31 00:00:00+00:00,-0.0006060195846745442
2014-06-30 00:00:00+00:00,-0.0029673196330791685
2014-07-31 00:00:00+00:00,-0.000228326787917843
2014-08-31 00:00:00+00:00,0.00010902558481240554
2014-09-30 00:00:00+00:00,0.012155627033476835
2014-10-31 00:00:00+00:00,-0.0009860561833928694
2014-11-30 00:00:00+00:00,0.0
2014-12-31 00:00:00+00:00,-0.0013412313297124223
2015-01-31 00:00:00+00:00,0.0011286557609999637
2015-02-28 00:00:00+00:00,0.0
2015-03-31 00:00:00+00:00,0.0
2015-04-30 00:00:00+00:00,0.0
2015-05-31 00:00:00+00:00,0.0
2015-06-30 00:00:00+00:00,-0.005011756940546008
2015-07-31 00:00:00+00:00,0.004578985644219102
2015-08-31 00:00:00+00:00,0.0
2015-09-30 00:00:00+00:00,0.0
2015-10-31 00:00:00+00:00,0.0
2015-11-30 00:00:00+00:00,0.0018393301755301739
2015-12-31 00:00:00+00:00,0.002871237057250342
2016-01-31 00:00:00+00:00,0.0074773975273387805
2016-02-29 00:00:00+00:00,0.0
2016-03-31 00:00:00+00:00,0.0
2016-04-30 00:00:00+00:00,0.0
2016-05-31 00:00:00+00:00,0.0
2016-06-30 00:00:00+00:00,0.0
2016-07-31 00:00:00+00:00,0.0
2016-08-31 00:00:00+00:00,0.0
2016-09-30 00:00:00+00:00,0.0
2016-10-31 00:00:00+00:00,0.0
2016-11-30 00:00:00+00:00,0.0032795676120755957
2016-12-31 00:00:00+00:00,0.008681855599093957
2017-01-31 00:00:00+00:00,-0.013835797143510131
2017-02-28 00:00:00+00:00,0.0021627260904142354
2017-03-31 00:00:00+00:00,-0.0015550909848036643
2017-04-30 00:00:00+00:00,0.0
2017-05-31 00:00:00+00:00,0.0
2017-06-30 00:00:00+00:00,0.0
2017-07-31 00:00:00+00:00,0.0
2017-08-31 00:00:00+00:00,0.0
2017-09-30 00:00:00+00:00,0.0
2017-10-31 00:00:00+00:00,0.0
2017-11-30 00:00:00+00:00,0.0
2017-12-31 00:00:00+00:00,0.0
2018-01-31 00:00:00+00:00,-0.01565772475378502
2018-02-28 00:00:00+00:00,0.008014829287012581
2018-03-31 00:00:00+00:00,0.0012018889895266671
2018-04-30 00:00:00+00:00,0.010075191601170763
