time,gated,forced_diag
2011-10-31 00:00:00+00:00,0.0,0.0
2011-11-30 00:00:00+00:00,0.0,0.0
2011-12-31 00:00:00+00:00,0.0,0.007189258287219724
2012-01-31 00:00:00+00:00,0.0,0.0
2012-02-29 00:00:00+00:00,0.0,0.0
2012-03-31 00:00:00+00:00,0.0,0.0
2012-04-30 00:00:00+00:00,0.0,0.0
2012-05-31 00:00:00+00:00,0.0,0.0
2012-06-30 00:00:00+00:00,0.0,0.0
2012-07-31 00:00:00+00:00,0.0,0.0
2012-08-31 00:00:00+00:00,0.0,0.0
2012-09-30 00:00:00+00:00,0.0,0.0
2012-10-31 00:00:00+00:00,0.0,0.0
2012-11-30 00:00:00+00:00,0.0,0.0
2012-12-31 00:00:00+00:00,0.0,0.0
2013-01-31 00:00:00+00:00,0.0,0.0
2013-02-28 00:00:00+00:00,0.0,0.01027036767026912
2013-03-31 00:00:00+00:00,0.0,0.0
2013-04-30 00:00:00+00:00,0.0,0.0
2013-05-31 00:00:00+00:00,0.0,0.0
2013-06-30 00:00:00+00:00,0.0,0.0
2013-07-31 00:00:00+00:00,0.0,0.0
2013-08-31 00:00:00+00:00,0.0,0.0
2013-09-30 00:00:00+00:00,0.0,-0.013744267810604338
2013-10-31 00:00:00+00:00,0.0,0.0
2013-11-30 00:00:00+00:00,0.0,-0.002081129239423496
2013-12-31 00:00:00+00:00,0.0,0.0014118472508786173
2014-01-31 00:00:00+00:00,0.0,0.0
2014-02-28 00:00:00+00:00,0.0,0.0
2014-03-31 00:00:00+00:00,0.0,-0.009757332154345266
2014-04-30 00:00:00+00:00,0.0,0.0
2014-05-31 00:00:00+00:00,0.0,-0.00033366728898198694
2014-06-30 00:00:00+00:00,0.0,-0.00038590086302370263
2014-07-31 00:00:00+00:00,0.0,0.008033130748585915
2014-08-31 00:00:00+00:00,0.0,0.007401078179633425
2014-09-30 00:00:00+00:00,0.0,0.02591420236935238
2014-10-31 00:00:00+00:00,0.0,-0.002357381833569927
2014-11-30 00:00:00+00:00,0.0,0.0
2014-12-31 00:00:00+00:00,0.0,0.0
2015-01-31 00:00:00+00:00,0.0,0.0
2015-02-28 00:00:00+00:00,0.0,0.0
2015-03-31 00:00:00+00:00,0.0,0.0232842286548387
2015-04-30 00:00:00+00:00,0.0,0.0
2015-05-31 00:00:00+00:00,0.0,0.0
2015-06-30 00:00:00+00:00,0.0,0.0
2015-07-31 00:00:00+00:00,0.0,0.0011722785398580182
2015-08-31 00:00:00+00:00,0.0,0.0
2015-09-30 00:00:00+00:00,0.0,0.0023533020676693717
2015-10-31 00:00:00+00:00,0.0,-0.0023873537887503238
