time,walcl_chg_pb_fx
2011-10-31 00:00:00+00:00,0.0
2011-11-30 00:00:00+00:00,0.0
2011-12-31 00:00:00+00:00,-0.0007254839865532547
2012-01-31 00:00:00+00:00,0.005564242146902432
2012-02-29 00:00:00+00:00,0.008749807969459455
2012-03-31 00:00:00+00:00,-0.011799958298583713
2012-04-30 00:00:00+00:00,0.0
2012-05-31 00:00:00+00:00,0.0
2012-06-30 00:00:00+00:00,0.0
2012-07-31 00:00:00+00:00,0.0
2012-08-31 00:00:00+00:00,0.0
2012-09-30 00:00:00+00:00,0.0
2012-10-31 00:00:00+00:00,0.0
2012-11-30 00:00:00+00:00,0.0
2012-12-31 00:00:00+00:00,-0.0024033861619906505
2013-01-31 00:00:00+00:00,0.001109647884277587
2013-02-28 00:00:00+00:00,-0.010031259500935086
2013-03-31 00:00:00+00:00,-0.0007265026534887253
2013-04-30 00:00:00+00:00,0.007252376337484323
2013-05-31 00:00:00+00:00,-0.01460031203991674
2013-06-30 00:00:00+00:00,-0.0048694149928957264
2013-07-31 00:00:00+00:00,0.005360050779228409
2013-08-31 00:00:00+00:00,0.0
2013-09-30 00:00:00+00:00,0.0
2013-10-31 00:00:00+00:00,0.0
2013-11-30 00:00:00+00:00,0.0
2013-12-31 00:00:00+00:00,0.00032634158758115817
2014-01-31 00:00:00+00:00,0.0
2014-02-28 00:00:00+00:00,0.0
2014-03-31 00:00:00+00:00,0.0
2014-04-30 00:00:00+00:00,0.0
2014-05-31 00:00:00+00:00,0.0
2014-06-30 00:00:00+00:00,0.0
2014-07-31 00:00:00+00:00,0.0
2014-08-31 00:00:00+00:00,0.0
2014-09-30 00:00:00+00:00,0.0
2014-10-31 00:00:00+00:00,0.0
2014-11-30 00:00:00+00:00,0.0
2014-12-31 00:00:00+00:00,0.0
2015-01-31 00:00:00+00:00,0.0
2015-02-28 00:00:00+00:00,0.0
2015-03-31 00:00:00+00:00,0.0
2015-04-30 00:00:00+00:00,0.0
2015-05-31 00:00:00+00:00,0.0
2015-06-30 00:00:00+00:00,0.0
2015-07-31 00:00:00+00:00,0.0
2015-08-31 00:00:00+00:00,0.0
2015-09-30 00:00:00+00:00,0.0
2015-10-31 00:00:00+00:00,0.0
2015-11-30 00:00:00+00:00,0.0
2015-12-31 00:00:00+00:00,0.0
2016-01-31 00:00:00+00:00,0.0
2016-02-29 00:00:00+00:00,0.0
2016-03-31 00:00:00+00:00,0.003686765030243011
2016-04-30 00:00:00+00:00,0.0
2016-05-31 00:00:00+00:00,0.0
2016-06-30 00:00:00+00:00,0.0
2016-07-31 00:00:00+00:00,0.0
2016-08-31 00:00:00+00:00,0.0
2016-09-30 00:00:00+00:00,0.001754257440285567
2016-10-31 00:00:00+00:00,0.0
2016-11-30 00:00:00+00:00,0.0
2016-12-31 00:00:00+00:00,0.0
2017-01-31 00:00:00+00:00,0.0
2017-02-28 00:00:00+00:00,-0.0031310094398726562
2017-03-31 00:00:00+00:00,0.0012605337908204728
2017-04-30 00:00:00+00:00,0.00017304963709574572
2017-05-31 00:00:00+00:00,0.006492844085018268
2017-06-30 00:00:00+00:00,-0.0016252058241319478
2017-07-31 00:00:00+00:00,0.0
2017-08-31 00:00:00+00:00,0.0
2017-09-30 00:00:00+00:00,0.0
2017-10-31 00:00:00+00:00,0.0
2017-11-30 00:00:00+00:00,0.0
2017-12-31 00:00:00+00:00,0.0
2018-01-31 00:00:00+00:00,0.0
2018-02-28 00:00:00+00:00,0.0
2018-03-31 00:00:00+00:00,0.0
2018-04-30 00:00:00+00:00,0.0
2018-05-31 00:00:00+00:00,0.0
2018-06-30 00:00:00+00:00,0.0
2018-07-31 00:00:00+00:00,0.0
2018-08-31 00:00:00+00:00,0.0
2018-09-30 00:00:00+00:00,0.0
