time,us_wage_haven_usd
2018-08-31 00:00:00+00:00,0.0012758013614768693
2018-09-30 00:00:00+00:00,0.0024484430308184812
2018-10-31 00:00:00+00:00,0.0
2018-11-30 00:00:00+00:00,0.0
2018-12-31 00:00:00+00:00,0.0037008369307522937
2019-01-31 00:00:00+00:00,-0.002463712695313758
2019-02-28 00:00:00+00:00,0.0029131333987784114
2019-03-31 00:00:00+00:00,0.00395259886760857
2019-04-30 00:00:00+00:00,0.0005841876036118965
2019-05-31 00:00:00+00:00,0.0
2019-06-30 00:00:00+00:00,0.0
2019-07-31 00:00:00+00:00,0.0
2019-08-31 00:00:00+00:00,0.0
2019-09-30 00:00:00+00:00,0.0013644278256244036
2019-10-31 00:00:00+00:00,-0.008866182714502235
2019-11-30 00:00:00+00:00,-0.0010150306461995662
2019-12-31 00:00:00+00:00,0.0
2020-01-31 00:00:00+00:00,0.0
2020-02-29 00:00:00+00:00,0.0
2020-03-31 00:00:00+00:00,0.012541704542695653
2020-04-30 00:00:00+00:00,0.001805763714771702
2020-05-31 00:00:00+00:00,0.0
2020-06-30 00:00:00+00:00,0.0
2020-07-31 00:00:00+00:00,0.0
2020-08-31 00:00:00+00:00,-0.00841800546430449
2020-09-30 00:00:00+00:00,-6.668577407298315e-05
2020-10-31 00:00:00+00:00,0.0
2020-11-30 00:00:00+00:00,-0.016144564023075292
2020-12-31 00:00:00+00:00,0.0012008414683162272
2021-01-31 00:00:00+00:00,0.0030426926915594343
2021-02-28 00:00:00+00:00,0.0009495589084320688
2021-03-31 00:00:00+00:00,0.012252338278550434
2021-04-30 00:00:00+00:00,-0.0016248630761378502
2021-05-31 00:00:00+00:00,0.0
2021-06-30 00:00:00+00:00,0.013900645686660162
2021-07-31 00:00:00+00:00,0.001626632712073306
2021-08-31 00:00:00+00:00,0.0
2021-09-30 00:00:00+00:00,0.00872236543729299
2021-10-31 00:00:00+00:00,-0.010500554141187224
2021-11-30 00:00:00+00:00,0.002583147711374467
2021-12-31 00:00:00+00:00,-0.001981306563692331
2022-01-31 00:00:00+00:00,-0.0013610526815317492
2022-02-28 00:00:00+00:00,0.0
2022-03-31 00:00:00+00:00,0.0
2022-04-30 00:00:00+00:00,0.02509663532243067
2022-05-31 00:00:00+00:00,-6.439966014193388e-05
2022-06-30 00:00:00+00:00,0.0
2022-07-31 00:00:00+00:00,-0.0030634075458948473
2022-08-31 00:00:00+00:00,-0.003146703965667186
2022-09-30 00:00:00+00:00,0.0
2022-10-31 00:00:00+00:00,0.0
2022-11-30 00:00:00+00:00,0.0
2022-12-31 00:00:00+00:00,0.0
2023-01-31 00:00:00+00:00,0.0
2023-02-28 00:00:00+00:00,0.01555005526776676
2023-03-31 00:00:00+00:00,-0.008510883866525876
2023-04-30 00:00:00+00:00,0.0025891674674236587
2023-05-31 00:00:00+00:00,0.0
2023-06-30 00:00:00+00:00,0.0
2023-07-31 00:00:00+00:00,0.0
2023-08-31 00:00:00+00:00,0.0
2023-09-30 00:00:00+00:00,0.0
2023-10-31 00:00:00+00:00,0.002340494528724424
2023-11-30 00:00:00+00:00,0.0029035158063359656
2023-12-31 00:00:00+00:00,0.0
2024-01-31 00:00:00+00:00,0.0
2024-02-29 00:00:00+00:00,0.0
2024-03-31 00:00:00+00:00,0.0024398304125827774
2024-04-30 00:00:00+00:00,0.009141219656649602
2024-05-31 00:00:00+00:00,-0.0033702889469587882
2024-06-30 00:00:00+00:00,0.0
2024-07-31 00:00:00+00:00,0.0
2024-08-31 00:00:00+00:00,0.0
2024-09-30 00:00:00+00:00,0.0
2024-10-31 00:00:00+00:00,0.0
2024-11-30 00:00:00+00:00,0.0
2024-12-31 00:00:00+00:00,0.0
2025-01-31 00:00:00+00:00,0.0
2025-02-28 00:00:00+00:00,0.0
2025-03-31 00:00:00+00:00,0.0
2025-04-30 00:00:00+00:00,0.0
2025-05-31 00:00:00+00:00,-0.0049003913156669965
2025-06-30 00:00:00+00:00,-2.0750727296126037e-05
2025-07-31 00:00:00+00:00,0.016163578583257898
2025-08-31 00:00:00+00:00,-0.005178168843450348
2025-09-30 00:00:00+00:00,0.0
2025-10-31 00:00:00+00:00,0.0
2025-11-30 00:00:00+00:00,0.0
2025-12-31 00:00:00+00:00,0.0
2026-01-31 00:00:00+00:00,0.0
2026-02-28 00:00:00+00:00,0.0
2026-03-31 00:00:00+00:00,0.0
2026-04-30 00:00:00+00:00,0.0
2026-05-31 00:00:00+00:00,0.0
2026-06-30 00:00:00+00:00,0.013413769364392092
2026-07-31 00:00:00+00:00,0.0002674738573671398
2026-08-31 00:00:00+00:00,0.0
2026-09-30 00:00:00+00:00,0.0
