time,us_debt_haven_usd
2020-08-31 00:00:00+00:00,-0.005444646379208384
2020-09-30 00:00:00+00:00,0.009335545339416829
2020-10-31 00:00:00+00:00,0.00037966426978175427
2020-11-30 00:00:00+00:00,-0.014760539526828431
2020-12-31 00:00:00+00:00,-0.011826618900461994
2021-01-31 00:00:00+00:00,0.002959730710233366
2021-02-28 00:00:00+00:00,-0.003950799372241076
2021-03-31 00:00:00+00:00,0.015663809369126147
2021-04-30 00:00:00+00:00,-0.013123944810618293
2021-05-31 00:00:00+00:00,-0.003794558602491338
2021-06-30 00:00:00+00:00,0.014478691296250235
2021-07-31 00:00:00+00:00,-0.0024174358537188967
2021-08-31 00:00:00+00:00,0.003985905998654893
2021-09-30 00:00:00+00:00,0.007952568936262283
2021-10-31 00:00:00+00:00,-0.010500554141187002
2021-11-30 00:00:00+00:00,0.0157335315975351
2021-12-31 00:00:00+00:00,-0.0021423785866249156
2022-01-31 00:00:00+00:00,-0.0013610526815318602
2022-02-28 00:00:00+00:00,0.0
2022-03-31 00:00:00+00:00,0.0
2022-04-30 00:00:00+00:00,0.0
2022-05-31 00:00:00+00:00,0.0
2022-06-30 00:00:00+00:00,0.0
2022-07-31 00:00:00+00:00,0.0
2022-08-31 00:00:00+00:00,0.0
2022-09-30 00:00:00+00:00,0.0
2022-10-31 00:00:00+00:00,0.0
2022-11-30 00:00:00+00:00,0.0
2022-12-31 00:00:00+00:00,0.0
2023-01-31 00:00:00+00:00,0.0
2023-02-28 00:00:00+00:00,0.0
2023-03-31 00:00:00+00:00,0.0
2023-04-30 00:00:00+00:00,0.0
2023-05-31 00:00:00+00:00,0.0
2023-06-30 00:00:00+00:00,0.0
2023-07-31 00:00:00+00:00,0.0
2023-08-31 00:00:00+00:00,0.0
2023-09-30 00:00:00+00:00,0.0
2023-10-31 00:00:00+00:00,0.0
2023-11-30 00:00:00+00:00,0.0
2023-12-31 00:00:00+00:00,0.0
2024-01-31 00:00:00+00:00,0.0
2024-02-29 00:00:00+00:00,0.0
2024-03-31 00:00:00+00:00,0.0
2024-04-30 00:00:00+00:00,0.0
2024-05-31 00:00:00+00:00,0.0
2024-06-30 00:00:00+00:00,0.0
2024-07-31 00:00:00+00:00,0.0
2024-08-31 00:00:00+00:00,0.0
2024-09-30 00:00:00+00:00,0.0
2024-10-31 00:00:00+00:00,0.0
2024-11-30 00:00:00+00:00,0.0
2024-12-31 00:00:00+00:00,0.0
2025-01-31 00:00:00+00:00,0.0
2025-02-28 00:00:00+00:00,0.0
2025-03-31 00:00:00+00:00,0.0
2025-04-30 00:00:00+00:00,0.0
2025-05-31 00:00:00+00:00,0.0
2025-06-30 00:00:00+00:00,0.0
2025-07-31 00:00:00+00:00,0.0
2025-08-31 00:00:00+00:00,0.0
2025-09-30 00:00:00+00:00,0.0
2025-10-31 00:00:00+00:00,0.0
2025-11-30 00:00:00+00:00,0.0
2025-12-31 00:00:00+00:00,0.0
2026-01-31 00:00:00+00:00,0.0
2026-02-28 00:00:00+00:00,0.0
2026-03-31 00:00:00+00:00,0.0
2026-04-30 00:00:00+00:00,-0.01075853917776437
2026-05-31 00:00:00+00:00,0.0027735605589329637
2026-06-30 00:00:00+00:00,0.014997260705738036
2026-07-31 00:00:00+00:00,-0.007772460589681507
2026-08-31 00:00:00+00:00,-0.003918421590592858
2026-09-30 00:00:00+00:00,0.00289620423671888
