time,carry_high_cip_stress
2011-10-31 00:00:00+00:00,0.0
2011-11-30 00:00:00+00:00,0.0
2011-12-31 00:00:00+00:00,0.0
2012-01-31 00:00:00+00:00,0.0
2012-02-29 00:00:00+00:00,0.0
2012-03-31 00:00:00+00:00,0.0
2012-04-30 00:00:00+00:00,0.0
2012-05-31 00:00:00+00:00,-0.016072386076754763
2012-06-30 00:00:00+00:00,-0.0007511556091251981
2012-07-31 00:00:00+00:00,0.0
2012-08-31 00:00:00+00:00,0.0
2012-09-30 00:00:00+00:00,0.0
2012-10-31 00:00:00+00:00,0.0
2012-11-30 00:00:00+00:00,-0.0022051960036791884
2012-12-31 00:00:00+00:00,-0.005942378930801295
2013-01-31 00:00:00+00:00,0.0019950915121369484
2013-02-28 00:00:00+00:00,0.0
2013-03-31 00:00:00+00:00,0.0
2013-04-30 00:00:00+00:00,0.0
2013-05-31 00:00:00+00:00,0.0
2013-06-30 00:00:00+00:00,0.0
2013-07-31 00:00:00+00:00,0.0
2013-08-31 00:00:00+00:00,0.0
2013-09-30 00:00:00+00:00,0.0
2013-10-31 00:00:00+00:00,0.0
2013-11-30 00:00:00+00:00,0.0
2013-12-31 00:00:00+00:00,-0.010672071338001188
2014-01-31 00:00:00+00:00,-0.0003243570233930626
2014-02-28 00:00:00+00:00,0.006589517825459357
2014-03-31 00:00:00+00:00,0.016642442927752077
2014-04-30 00:00:00+00:00,-0.002630659662449353
2014-05-31 00:00:00+00:00,0.0024867637869818715
2014-06-30 00:00:00+00:00,0.007884549092113113
2014-07-31 00:00:00+00:00,-0.004690146452396293
2014-08-31 00:00:00+00:00,-0.0008105819659418589
2014-09-30 00:00:00+00:00,-0.01374501117387461
2014-10-31 00:00:00+00:00,0.0030479500722770947
2014-11-30 00:00:00+00:00,0.0
2014-12-31 00:00:00+00:00,0.0025953390390487385
2015-01-31 00:00:00+00:00,0.0011820868358738412
2015-02-28 00:00:00+00:00,0.01796066733302193
2015-03-31 00:00:00+00:00,-0.0006984650531961512
2015-04-30 00:00:00+00:00,0.0
2015-05-31 00:00:00+00:00,0.0
2015-06-30 00:00:00+00:00,0.0
2015-07-31 00:00:00+00:00,0.0
2015-08-31 00:00:00+00:00,0.0
2015-09-30 00:00:00+00:00,0.0
2015-10-31 00:00:00+00:00,0.0
2015-11-30 00:00:00+00:00,0.012956835219971596
2015-12-31 00:00:00+00:00,0.00827021003926065
2016-01-31 00:00:00+00:00,0.0
2016-02-29 00:00:00+00:00,-0.0037833805189133596
2016-03-31 00:00:00+00:00,0.004669246364998658
2016-04-30 00:00:00+00:00,0.0
2016-05-31 00:00:00+00:00,0.0
2016-06-30 00:00:00+00:00,0.0
2016-07-31 00:00:00+00:00,0.0
2016-08-31 00:00:00+00:00,0.0
2016-09-30 00:00:00+00:00,0.0
2016-10-31 00:00:00+00:00,0.0
2016-11-30 00:00:00+00:00,0.0
2016-12-31 00:00:00+00:00,0.0
2017-01-31 00:00:00+00:00,0.0
2017-02-28 00:00:00+00:00,0.0
2017-03-31 00:00:00+00:00,0.0
2017-04-30 00:00:00+00:00,0.0
2017-05-31 00:00:00+00:00,0.0
2017-06-30 00:00:00+00:00,0.0
2017-07-31 00:00:00+00:00,0.0
2017-08-31 00:00:00+00:00,0.0
2017-09-30 00:00:00+00:00,0.0
2017-10-31 00:00:00+00:00,0.0
2017-11-30 00:00:00+00:00,0.0
2017-12-31 00:00:00+00:00,0.0
2018-01-31 00:00:00+00:00,0.0
2018-02-28 00:00:00+00:00,-0.004097960886723762
2018-03-31 00:00:00+00:00,-0.0004279424541129284
2018-04-30 00:00:00+00:00,0.0
2018-05-31 00:00:00+00:00,0.0
2018-06-30 00:00:00+00:00,0.0
2018-07-31 00:00:00+00:00,0.004350316660057363
