time,carry_low_vix
2011-10-31 00:00:00+00:00,0.0
2011-11-30 00:00:00+00:00,0.0
2011-12-31 00:00:00+00:00,0.0029132854043896206
2012-01-31 00:00:00+00:00,0.02112962054214096
2012-02-29 00:00:00+00:00,0.004162388327817457
2012-03-31 00:00:00+00:00,-0.013307836414308993
2012-04-30 00:00:00+00:00,0.0021398298393888737
2012-05-31 00:00:00+00:00,-0.015249354178128671
2012-06-30 00:00:00+00:00,0.002552588090255048
2012-07-31 00:00:00+00:00,0.021571550091280978
2012-08-31 00:00:00+00:00,-0.012613422960811693
2012-09-30 00:00:00+00:00,0.006868866648691574
2012-10-31 00:00:00+00:00,-0.004303665180323768
2012-11-30 00:00:00+00:00,-0.00046036773946322995
2012-12-31 00:00:00+00:00,-0.00582638885842357
2013-01-31 00:00:00+00:00,-0.01266507816626139
2013-02-28 00:00:00+00:00,0.007405235801118071
2013-03-31 00:00:00+00:00,0.02039253847205469
2013-04-30 00:00:00+00:00,-0.011415423900905108
2013-05-31 00:00:00+00:00,-0.02241200709674307
2013-06-30 00:00:00+00:00,-0.000694862325671286
2013-07-31 00:00:00+00:00,-0.014119822177253605
2013-08-31 00:00:00+00:00,-0.008495798246155872
2013-09-30 00:00:00+00:00,-0.00042292065245153054
2013-10-31 00:00:00+00:00,-0.011902288283988871
2013-11-30 00:00:00+00:00,-0.012781252701282275
2013-12-31 00:00:00+00:00,-0.0075646484961466864
2014-01-31 00:00:00+00:00,-0.003115489923564585
2014-02-28 00:00:00+00:00,-0.0018359922418960117
2014-03-31 00:00:00+00:00,0.003589465546482984
2014-04-30 00:00:00+00:00,0.005080876145648228
2014-05-31 00:00:00+00:00,0.0024867637869816495
2014-06-30 00:00:00+00:00,0.007884549092113113
2014-07-31 00:00:00+00:00,-0.006436004226131886
2014-08-31 00:00:00+00:00,0.0013003395321087297
2014-09-30 00:00:00+00:00,-0.011508712457043768
2014-10-31 00:00:00+00:00,0.0
2014-11-30 00:00:00+00:00,0.004650532419248732
2014-12-31 00:00:00+00:00,-0.008864736137693119
2015-01-31 00:00:00+00:00,0.0
2015-02-28 00:00:00+00:00,0.003686645578058201
2015-03-31 00:00:00+00:00,0.005669876247710759
2015-04-30 00:00:00+00:00,-0.01882142071523296
2015-05-31 00:00:00+00:00,-0.017796516917159777
2015-06-30 00:00:00+00:00,-0.02053922086344906
2015-07-31 00:00:00+00:00,0.004585689708243246
2015-08-31 00:00:00+00:00,-0.0157631624258463
2015-09-30 00:00:00+00:00,0.0
2015-10-31 00:00:00+00:00,0.007738743632113465
2015-11-30 00:00:00+00:00,0.009929461609826662
2015-12-31 00:00:00+00:00,-0.004496742153607736
2016-01-31 00:00:00+00:00,0.0043864918245815065
2016-02-29 00:00:00+00:00,0.0
2016-03-31 00:00:00+00:00,0.0019041996588176069
2016-04-30 00:00:00+00:00,0.002453725661777373
2016-05-31 00:00:00+00:00,-0.007931560549374606
2016-06-30 00:00:00+00:00,0.008387320467726056
2016-07-31 00:00:00+00:00,0.0025387020393212723
2016-08-31 00:00:00+00:00,0.0036648919603319285
2016-09-30 00:00:00+00:00,-0.006129693165073502
2016-10-31 00:00:00+00:00,0.0031263268034813496
2016-11-30 00:00:00+00:00,0.0027181876053821163
2016-12-31 00:00:00+00:00,-0.01108855401211295
2017-01-31 00:00:00+00:00,0.013966752711819241
2017-02-28 00:00:00+00:00,0.006592491902116082
2017-03-31 00:00:00+00:00,-0.011629580124676964
2017-04-30 00:00:00+00:00,-0.004275253203777862
2017-05-31 00:00:00+00:00,-0.01355395063232745
2017-06-30 00:00:00+00:00,0.008821806616098327
2017-07-31 00:00:00+00:00,0.011758511375041358
2017-08-31 00:00:00+00:00,-0.01427652857505668
2017-09-30 00:00:00+00:00,0.004236854596896933
